"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"13:50:00 02/09/2010",18,1,99,1,10.4,1,7.4,1,0.003,1,0.13,1,0.022,1,0.005,1,2,1,3.6,1,10.7,1
"13:50:00 30/06/1980",NA,NA,120,65,11.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,9,65
"13:50:00 31/08/1983",NA,NA,95,65,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,10,65
"13:55:00 06/02/1978",NA,NA,120,65,9.3,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,20,65
"13:55:00 20/03/1980",NA,NA,110,65,9.4,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,20,65
"14:00:00 03/06/1981",NA,NA,93,65,11.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,11,65
"14:00:00 09/02/1979",NA,NA,41,65,8.9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,25,65
"14:00:00 10/07/1978",NA,NA,77,65,11.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,6.7,65
"14:00:00 11/07/1983",NA,NA,87,65,12.2,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,65,5.5,65
"14:00:00 15/02/1982",NA,NA,110,65,7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,27,65
"14:00:00 26/09/1979",NA,NA,110,65,10.3,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,14,65
"14:05:00 11/05/1983",NA,NA,110,65,NA,180,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,14,65
"14:12:00 10/07/1984",NA,NA,110,65,9.6,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,7,65
"14:15:00 05/11/1976",NA,NA,94,65,9.4,65,5.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,12,65
"14:15:00 12/12/1977",NA,NA,120,65,8.7,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,21.6,65
"14:20:00 06/05/1981",NA,NA,120,65,10.1,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,11.5,65
"14:25:00 03/12/1980",NA,NA,110,65,8.3,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,21,65
"14:30:00 07/08/2008",20,65,102,65,11.8,65,5.8,65,0.003,65,0.15,65,0.28,65,0.01,65,2,65,1.4,65,8.7,65
"14:30:00 21/03/1985",NA,NA,84,65,8.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,65,19,65
"14:35:00 13/04/1981",NA,NA,130,65,9.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,17,65
"14:40:00 04/09/1978",NA,NA,86,65,11.3,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,9.5,65
"14:40:00 10/05/1982",NA,NA,100,65,10,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,65,12,65
"14:40:00 11/11/1977",NA,NA,89,65,10.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,15.5,65
"14:44:00 18/08/1983",NA,NA,110,65,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,10,65
"14:50:00 04/05/1978",NA,NA,120,65,9.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,12,65
"14:50:00 04/07/1977",NA,NA,110,65,NA,180,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,5.5,65
"14:50:00 05/11/1980",NA,NA,98,65,9.7,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,17,65
"15:00:00 04/03/1981",NA,NA,110,65,8.7,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,20.5,65
"15:00:00 06/06/1985",NA,NA,66,65,11,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,10,65
"15:00:00 07/08/1980",NA,NA,95,65,10.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,8.5,65
"15:00:00 15/03/1977",NA,NA,120,65,7.9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,17,65
"15:00:00 29/07/1977",NA,NA,98,65,NA,180,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,65,8,65
"15:05:00 06/07/1981",NA,NA,95,65,11.7,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,7.5,65
"15:10:00 11/10/1979",NA,NA,100,65,9.4,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,14.5,65
"15:15:00 04/07/1979",NA,NA,110,65,12.8,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,6.5,65
"15:15:00 09/10/1985",NA,NA,87,65,10.6,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,14,65
"15:15:00 17/08/1981",NA,NA,89,65,11,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,9,65
"15:15:00 26/01/1982",NA,NA,84,65,7.9,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,21,65
"15:15:00 28/12/1978",NA,NA,91,65,8.7,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,21,65
"15:20:00 03/06/1982",NA,NA,98,65,11,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,9,65
"15:40:00 15/07/1987",NA,NA,110,65,12.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,7.5,65
"15:50:00 08/06/2010",50,1,89,1,10.9,1,6.8,1,0.004,1,0.54,1,0.073,1,0.011,1,1,1,4.8,1,8.9,1
"16:10:00 07/06/1978",NA,NA,67,65,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,11,65
