"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"11:50:00 31/10/1989",NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,NA,NA,10.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,65,15,65,NA,NA
"12:00:00 02/06/1982",NA,NA,NA,NA,NA,NA,NA,NA,66,65,NA,NA,NA,NA,11,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,65,11,65,NA,NA
"12:00:00 03/11/1983",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,9.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,17.5,65,NA,NA
"12:00:00 04/09/1978",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,11.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,10.5,65,NA,NA
"12:00:00 05/08/1980",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,NA,180,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,65,10.5,65,NA,NA
"12:00:00 05/12/2013",NA,NA,NA,NA,NA,NA,20,1,74,1,NA,NA,NA,NA,6.9,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,24,1,28.1,1,17.3,1,NA,NA
"12:00:00 06/05/2015",NA,NA,NA,NA,NA,NA,4,1,69,1,NA,NA,NA,NA,10.7,1,7.7,1,0.003,1,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,2,1,6,1,15.4,1,NA,NA
"12:00:00 08/02/2012",NA,NA,NA,NA,NA,NA,12,1,59,1,NA,NA,NA,NA,7.9,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,0.027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,7,1,6.7,1,18,1,NA,NA
"12:00:00 11/01/1993",NA,NA,NA,NA,NA,NA,55,65,69,65,NA,NA,NA,NA,9.2,65,7.5,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,19,65,18,65,NA,NA
"12:00:00 11/12/1984",NA,NA,NA,NA,NA,NA,NA,NA,43,65,NA,NA,NA,NA,9.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,18.5,65,NA,NA
"12:00:00 13/10/1992",NA,NA,NA,NA,NA,NA,30,65,34,65,NA,NA,NA,NA,11.4,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,7.6,65,12.5,65,NA,NA
"12:00:00 14/09/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,11.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,1,NA,NA,0.032,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:00:00 14/12/1989",NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,NA,NA,9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,20,65,NA,NA
"12:00:00 14/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,9.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,65,20.9,65,NA,NA
"12:00:00 15/04/1993",NA,NA,NA,NA,NA,NA,15,65,63,65,NA,NA,NA,NA,9.8,65,7.2,65,0.006,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,5.6,65,17,65,NA,NA
"12:00:00 17/08/2006",NA,NA,NA,NA,NA,NA,25,65,58,65,NA,NA,NA,NA,11.9,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,8,65,13,65,11.2,65,NA,NA
"12:00:00 27/06/1978",NA,NA,2.7,65,9.8,65,100,65,NA,180,NA,NA,NA,NA,NA,180,NA,180,NA,NA,0.06,65,28,65,NA,NA,0.5,65,2.5,65,NA,NA,NA,NA,0.12,65,NA,NA,7.2,65,6.6,65,2,65,12,65,55,65,NA,NA,NA,NA,0.04,65,40,65,NA,180,NA,180,NA,NA
"12:00:00 28/03/2006",NA,NA,NA,NA,NA,NA,12,65,50,65,NA,NA,NA,NA,10.5,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,4.8,65,20.3,65,NA,NA
"12:10:00 05/03/2007",NA,NA,NA,NA,NA,NA,140,65,183,65,NA,NA,NA,NA,6.4,65,7,65,0.004,65,NA,NA,NA,NA,NA,NA,2.9,65,NA,NA,NA,NA,NA,NA,0.53,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,65,280,65,1398,65,21.5,65,NA,NA
"12:10:00 09/11/2009",NA,NA,NA,NA,NA,NA,13,1,51,1,NA,NA,NA,NA,8.7,1,7.1,1,0.004,1,NA,NA,NA,NA,NA,NA,0.15,1,NA,NA,NA,NA,NA,NA,0.067,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,18,1,25.2,1,18.8,1,NA,NA
"12:10:00 10/12/2012",NA,NA,NA,NA,NA,NA,16,1,27,1,NA,NA,NA,NA,8.6,1,6.7,1,0.003,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,0.023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,1,5,1,9.6,1,19.6,1,NA,NA
"12:10:00 11/12/1997",NA,NA,NA,NA,NA,NA,12,65,56,65,NA,NA,NA,NA,8.6,65,7.2,65,0.006,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,7,65,23,65,NA,NA
"12:13:00 27/07/2006",NA,NA,NA,NA,NA,NA,14,65,64,65,NA,NA,NA,NA,11.2,65,7.7,65,0.004,65,NA,NA,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,12,65,40,65,11.7,65,NA,NA
"12:15:00 01/05/2007",NA,NA,NA,NA,NA,NA,70,65,171,65,NA,NA,NA,NA,9.2,65,NA,180,0.006,65,NA,NA,NA,NA,NA,NA,1.6,65,NA,NA,NA,NA,NA,NA,0.98,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,65,49,65,17,65,17.9,65,NA,NA
"12:15:00 05/09/1984",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,10.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,10,65,NA,NA
"12:15:00 08/11/1988",NA,NA,2.8,65,3,65,30,65,39,65,NA,NA,NA,NA,9.4,65,7.4,65,NA,NA,NA,NA,12,65,0.6,65,0.2,65,1.7,65,0.01,65,NA,NA,0.06,65,0.8,65,5.6,65,3.8,65,1.2,65,13,65,32,65,NA,NA,2,65,0.01,65,5,65,11,65,18,65,NA,NA
"12:15:00 17/07/2001",NA,NA,NA,NA,NA,NA,60,65,95,65,NA,NA,NA,NA,10.8,65,7.5,65,0.004,65,NA,NA,NA,NA,NA,NA,0.68,65,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,14,65,41,65,10.5,65,NA,NA
"12:20:00 01/06/2006",NA,NA,NA,NA,NA,NA,16,65,63,65,NA,NA,NA,NA,12.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.41,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,12,65,11.7,65,NA,NA
"12:22:00 21/09/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,10.86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,1,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:25:00 27/09/2006",NA,NA,NA,NA,NA,NA,20,65,56,65,NA,NA,NA,NA,10.6,65,6.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,9,65,14,65,NA,NA,NA,NA
"12:30:00 01/08/2011",NA,NA,NA,NA,NA,NA,25,1,55,1,NA,NA,NA,NA,11.9,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,0.076,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,8,1,24,1,9.8,1,NA,NA
"12:30:00 01/08/2012",NA,NA,NA,NA,NA,NA,40,1,35,1,NA,NA,NA,NA,10.5,1,6.8,1,0.003,1,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,1,6,1,47,1,10.3,1,NA,NA
"12:30:00 02/02/1987",NA,NA,2.5,65,1,65,10,65,45,65,NA,NA,NA,NA,8.8,65,7,65,NA,NA,NA,NA,12,65,0.25,65,0.25,65,1.6,65,0.03,65,NA,NA,0.02,65,0.6,65,3.5,65,3.4,65,1,65,15,65,28,65,NA,NA,3,65,0.01,65,4,65,0.9,65,21,65,NA,NA
"12:30:00 03/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,8.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1,NA,NA,0.019,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:30:00 03/06/2014",NA,NA,NA,NA,NA,NA,14,1,70,1,NA,NA,NA,NA,10.5,1,7.3,1,0.003,1,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,0.026,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,2,1,5.2,1,13.8,1,NA,NA
"12:30:00 03/07/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,1,NA,NA,NA,NA,NA,NA,7.31,1
"12:30:00 05/03/1996",NA,NA,NA,NA,NA,NA,45,65,67,65,NA,NA,NA,NA,8.6,65,6.6,65,0.006,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,7.2,65,20,65,NA,NA
"12:30:00 05/12/1995",NA,NA,NA,NA,NA,NA,70,65,55,65,NA,NA,NA,NA,8.8,65,7.5,65,0.006,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,3,65,12,65,15,65,NA,NA
"12:30:00 07/07/1982",NA,NA,3.4,65,5.3,65,10,65,39,65,NA,NA,NA,NA,11.2,65,7.6,65,NA,NA,NA,NA,20,65,0.34,65,0.2,65,2.2,65,0.01,65,NA,NA,0.01,65,0.7,65,2,65,4.5,65,3,65,22,65,36,65,NA,NA,2,65,0.02,65,5,65,1.4,65,9,65,NA,NA
"12:30:00 07/07/2015",NA,NA,NA,NA,NA,NA,12,1,61,1,NA,NA,NA,NA,11.2,1,8.1,1,0.003,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,5,1,7,1,10.4,1,NA,NA
"12:30:00 07/09/2007",NA,NA,NA,NA,NA,NA,NA,NA,80,65,NA,NA,NA,NA,9.6,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,65,14.3,65,NA,NA
"12:30:00 12/09/2007",NA,NA,NA,NA,NA,NA,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,41,65,NA,NA,NA,NA,NA,NA
"12:34:00 17/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,9.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:35:00 05/03/1986",NA,NA,NA,NA,NA,NA,NA,NA,82,65,NA,NA,NA,NA,8.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,21,65,NA,NA
"12:40:00 02/09/2014",NA,NA,NA,NA,NA,NA,14,1,51,1,NA,NA,NA,NA,11.1,1,7.2,1,0.003,1,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,0.025,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,4,1,5.8,1,10.2,1,NA,NA
"12:40:00 07/01/2010",NA,NA,NA,NA,NA,NA,10,1,76.2,1,NA,NA,NA,NA,8.4,1,7.5,1,0.001,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1,12,1,13.6,1,23.5,1,NA,NA
"12:40:00 11/01/1984",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,8.3,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,65,22,65,NA,NA
"12:40:00 12/01/1988",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,65,21,65,NA,NA
"12:45:00 02/03/2000",NA,NA,NA,NA,NA,NA,9,65,45,65,NA,NA,NA,NA,8.6,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,6.7,65,24,65,NA,NA
"12:45:00 03/06/2013",NA,NA,NA,NA,NA,NA,8,1,78,1,NA,NA,NA,NA,11.1,1,7.2,1,0.003,1,NA,NA,NA,NA,NA,NA,0.29,1,NA,NA,NA,NA,NA,NA,0.038,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,8,1,13.2,1,12.2,1,NA,NA
"12:45:00 05/01/1994",NA,NA,NA,NA,NA,NA,25,65,99,65,NA,NA,NA,NA,8.8,65,7.4,65,0.005,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,32,65,2.8,65,20,65,NA,NA
"12:45:00 07/11/2013",NA,NA,NA,NA,NA,NA,16,1,53,1,NA,NA,NA,NA,10.5,1,7.1,1,0.003,1,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,NA,NA,NA,NA,0.093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,6,1,10.7,1,18,1,NA,NA
"12:45:00 09/12/1996",NA,NA,NA,NA,NA,NA,17,65,37,65,NA,NA,NA,NA,9.2,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,11,65,3,65,18,65,NA,NA
"12:45:00 10/02/1998",NA,NA,NA,NA,NA,NA,13,65,64,65,NA,NA,NA,NA,8.4,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,12,65,4.4,65,24,65,NA,NA
"12:45:00 10/08/1987",NA,NA,3.8,65,6,65,30,65,50,65,NA,NA,NA,NA,12.6,65,7,65,NA,NA,0.05,65,15,65,0.82,65,0.15,65,1.8,65,0.01,65,5e-05,65,0.05,65,0.7,65,5.2,65,4.2,65,1.3,65,16,65,52,65,NA,NA,5,65,0.01,65,3,65,13,65,9,65,NA,NA
"12:50:00 07/10/2009",NA,NA,NA,NA,NA,NA,18,1,34.7,1,NA,NA,NA,NA,9.9,1,7,1,0.008,1,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,NA,NA,0.117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1,9,1,22.1,1,13.4,1,NA,NA
"12:50:00 11/01/1990",NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,NA,NA,8.5,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,65,21.5,65,NA,NA
"12:54:00 28/09/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,10.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1,NA,NA,0.036,1,NA,NA,NA,NA,NA,NA,NA,NA
"13:00:00 01/12/1998",NA,NA,NA,NA,NA,NA,70,65,54,65,NA,NA,NA,NA,9.4,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.37,65,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,4,65,10,65,17.5,65,NA,NA
"13:00:00 04/08/2014",NA,NA,NA,NA,NA,NA,12,1,51,1,NA,NA,NA,NA,12,1,7.4,1,0.003,1,NA,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,0.027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,6,1,9.8,1,10,1,NA,NA
"13:00:00 04/12/1991",NA,NA,NA,NA,NA,NA,15,65,45,65,NA,NA,NA,NA,9.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,5.4,65,18.5,65,NA,NA
"13:00:00 07/03/1995",NA,NA,NA,NA,NA,NA,5,65,57,65,NA,NA,NA,NA,8.6,65,7.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,2.5,65,23,65,NA,NA
"13:00:00 07/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,7.52,1
"13:00:00 07/05/1984",NA,NA,NA,NA,NA,NA,NA,NA,66,65,NA,NA,NA,NA,10.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,14,65,NA,NA
"13:00:00 08/12/1982",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,9.3,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,18.5,65,NA,NA
"13:00:00 11/04/1989",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,9,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,65,20,65,NA,NA
"13:00:00 12/02/2015",NA,NA,NA,NA,NA,NA,10,1,64,1,NA,NA,NA,NA,8.8,1,7.1,1,0.003,1,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,1,5,1,3.7,1,21.4,1,NA,NA
"13:00:00 14/12/1983",NA,NA,NA,NA,NA,NA,NA,NA,53,65,NA,NA,NA,NA,9.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,65,20,65,NA,NA
