"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"00:00:00 03/02/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00:00:00 04/06/1997",NA,NA,NA,NA,206,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,1
"00:00:00 05/06/1997",NA,NA,NA,NA,207,1,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1
"00:00:00 06/01/1997",NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1
"00:00:00 08/05/1997",NA,NA,NA,NA,1000,1,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,1
"00:00:00 10/02/1997",NA,NA,NA,NA,321,1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,1
"00:00:00 13/01/1997",NA,NA,NA,NA,148,1,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00:00:00 16/12/1996",NA,NA,NA,NA,246,1,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,0.051,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,1
"00:00:00 20/01/1997",NA,NA,NA,NA,176,1,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00:00:00 20/05/1997",NA,NA,NA,NA,347,1,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,1
"00:00:00 22/04/1997",NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1
"00:00:00 23/12/1996",NA,NA,NA,NA,312,1,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1
"00:00:00 24/03/1997",NA,NA,NA,NA,283,1,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,1
"00:00:00 28/01/1997",NA,NA,NA,NA,207,1,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1
"00:00:00 30/12/1996",NA,NA,NA,NA,80,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0.085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1
"06:05:00 29/11/2012",20,1,338,1,NA,NA,NA,NA,6.6,1,7,1,0.003,1,0.45,1,0.054,1,NA,NA,NA,NA,0.035,1,10,1,11,1,21.4,1,NA,NA
"06:30:00 13/01/1998",NA,NA,NA,NA,216,1,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,7.15,1
"06:45:00 10/03/1998",NA,NA,NA,NA,203,1,7.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,1,NA,NA,NA,NA,NA,NA,7.08,1
"06:45:00 17/03/1998",NA,NA,NA,NA,194,1,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1,NA,NA,NA,NA,NA,NA,6.96,1
"06:50:00 24/02/1998",NA,NA,NA,NA,192,1,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1,NA,NA,NA,NA,NA,NA,7.19,1
"06:55:00 06/01/1998",NA,NA,NA,NA,190,1,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1,NA,NA,NA,NA,NA,NA,6.99,1
"07:00:00 20/01/1998",NA,NA,NA,NA,196,1,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,1,NA,NA,NA,NA,NA,NA,6.94,1
"07:00:00 27/01/1998",NA,NA,NA,NA,245,1,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1,NA,NA,NA,NA,NA,NA,7,1
"07:05:00 09/02/1998",NA,NA,NA,NA,187,1,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187,1,NA,NA,NA,NA,NA,NA,7.04,1
"07:15:00 11/11/2014",25,1,208,1,NA,NA,NA,NA,8,1,7.2,1,0.003,1,0.31,1,0.009,1,NA,NA,NA,NA,0.031,1,8,1,10,1,17.9,1,NA,NA
"07:35:00 11/03/1997",NA,NA,NA,NA,129,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,6.58,1
"07:50:00 16/12/1997",NA,NA,NA,NA,181,1,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,1,NA,NA,NA,NA,NA,NA,7.16,1
"07:50:00 18/11/1997",NA,NA,NA,NA,169,1,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,1,NA,NA,NA,NA,NA,NA,NA,NA
"07:50:00 31/03/1998",NA,NA,NA,NA,198,1,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,1,NA,NA,NA,NA,NA,NA,7.07,1
"07:55:00 09/04/1997",NA,NA,NA,NA,150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,7.12,1
"07:55:00 09/12/1997",NA,NA,NA,NA,179,1,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,7.06,1
"08:00:00 02/12/1997",NA,NA,NA,NA,177,1,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,NA,NA,NA,NA,NA,NA,7.06,1
"08:00:00 14/04/1998",NA,NA,NA,NA,209,1,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,6.89,1
"08:00:00 18/03/1997",NA,NA,NA,NA,160,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,6.7,1
"08:00:00 27/02/1997",NA,NA,NA,NA,150,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,6.84,1
"08:07:00 29/03/1999",NA,NA,NA,NA,113,1,8.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:10:00 05/08/1997",NA,NA,NA,NA,1444,1,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,7.69,1
"08:10:00 07/10/2008",20,65,225,65,NA,NA,NA,NA,9.9,65,7.1,65,0.003,65,0.44,65,0.02,65,NA,NA,NA,NA,0.04,65,11,65,20.5,65,14.8,65,NA,NA
"08:10:00 08/10/1997",NA,NA,NA,NA,146,1,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,NA,NA,NA,NA,NA,NA,7.26,1
"08:10:00 11/06/1998",NA,NA,NA,NA,112,1,9.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,1
"08:10:00 14/08/1997",NA,NA,NA,NA,121,1,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1,NA,NA,NA,NA,NA,NA,7.3,1
"08:10:00 21/10/1997",NA,NA,NA,NA,159,1,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:10:00 25/11/1997",NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,1,NA,NA,NA,NA,NA,NA,6.81,1
"08:10:00 28/07/1998",NA,NA,NA,NA,115,1,11.04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:10:00 30/12/2013",30,1,222,1,NA,NA,NA,NA,6.9,1,7.4,1,0.003,1,0.29,1,0.004,1,NA,NA,NA,NA,0.021,1,8,1,9.9,1,21.5,1,NA,NA
"08:15:00 04/08/1998",NA,NA,NA,NA,111,1,10.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,1
"08:15:00 05/06/1997",NA,NA,NA,NA,207,1,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,1,NA,NA,NA,NA,NA,NA,6.95,1
"08:15:00 06/05/1997",NA,NA,NA,NA,182,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,7.04,1
"08:15:00 09/11/1998",NA,NA,NA,NA,125,1,8.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1,0.019,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:15:00 10/07/1997",NA,NA,NA,NA,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,1,NA,NA,NA,NA,NA,NA,7.54,1
"08:15:00 14/05/1997",NA,NA,NA,NA,170,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,NA,NA,NA,NA,NA,NA,6.95,1
"08:15:00 14/12/1998",NA,NA,NA,NA,108,1,7.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,0.016,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:15:00 18/06/1997",NA,NA,NA,NA,209,1,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,1,NA,NA,NA,NA,NA,NA,7.48,1
"08:20:00 23/04/1997",NA,NA,NA,NA,119,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,1,NA,NA,NA,NA,NA,NA,7.14,1
"08:20:00 23/07/1997",NA,NA,NA,NA,107,1,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,NA,NA,NA,NA,NA,NA,6.82,1
"08:25:00 16/07/1997",NA,NA,NA,NA,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,7.27,1
"08:30:00 02/04/1997",NA,NA,NA,NA,150,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,7.26,1
"08:30:00 04/11/2020",45,1,135,1,NA,NA,NA,NA,8.3,1,6.7,1,0.006,1,0.31,1,0.019,1,NA,NA,NA,NA,0.034,1,6,1,10.1,1,18.8,1,NA,NA
"08:30:00 15/11/2017",8,1,415,1,NA,NA,NA,NA,6.1,1,7.5,1,0.003,1,0.79,1,0.005,1,NA,NA,NA,NA,0.067,1,12,1,19.4,1,22,1,NA,NA
"08:30:00 19/04/2011",30,1,238,1,NA,NA,NA,NA,8.4,1,7.2,1,0.009,1,0.44,1,0.014,1,NA,NA,NA,NA,0.044,1,9,1,14.2,1,16.4,1,NA,NA
"08:30:00 22/03/1999",NA,NA,NA,NA,116,1,7.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,1,0.018,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:30:00 24/02/1997",NA,NA,NA,NA,150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,6.9,1
"08:30:00 24/09/1997",NA,NA,NA,NA,143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1,NA,NA,NA,NA,NA,NA,7.07,1
"08:30:00 26/06/1997",NA,NA,NA,NA,201,1,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,6.81,1
"08:30:00 26/10/1998",NA,NA,NA,NA,103,1,8.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1,0.023,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:30:00 28/11/2011",55,1,175,1,NA,NA,NA,NA,7.3,1,6.8,1,0.012,1,0.43,1,0.066,1,NA,NA,NA,NA,0.044,1,6,1,11.3,1,21.2,1,NA,NA
"08:30:00 31/03/2015",18,1,680,1,NA,NA,NA,NA,7.5,1,7.8,1,0.003,1,0.42,1,0.019,1,NA,NA,NA,NA,0.03,1,11,1,12.5,1,16.4,1,NA,NA
"08:35:00 21/11/2019",10,1,402,1,NA,NA,NA,NA,5.9,1,7.3,1,0.005,1,0.35,1,0.004,1,NA,NA,NA,NA,0.032,1,6,1,8.3,1,21.4,1,NA,NA
"08:40:00 07/12/1998",NA,NA,NA,NA,95,1,8.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1,0.012,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:40:00 11/10/2010",16,1,239,1,NA,NA,NA,NA,8.4,1,7.2,1,0.003,1,0.31,1,0.003,1,NA,NA,NA,NA,0.023,1,10,1,11,1,16.8,1,NA,NA
"08:40:00 23/10/2006",18,65,NA,NA,NA,NA,NA,NA,8.6,65,6.9,65,0.005,65,1.4,65,0.04,65,NA,NA,NA,NA,0.12,65,27,65,NA,NA,15.6,65,NA,NA
"08:40:00 25/11/2008",70,65,98,65,NA,NA,NA,NA,5.8,65,6.3,65,0.003,65,0.56,65,0.45,65,NA,NA,NA,NA,0.05,65,23,65,50.4,65,12,65,NA,NA
"08:40:00 27/03/2019",24,1,1628,1,NA,NA,NA,NA,5.9,1,7.8,1,0.003,1,0.92,1,0.14,1,NA,NA,NA,NA,0.041,1,6,1,6.8,1,16.4,1,NA,NA
"08:40:00 27/05/1997",NA,NA,NA,NA,203,1,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,1,NA,NA,NA,NA,NA,NA,7,1
"08:40:00 27/10/2010",40,1,138,1,NA,NA,NA,NA,8.9,1,6.9,1,0.003,1,0.3,1,0.013,1,NA,NA,NA,NA,0.026,1,6,1,10.5,1,19.2,1,NA,NA
"08:45:00 14/02/2005",60,65,250,65,NA,NA,NA,NA,4.5,65,6.8,65,0.01,65,0.58,65,0.31,65,NA,NA,NA,NA,0.05,65,13,65,NA,NA,20.6,65,NA,NA
"08:45:00 18/12/2014",75,1,115,1,NA,NA,NA,NA,9.1,1,7.1,1,0.01,1,0.51,1,0.026,1,NA,NA,NA,NA,0.079,1,14,1,16.7,1,21.8,1,NA,NA
"08:45:00 24/04/2006",16,65,485,65,NA,NA,NA,NA,8.1,65,7.2,65,0.01,65,0.47,65,0.01,65,NA,NA,NA,NA,0.04,65,14,65,NA,NA,13,65,NA,NA
"08:45:00 27/12/2006",16,65,513,65,NA,NA,NA,NA,8.9,65,7.4,65,0.003,65,0.54,65,0.008,65,NA,NA,NA,NA,0.03,65,21,65,NA,NA,16.1,65,NA,NA
"08:45:00 28/07/1997",NA,NA,NA,NA,188,1,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,7.39,1
"08:46:00 14/08/2006",40,65,184,65,NA,NA,NA,NA,11.3,65,7.5,65,0.003,65,0.21,65,0.01,65,NA,NA,NA,NA,0.005,65,15,65,NA,NA,11,65,NA,NA
"08:48:00 28/12/1998",NA,NA,NA,NA,93,1,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,1,0.023,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:50:00 11/12/2006",80,65,454,65,NA,NA,NA,NA,5.9,65,7,65,0.006,65,0.44,65,0.02,65,NA,NA,NA,NA,0.04,65,1,65,NA,NA,21.4,65,NA,NA
"08:50:00 23/04/2013",12,1,582,1,NA,NA,NA,NA,8.1,1,7.3,1,0.006,1,0.39,1,0.046,1,NA,NA,NA,NA,0.023,1,12,1,14.2,1,15,1,NA,NA
"08:50:00 27/11/2006",16,65,406,65,NA,NA,NA,NA,6.2,65,7,65,0.007,65,0.76,65,0.07,65,NA,NA,NA,NA,0.07,65,14,65,NA,NA,20.1,65,NA,NA
"08:50:00 28/08/1997",NA,NA,NA,NA,133,1,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,1,NA,NA,NA,NA,NA,NA,7.23,1
"08:54:00 30/11/1998",NA,NA,NA,NA,84,1,8.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA
"08:55:00 11/10/2004",25,65,270,65,NA,NA,NA,NA,8.8,65,7.5,65,0.003,65,0.39,65,0.03,65,NA,NA,NA,NA,0.04,65,19,65,NA,NA,17.9,65,NA,NA
"09:00:00 01/12/2020",35,1,172,1,NA,NA,NA,NA,8.1,1,7.1,1,0.003,1,0.27,1,0.011,1,NA,NA,NA,NA,0.031,1,8,1,9.8,1,22.9,1,NA,NA
"09:00:00 18/02/2015",20,1,284,1,NA,NA,NA,NA,6.5,1,7.2,1,0.003,1,0.44,1,0.013,1,NA,NA,NA,NA,0.035,1,14,1,17.6,1,21.3,1,NA,NA
"09:00:00 23/07/2020",30,1,148,1,NA,NA,NA,NA,10.2,1,6.9,1,0.005,1,0.28,1,0.4,1,NA,NA,NA,NA,0.028,1,10,1,13,1,9.4,1,NA,NA
"09:00:00 23/12/2008",30,65,76,65,NA,NA,NA,NA,7.5,65,7.2,65,0.003,65,0.3,65,0.007,65,NA,NA,NA,NA,0.03,65,12,65,13.5,65,21.5,65,NA,NA
"09:05:00 06/11/2006",14,65,NA,NA,NA,NA,NA,NA,4.1,65,7.2,65,0.005,65,1.5,65,0.04,65,NA,NA,NA,NA,0.14,65,30,65,NA,NA,19.1,65,NA,NA
"09:05:00 23/01/2006",25,65,330,65,NA,NA,NA,NA,5.5,65,7,65,0.003,65,0.3,65,0.008,65,NA,NA,NA,NA,0.03,65,11,65,NA,NA,NA,NA,NA,NA
"09:05:00 28/02/2005",40,65,320,65,NA,NA,NA,NA,7.3,65,7.1,65,0.008,65,0.43,65,0.01,65,NA,NA,NA,NA,0.04,65,13,65,NA,NA,21.2,65,NA,NA
"09:10:00 15/03/2005",25,65,390,65,NA,NA,NA,NA,6.4,65,7.2,65,0.006,65,0.47,65,0.01,65,NA,NA,NA,NA,0.04,65,8,65,NA,NA,22.3,65,NA,NA
"09:10:00 19/02/2007",25,65,691,65,NA,NA,NA,NA,5.6,65,7.5,65,0.003,65,0.43,65,0.01,65,NA,NA,NA,NA,0.03,65,10,65,NA,NA,24.6,65,NA,NA
"09:10:00 20/08/2020",30,1,121.5,1,NA,NA,NA,NA,10.16,1,6.9,1,0.003,1,0.24,1,0.14,1,NA,NA,NA,NA,0.02,1,11,1,11.5,1,10.9,1,NA,NA
"09:10:00 26/07/1999",NA,NA,NA,NA,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,1,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:12:00 12/07/1999",NA,NA,NA,NA,120,1,8.07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1,0.012,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:13:00 28/12/2005",30,65,204,65,NA,NA,NA,NA,7.5,65,6.7,65,0.003,65,0.31,65,0.01,65,NA,NA,NA,NA,0.05,65,1,65,NA,NA,NA,NA,NA,NA
"09:14:00 28/11/2005",20,65,228,65,NA,NA,NA,NA,7.8,65,6.7,65,0.003,65,0.42,65,0.01,65,NA,NA,NA,NA,0.05,65,19,65,NA,NA,NA,NA,NA,NA
"09:15:00 19/07/1999",NA,NA,NA,NA,107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1,0.014,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:15:00 20/02/2020",50,1,133.8,1,NA,NA,NA,NA,6.9,1,6.7,1,0.015,1,0.43,1,0.33,1,NA,NA,NA,NA,0.038,1,6,1,14.6,1,18.3,1,NA,NA
"09:15:00 21/12/2004",50,65,140,65,NA,NA,NA,NA,7.8,65,7.3,65,0.007,65,0.39,65,0.01,65,NA,NA,NA,NA,0.05,65,14,65,NA,NA,20.3,65,NA,NA
"09:15:00 27/02/2006",30,65,426,65,NA,NA,NA,NA,5.4,65,7,65,0.003,65,0.64,65,0.009,65,NA,NA,NA,NA,0.04,65,11,65,NA,NA,21.5,65,NA,NA
"09:16:00 21/09/2016",28,1,222,1,NA,NA,NA,NA,8.7,1,7.1,1,0.012,1,0.3,1,0.19,1,NA,NA,NA,NA,0.02,1,8,1,11,1,14.9,1,NA,NA
"09:18:00 03/08/2015",20,1,125,1,NA,NA,NA,NA,10.8,1,6.7,1,0.003,1,0.14,1,0.12,1,NA,NA,NA,NA,0.011,1,7,1,10.2,1,9.3,1,NA,NA
"09:18:00 10/05/1999",NA,NA,NA,NA,107,1,9.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.014,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:18:00 21/03/2007",18,65,589,65,NA,NA,NA,NA,4.9,65,7,65,0.003,65,0.68,65,0.03,65,NA,NA,NA,NA,0.06,65,16,65,22.5,65,20.8,65,NA,NA
"09:20:00 03/11/2004",18,65,340,65,NA,NA,NA,NA,8.2,65,NA,NA,0.003,65,0.74,65,0.07,65,NA,NA,NA,NA,0.07,65,33,65,NA,NA,16.9,65,NA,NA
"09:20:00 07/02/2005",80,65,170,65,NA,NA,NA,NA,6.5,65,6.7,65,0.008,65,0.65,65,0.27,65,NA,NA,NA,NA,0.07,65,19,65,NA,NA,19,65,NA,NA
"09:20:00 12/04/1999",NA,NA,NA,NA,121,1,8.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,1,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:20:00 13/11/2006",14,65,NA,NA,NA,NA,NA,NA,5.8,65,6.9,65,0.003,65,0.44,65,0.05,65,NA,NA,NA,NA,0.03,65,19,65,NA,NA,18.3,65,NA,NA
"09:20:00 14/03/2006",25,65,460,65,NA,NA,NA,NA,5.5,65,7.4,65,0.003,65,0.43,65,0.01,65,NA,NA,NA,NA,0.02,65,9,65,NA,NA,21,65,NA,NA
"09:20:00 16/11/2016",40,1,220,1,NA,NA,NA,NA,8.1,1,7.1,1,0.003,1,0.24,1,0.046,1,NA,NA,NA,NA,0.016,1,8,1,13.6,1,19,1,NA,NA
"09:20:00 21/11/2005",30,65,237,65,NA,NA,NA,NA,7.6,65,7.1,65,0.003,65,0.38,65,0.01,65,NA,NA,NA,NA,0.04,65,20,65,NA,NA,NA,NA,NA,NA
"09:20:00 22/10/2014",16,1,132,1,NA,NA,NA,NA,9.1,1,6.9,1,0.003,1,0.21,1,0.006,1,NA,NA,NA,NA,0.016,1,6,1,10.3,1,19.5,1,NA,NA
"09:20:00 23/12/2009",30,1,198.7,1,NA,NA,NA,NA,7,1,7.4,1,0.003,1,0.2,1,0.003,1,NA,NA,NA,NA,0.012,1,12,1,13,1,24.3,1,NA,NA
"09:20:00 25/09/2006",30,65,145,65,NA,NA,NA,NA,9.3,65,6.7,65,0.003,65,0.28,65,0.01,65,NA,NA,NA,NA,0.01,65,7,65,NA,NA,14.1,65,NA,NA
"09:20:00 26/02/2007",25,65,673,65,NA,NA,NA,NA,7.1,65,7.1,65,0.003,65,0.87,65,0.009,65,NA,NA,NA,NA,0.06,65,14,65,NA,NA,22.9,65,NA,NA
"09:20:00 27/03/2006",20,65,434,65,NA,NA,NA,NA,5.5,65,6.9,65,0.005,65,0.13,65,0.01,65,NA,NA,NA,NA,0.02,65,8,65,NA,NA,20.1,65,NA,NA
"09:20:00 29/01/2007",18,65,643,65,NA,NA,NA,NA,10.8,65,7.6,65,0.003,65,0.41,65,0.005,65,NA,NA,NA,NA,0.02,65,3,65,NA,NA,18.8,65,NA,NA
"09:20:00 29/12/2004",50,65,190,65,NA,NA,NA,NA,7.9,65,7.3,65,0.003,65,0.46,65,0.01,65,NA,NA,NA,NA,0.05,65,19,65,NA,NA,18.9,65,NA,NA
"09:21:00 16/05/1999",NA,NA,NA,NA,99,1,10.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:22:00 05/07/1999",NA,NA,NA,NA,110,1,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,1,0.016,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:22:00 31/05/1999",NA,NA,NA,NA,111,1,9.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,0.019,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:24:00 21/02/1999",NA,NA,NA,NA,109,1,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,1,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA
