"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"10:50:00 04/03/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,334,1,NA,NA,0.002,1,7.9,1,7.1,1,0.004,1,NA,NA,NA,NA,0.43,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,1,48,1,39,1,21,1,0.009,1,NA,NA
"10:50:00 06/05/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,345,1,NA,NA,0.002,1,9.6,1,7,1,0.003,1,NA,NA,NA,NA,0.49,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,1,32,1,28,1,12,1,0.032,1,NA,NA
"10:50:00 09/09/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,221,1,NA,NA,0.001,1,9.9,1,6.99,1,0.005,1,NA,NA,NA,NA,0.36,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1,46,1,40,1,12.8,1,0.005,1,NA,NA
"10:50:00 26/04/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,35,65,412,65,NA,NA,0.004,65,8.7,65,6.7,65,0.005,65,NA,NA,NA,NA,0.3,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,38,65,37.3,65,15.5,65,0.007,65,NA,NA
"10:55:00 05/03/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.006,1,180,1,267,1,NA,NA,0.005,1,6.4,1,6.8,1,0.11,1,NA,NA,NA,NA,1.8,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.005,1,0.29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,1,95,1,147,1,19,1,0.014,1,NA,NA
"11:00:00 01/07/2008",NA,NA,0.001,65,3e-04,65,NA,NA,NA,NA,0.002,65,35,65,334,65,NA,NA,0.007,65,10,65,7,65,0.002,65,NA,NA,NA,NA,0.48,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,25,65,32,65,9.5,65,0.02,65,NA,NA
"11:00:00 02/06/2003",0.05,65,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,25,65,330,65,NA,NA,0.002,65,10.3,65,7.7,65,0.003,65,NA,NA,NA,NA,0.49,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,18,65,NA,NA,10.5,65,0.007,65,NA,NA
"11:00:00 04/07/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,360,1,NA,NA,0.002,1,10.4,1,7.1,1,0.011,1,NA,NA,NA,NA,0.56,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,1,36,1,44,1,9,1,0.007,1,NA,NA
"11:00:00 04/09/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,40,1,409,1,NA,NA,0.003,1,9.6,1,6.9,1,0.011,1,NA,NA,NA,NA,0.48,1,0.004,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1,30,1,30,1,10.5,1,0.015,1,NA,NA
"11:00:00 06/09/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,311,1,NA,NA,0.002,1,9.7,1,7.3,1,0.016,1,NA,NA,NA,NA,0.41,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,1,46,1,35,1,9,1,0.007,1,NA,NA
"11:00:00 06/11/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,60,1,245,1,NA,NA,0.002,1,9.2,1,7.1,1,0.008,1,NA,NA,NA,NA,0.66,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,1,50,1,51,1,16.5,1,0.006,1,NA,NA
"11:00:00 07/04/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,35,1,NA,NA,NA,NA,0.005,1,NA,NA,NA,NA,0.004,1,NA,NA,NA,NA,0.53,1,0.004,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,1,47,1,NA,NA,NA,NA,0.023,1,NA,NA
"11:00:00 08/04/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,330,65,NA,NA,NA,NA,9.2,65,NA,NA,0.01,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,27,65,18,65,16,65,NA,NA,NA,NA
"11:00:00 08/10/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.006,1,36,1,285,1,NA,NA,0.006,1,8.8,1,7,1,0.006,1,NA,NA,NA,NA,0.38,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,1,44,1,33,1,16.5,1,0.007,1,NA,NA
"11:00:00 09/02/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,330,1,NA,NA,0.002,1,7.5,1,6.9,1,0.019,1,NA,NA,NA,NA,0.65,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,1,NA,NA,28,1,23.5,1,0.014,1,NA,NA
"11:00:00 10/07/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,72,1,243,1,NA,NA,0.003,1,10.2,1,7,1,0.015,1,NA,NA,NA,NA,0.83,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,48,1,75,1,8,1,0.013,1,NA,NA
"11:00:00 10/12/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,215,1,NA,NA,0.002,1,8.5,1,7.3,1,0.005,1,NA,NA,NA,NA,0.53,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1,49,1,55,1,17.5,1,0.007,1,NA,NA
"11:00:00 11/07/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,36,1,520,1,NA,NA,0.002,1,10.2,1,7.1,1,0.006,1,NA,NA,NA,NA,0.73,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,1,25,1,25,1,8.5,1,0.005,1,NA,NA
"11:00:00 12/08/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,65,220,65,NA,NA,NA,NA,11,65,6.9,65,0.006,65,NA,NA,NA,NA,1.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,65,82,65,43,65,9,65,NA,NA,NA,NA
"11:10:00 03/07/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,608,1,NA,NA,0.002,1,10.6,1,7.6,1,0.01,1,NA,NA,NA,NA,0.79,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,1,28,1,31,1,7,1,0.004,1,NA,NA
"11:10:00 06/12/2010",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,86,1,335,1,NA,NA,0.004,1,7.3,1,7.1,1,0.014,1,NA,NA,NA,NA,0.89,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,69,1,78,1,20,1,0.011,1,NA,NA
"11:10:00 11/06/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,35,1,493,1,NA,NA,0.002,1,10.11,1,7.57,1,0.007,1,NA,NA,NA,NA,0.77,1,0.006,1,NA,NA,NA,NA,1e-04,1,0.002,1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,1,30,1,26,1,11.3,1,0.006,1,NA,NA
"11:10:00 20/07/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,430,65,NA,NA,NA,NA,10,65,7.8,65,0.01,65,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,22,65,15,65,11,65,NA,NA,NA,NA
"11:14:00 08/01/2009",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,60,65,302,65,NA,NA,0.001,65,9.4,65,7.3,65,0.003,65,NA,NA,NA,NA,0.66,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.001,65,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,44,65,30.6,65,19.9,65,0.003,65,NA,NA
"11:15:00 01/08/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,492,1,NA,NA,0.002,1,10.1,1,7.5,1,0.013,1,NA,NA,NA,NA,1.4,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1,42,1,36,1,10,1,0.003,1,NA,NA
"11:15:00 09/05/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,60,1,350,1,NA,NA,0.002,1,9,1,7.2,1,0.009,1,NA,NA,NA,NA,0.62,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,1,53,1,62,1,12.5,1,0.007,1,NA,NA
"11:15:00 10/08/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,80,1,277,1,NA,NA,0.004,1,11.4,1,6.9,1,0.018,1,NA,NA,NA,NA,0.91,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,47,1,67,1,10,1,0.018,1,NA,NA
"11:20:00 06/03/1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,65,NA,NA,NA,NA,8.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,65,23,65,NA,NA,NA,NA
"11:20:00 09/05/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,32,1,291,1,NA,NA,0.002,1,8.9,1,7.2,1,0.01,1,NA,NA,NA,NA,0.29,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,1,48,1,39,1,14,1,0.006,1,NA,NA
"11:20:00 13/03/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,377,1,NA,NA,0.001,1,8.4,1,7.3,1,0.008,1,NA,NA,NA,NA,0.51,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1,37,1,33,1,19.5,1,0.002,1,NA,NA
"11:20:00 13/06/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,32,1,475,1,NA,NA,0.006,1,9.9,1,6.9,1,0.019,1,NA,NA,NA,NA,0.52,1,0.004,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,1,25,1,24,1,10,1,0.027,1,NA,NA
"11:25:00 09/04/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,32,1,310,1,NA,NA,0.003,1,8.7,1,7.3,1,0.01,1,NA,NA,NA,NA,0.59,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,1,43,1,38,1,18,1,0.008,1,NA,NA
"11:25:00 27/06/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.192,1,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1
"11:30:00 01/11/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,50,1,290,1,NA,NA,0.003,1,9.3,1,7,1,0.008,1,NA,NA,NA,NA,0.6,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1,62,1,67,1,17,1,0.012,1,NA,NA
"11:30:00 02/09/2010",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,420,1,NA,NA,0.003,1,10,1,7.3,1,0.013,1,NA,NA,NA,NA,0.81,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,1,44,1,56,1,11,1,0.016,1,NA,NA
"11:30:00 02/10/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,55,1,305,1,NA,NA,0.002,1,9.8,1,6.9,1,0.009,1,NA,NA,NA,NA,0.56,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1,44,1,35,1,15,1,0.007,1,NA,NA
"11:30:00 04/06/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,335,1,NA,NA,0.002,1,10.24,1,7.24,1,0.007,1,NA,NA,NA,NA,0.54,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,1,34,1,30,1,11.1,1,0.01,1,NA,NA
"11:30:00 04/10/2010",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,365,1,NA,NA,0.002,1,9.2,1,7.1,1,0.021,1,NA,NA,NA,NA,0.54,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,40,1,41,1,15.5,1,0.008,1,NA,NA
"11:30:00 05/09/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.005,1,60,1,327,1,NA,NA,0.003,1,9.2,1,7.2,1,0.009,1,NA,NA,NA,NA,0.79,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,62,1,75,1,15.5,1,0.014,1,NA,NA
"11:30:00 05/09/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,64,1,388,1,NA,NA,0.004,1,9.4,1,7,1,0.022,1,NA,NA,NA,NA,0.77,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,67,1,13,1,0.014,1,NA,NA
"11:30:00 06/04/2011",NA,NA,0.001,1,0.0013,1,NA,NA,NA,NA,0.003,1,70,1,420,1,NA,NA,0.003,1,7.9,1,7.1,1,0.009,1,NA,NA,NA,NA,0.83,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,54,1,62,1,15,1,0.008,1,NA,NA
"11:30:00 07/05/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,330,1,NA,NA,0.002,1,9.6,1,7,1,0.003,1,NA,NA,NA,NA,0.37,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,1,43,1,35,1,12.5,1,0.006,1,NA,NA
"11:30:00 09/01/1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,65,270,65,NA,NA,NA,NA,9.2,65,6.8,65,0.003,65,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,110,65,31,65,20.5,65,NA,NA,NA,NA
"11:30:00 11/03/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,45,1,349,1,NA,NA,0.001,1,9.4,1,7,1,0.003,1,NA,NA,NA,NA,0.94,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,70,1,50,1,20.5,1,0.005,1,NA,NA
"11:40:00 01/10/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,80,1,265,1,NA,NA,0.004,1,9.5,1,7.3,1,0.014,1,NA,NA,NA,NA,1.1,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,99,1,152,1,12.5,1,0.012,1,NA,NA
"11:40:00 05/07/2010",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,575,1,NA,NA,0.004,1,10.1,1,7.3,1,0.007,1,NA,NA,NA,NA,0.61,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,1,37,1,37,1,9,1,0.008,1,NA,NA
"11:40:00 06/08/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,300,1,NA,NA,NA,NA,10.2,1,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1,9,1,NA,NA,NA,NA
"11:40:00 06/11/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,65,381,65,NA,NA,NA,NA,8.2,65,7.4,65,0.01,65,NA,NA,NA,NA,0.63,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,48,65,41,65,18,65,NA,NA,NA,NA
"11:40:00 07/11/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,45,1,325,1,NA,NA,0.002,1,8.44,1,7.28,1,0.005,1,NA,NA,NA,NA,0.64,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,70,1,45,1,17,1,0.011,1,NA,NA
"11:45:00 01/09/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,45,1,300,1,NA,NA,0.003,1,9.5,1,7.3,1,0.01,1,NA,NA,NA,NA,0.6,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,52,1,55,1,12,1,0.014,1,NA,NA
"11:45:00 02/06/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,80,1,418,1,NA,NA,0.002,1,9.6,1,7.2,1,0.01,1,NA,NA,NA,NA,1.1,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,1,52,1,71,1,11.5,1,0.006,1,NA,NA
"11:45:00 10/01/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,270,65,NA,NA,NA,NA,9,65,7.2,65,0.01,65,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,78,65,34,65,16,65,NA,NA,NA,NA
"11:45:00 17/05/2007",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,40,65,366,65,NA,NA,0.002,65,8.6,65,7.2,65,0.005,65,NA,NA,NA,NA,0.37,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.001,65,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,20,65,35,65,15.5,65,0.004,65,NA,NA
"11:50:00 01/02/2005",NA,NA,0.002,65,2e-04,65,NA,NA,NA,NA,0.003,65,60,65,390,65,NA,NA,0.003,65,7,65,7.4,65,0.05,65,NA,NA,NA,NA,0.85,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.003,65,0.35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,65,43,65,52,65,24.6,65,0.009,65,NA,NA
"11:50:00 01/09/2008",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,40,65,492,65,NA,NA,0.004,65,9.5,65,7.1,65,0.003,65,NA,NA,NA,NA,0.64,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.88,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,27,65,33,65,12,65,0.007,65,NA,NA
"11:50:00 02/05/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,32,1,448,1,NA,NA,0.003,1,8.92,1,7.49,1,0.003,1,NA,NA,NA,NA,0.57,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1,30,1,19.1,1,16,1,0.005,1,NA,NA
"11:50:00 02/06/2009",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,30,65,362,65,NA,NA,0.002,65,9.1,65,7.3,65,0.003,65,NA,NA,NA,NA,0.5,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,22,65,16.4,65,11,65,0.005,65,NA,NA
"11:50:00 03/05/2010",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,42,1,365.2,1,NA,NA,0.003,1,9.4,1,7,1,0.005,1,NA,NA,NA,NA,0.4,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,1,40,1,46,1,13.5,1,0.008,1,NA,NA
"11:50:00 06/08/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.006,1,75,1,NA,NA,NA,NA,0.003,1,NA,NA,NA,NA,0.011,1,NA,NA,NA,NA,1,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,1,60,1,NA,NA,NA,NA,0.009,1,NA,NA
"11:50:00 29/07/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,65,390,65,NA,NA,NA,NA,11.2,65,6.9,65,0.004,65,NA,NA,NA,NA,0.57,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,18,65,9.1,65,9.5,65,NA,NA,NA,NA
