"Date","AmmoniaasN","AmmoniaasN_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"09:20:00 15/12/2011",NA,NA,60,1,237,1,NA,NA,NA,NA,7.9,1,6.9,1,0.013,1,0.65,1,0.48,1,NA,NA,0.092,1,45,1,48,1,19,1,NA,NA
"09:21:00 29/05/2000",NA,NA,NA,NA,NA,NA,368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1,0.065,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:30:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:35:00 28/04/2008",NA,NA,35,65,356,65,NA,NA,NA,NA,8.6,65,7.6,65,0.003,65,0.63,65,0.17,65,NA,NA,0.04,65,13,65,14.9,65,12.4,65,NA,NA
"09:36:00 09/09/2002",NA,NA,NA,NA,NA,NA,342,1,11.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.055,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:40:00 13/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:50:00 22/03/2004",NA,NA,NA,NA,NA,NA,260,1,8.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1,0.045,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:00:00 02/07/2001",NA,NA,NA,NA,NA,NA,350,1,11.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:00:00 09/08/2011",NA,NA,50,1,290,1,NA,NA,NA,NA,11,1,7.1,1,0.008,1,0.57,1,0.73,1,NA,NA,0.077,1,48,1,68,1,10.5,1,NA,NA
"10:00:00 12/01/2004",NA,NA,80,65,320,65,NA,NA,NA,NA,NA,NA,7.5,65,0.005,65,0.48,65,0.2,65,NA,NA,0.05,65,28,65,NA,NA,20.2,65,NA,NA
"10:00:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:00:00 13/02/2013",NA,NA,50,1,293,1,NA,NA,NA,NA,8.3,1,6.9,1,0.003,1,0.5,1,0.083,1,NA,NA,0.05,1,18,1,20,1,21.5,1,NA,NA
"10:00:00 14/03/2013",NA,NA,50,1,303,1,NA,NA,NA,NA,7.9,1,6.9,1,0.016,1,0.62,1,0.14,1,NA,NA,0.065,1,29,1,31,1,21,1,NA,NA
"10:00:00 16/12/2010",NA,NA,140,1,425,1,NA,NA,NA,NA,7,1,7.1,1,0.011,1,0.98,1,0.59,1,NA,NA,0.18,1,46,1,52,1,19,1,NA,NA
"10:00:00 19/09/2007",NA,NA,50,65,259,65,NA,NA,NA,NA,10.1,65,6.6,65,0.003,65,0.7,65,0.48,65,NA,NA,0.07,65,33,65,40.5,65,12,65,NA,NA
"10:01:00 12/01/2004",NA,NA,NA,NA,NA,NA,291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,1,0.06,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:05:00 08/08/2007",NA,NA,70,65,305,65,NA,NA,NA,NA,10.9,65,6.9,65,0.007,65,0.61,65,1.1,65,NA,NA,0.07,65,40,65,63.9,65,10.1,65,NA,NA
"10:05:00 14/01/2009",NA,NA,48,65,240,65,NA,NA,NA,NA,7.3,65,7.3,65,0.007,65,0.76,65,0.11,65,NA,NA,0.09,65,31,65,31.8,65,23.6,65,NA,NA
"10:10:00 14/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:10:00 19/02/1997",NA,NA,NA,NA,NA,NA,220,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,7.48,1
"10:15:00 13/10/2011",NA,NA,56,1,276,1,NA,NA,NA,NA,8.9,1,7.3,1,0.029,1,0.73,1,0.65,1,NA,NA,0.11,1,46,1,54.9,1,13.8,1,NA,NA
"10:15:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:20:00 17/04/2012",NA,NA,48,1,300,1,NA,NA,NA,NA,8.9,1,7.1,1,0.003,1,0.51,1,0.26,1,NA,NA,0.06,1,20,1,29,1,16.5,1,NA,NA
"10:20:00 24/08/2009",NA,NA,40,1,280.8,1,NA,NA,NA,NA,9.1,1,7.3,1,0.006,1,0.24,1,0.585,1,NA,NA,0.044,1,16,1,22,1,11.8,1,NA,NA
"10:20:00 29/07/2003",NA,NA,NA,NA,NA,NA,325,1,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1,0.098,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:25:00 08/12/2006",NA,NA,35,65,406,65,NA,NA,NA,NA,8.9,65,6.9,65,0.005,65,0.52,65,0.2,65,NA,NA,0.04,65,37,65,27,65,20,65,NA,NA
"10:25:00 11/08/2003",0.06,65,50,65,350,65,NA,NA,NA,NA,11.5,65,7.3,65,0.006,65,0.83,65,1.1,65,NA,NA,0.07,65,28,65,NA,NA,8,65,NA,NA
"10:25:00 22/09/2003",NA,NA,NA,NA,NA,NA,242,1,9.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.077,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:26:00 11/08/2003",NA,NA,NA,NA,NA,NA,237,1,11.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.077,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:30:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.34,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:30:00 14/03/2012",NA,NA,60,1,248,1,NA,NA,NA,NA,8.6,1,7,1,0.003,1,0.63,1,0.43,1,NA,NA,0.075,1,37,1,42,1,20,1,NA,NA
"10:30:00 16/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:30:00 23/02/2004",NA,NA,NA,NA,NA,NA,297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,1,0.06,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:35:00 09/07/2001",NA,NA,NA,NA,NA,NA,365,1,10.97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:35:00 15/02/2006",NA,NA,50,65,236,65,NA,NA,NA,NA,7.8,65,7.3,65,0.003,65,0.32,65,0.03,65,NA,NA,0.04,65,23,65,26,65,19.8,65,NA,NA
"10:35:00 25/01/2006",NA,NA,40,65,250,65,NA,NA,NA,NA,13.3,65,6.8,65,0.003,65,0.36,65,0.06,65,NA,NA,0.05,65,36,65,39,65,NA,NA,NA,NA
"10:36:00 12/07/2007",NA,NA,70,65,303,65,NA,NA,NA,NA,10,65,7.1,65,0.009,65,0.8,65,1.7,65,NA,NA,0.06,65,26,65,40.5,65,9.1,65,NA,NA
"10:37:00 07/04/2003",0.01,65,25,65,330,65,NA,NA,NA,NA,9.9,65,7.1,65,0.007,65,0.41,65,0.08,65,NA,NA,0.04,65,18,65,7.8,65,16.5,65,NA,NA
"10:38:00 07/04/2003",NA,NA,NA,NA,NA,NA,272,1,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,0.041,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:40:00 18/05/2009",NA,NA,28,65,341,65,NA,NA,NA,NA,8.6,65,7.6,65,0.003,65,0.48,65,0.2,65,NA,NA,0.04,65,17,65,15.2,65,11,65,NA,NA
"10:40:00 19/06/2007",NA,NA,40,65,376,65,NA,NA,NA,NA,10.7,65,7.2,65,0.003,65,0.44,65,0.36,65,NA,NA,0.02,65,10,65,15,65,9.3,65,NA,NA
"10:45:00 09/03/2004",NA,NA,30,65,290,65,NA,NA,NA,NA,8.1,65,6.6,65,0.003,65,0.42,65,0.12,65,NA,NA,0.05,65,20,65,25,65,20.1,65,NA,NA
"10:45:00 13/01/2010",NA,NA,47,1,312.9,1,NA,NA,NA,NA,7.3,1,6.8,1,0.008,1,0.47,1,0.084,1,NA,NA,0.054,1,24,1,26,1,22,1,NA,NA
"10:45:00 16/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:45:00 17/01/2007",NA,NA,30,65,264,65,NA,NA,NA,NA,6.5,65,6.7,65,0.005,65,0.43,65,0.11,65,NA,NA,0.04,65,23,65,25,65,24.6,65,NA,NA
"10:45:00 24/11/2009",NA,NA,35,1,359.1,1,NA,NA,NA,NA,7.9,1,7.3,1,0.007,1,0.25,1,0.474,1,NA,NA,0.032,1,24,1,27,1,19.3,1,NA,NA
"10:45:00 26/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:46:00 09/03/2004",NA,NA,NA,NA,NA,NA,257,1,8.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,1,0.052,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:50:00 28/01/1997",NA,NA,NA,NA,NA,NA,250,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1
"10:55:00 11/06/2009",NA,NA,30,65,362,65,NA,NA,NA,NA,10.7,65,6.7,65,0.003,65,0.54,65,0.22,65,NA,NA,0.04,65,18,65,21,65,9.5,65,NA,NA
"10:55:00 12/02/1997",NA,NA,NA,NA,NA,NA,250,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,1,NA,NA,NA,NA,NA,NA,7.37,1
"10:55:00 30/06/2003",NA,NA,NA,NA,NA,NA,240,1,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1,0.048,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:55:00 30/06/2008",NA,NA,35,65,221,65,NA,NA,NA,NA,10.4,65,6.4,65,0.005,65,0.47,65,0.48,65,NA,NA,0.04,65,20,65,26.5,65,10.3,65,NA,NA
"10:58:00 13/11/2000",NA,NA,NA,NA,NA,NA,241,1,9.08,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:00:00 03/06/1997",NA,NA,NA,NA,NA,NA,220,1,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,1,NA,NA,NA,NA,NA,NA,6.77,1
"11:00:00 05/05/2000",NA,NA,NA,NA,NA,NA,256,1,9.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:00:00 06/05/2000",NA,NA,NA,NA,NA,NA,288,1,9.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:00:00 13/08/2012",NA,NA,100,1,252,1,NA,NA,NA,NA,10.8,1,7.4,1,0.016,1,1.3,1,0.72,1,NA,NA,0.17,1,73,1,108,1,10.5,1,NA,NA
"11:00:00 14/07/2003",0.04,65,30,65,310,65,NA,NA,NA,NA,10.4,65,7.4,65,0.005,65,0.43,65,0.48,65,NA,NA,0.02,65,11,65,NA,NA,8.9,65,NA,NA
"11:01:00 14/07/2003",NA,NA,NA,NA,NA,NA,211,1,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,1,0.058,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:08:00 22/04/2003",NA,NA,NA,NA,NA,NA,244,1,8.88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,1,0.042,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:10:00 16/03/2006",NA,NA,45,65,322,65,NA,NA,NA,NA,8.2,65,7,65,0.006,65,0.34,65,0.07,65,NA,NA,0.03,65,35,65,40,65,20,65,NA,NA
"11:15:00 05/01/2005",NA,NA,40,65,340,65,NA,NA,NA,NA,7.7,65,7.3,65,0.003,65,0.53,65,0.34,65,NA,NA,0.05,65,19,65,23,65,20,65,NA,NA
"11:15:00 09/02/2004",NA,NA,35,65,340,65,NA,NA,NA,NA,8.7,65,7.2,65,0.004,65,0.49,65,0.14,65,NA,NA,0.05,65,24,65,27,65,21.7,65,NA,NA
"11:15:00 12/09/2012",NA,NA,80,1,250,1,NA,NA,NA,NA,10,1,7.3,1,0.02,1,1.2,1,0.73,1,NA,NA,0.18,1,57,1,113,1,13,1,NA,NA
"11:15:00 14/04/2010",NA,NA,42,1,287.1,1,NA,NA,NA,NA,9,1,6.6,1,0.001,1,0.34,1,0.212,1,NA,NA,0.067,1,33,1,34,1,15.5,1,NA,NA
"11:15:00 15/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:15:00 18/10/2004",NA,NA,NA,NA,NA,NA,258,1,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:15:00 26/07/2004",NA,NA,NA,NA,NA,NA,236,1,11.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:15:00 28/06/2004",NA,NA,NA,NA,NA,NA,224,1,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,1,0.084,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:16:00 09/02/2004",NA,NA,NA,NA,NA,NA,317,1,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,1,0.062,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:20:00 19/04/2004",NA,NA,NA,NA,NA,NA,305,1,9.18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0.04,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:20:00 23/08/2004",NA,NA,NA,NA,NA,NA,228,1,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.075,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:25:00 14/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:25:00 31/05/2004",NA,NA,NA,NA,NA,NA,218,1,12.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11:30:00 04/06/1997",NA,NA,NA,NA,NA,NA,220,1,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,1,NA,NA,NA,NA,NA,NA,6.69,1
"11:30:00 08/12/1998",NA,NA,NA,NA,NA,NA,264,1,8.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1,0.073,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:30:00 13/07/2011",NA,NA,80,1,300,1,NA,NA,NA,NA,10.3,1,7.3,1,0.022,1,0.85,1,0.92,1,NA,NA,0.12,1,40,1,78,1,9,1,NA,NA
"11:30:00 20/09/2004",NA,NA,NA,NA,NA,NA,296,1,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.097,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:33:00 05/05/2003",0.02,65,30,65,250,65,NA,NA,NA,NA,9.4,65,7.3,65,0.003,65,0.4,65,0.26,65,NA,NA,0.03,65,15,65,7,65,12.4,65,NA,NA
"11:34:00 05/05/2003",NA,NA,NA,NA,NA,NA,188,1,9.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,1,0.04,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:35:00 03/03/2005",NA,NA,45,65,308,65,NA,NA,NA,NA,8.3,65,7.1,65,0.01,65,0.46,65,0.11,65,NA,NA,0.05,65,22,65,25,65,20.6,65,NA,NA
"11:35:00 04/10/2004",NA,NA,100,65,380,65,NA,NA,NA,NA,NA,NA,6.8,65,0.01,65,0.98,65,0.67,65,NA,NA,0.11,65,30,65,40,65,14.9,65,NA,NA
"11:35:00 13/04/2005",NA,NA,50,65,330,65,NA,NA,NA,NA,9.7,65,6.9,65,0.005,65,0.5,65,0.15,65,NA,NA,0.04,65,20,65,21,65,NA,NA,NA,NA
"11:40:00 01/12/2003",NA,NA,60,65,320,65,NA,NA,NA,NA,8.6,65,7.5,65,0.003,65,0.7,65,0.31,65,NA,NA,0.07,65,22,65,NA,NA,19.5,65,NA,NA
"11:40:00 11/05/2010",NA,NA,35,1,499.2,1,NA,NA,NA,NA,9.6,1,6.9,1,0.007,1,0.42,1,0.191,1,NA,NA,0.046,1,20,1,35,1,12.5,1,NA,NA
"11:40:00 26/04/2007",NA,NA,35,65,325,65,NA,NA,NA,NA,8.6,65,6.8,65,0.007,65,0.33,65,0.15,65,NA,NA,0.03,65,19,65,27.7,65,16.6,65,NA,NA
"11:41:00 01/12/2003",NA,NA,NA,NA,NA,NA,287,1,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,1,0.07,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:45:00 02/06/2003",0.08,65,30,65,320,65,NA,NA,NA,NA,9.1,65,7.1,65,0.007,65,0.5,65,0.42,65,NA,NA,0.03,65,12,65,NA,NA,10.3,65,NA,NA
"11:45:00 06/10/2003",NA,NA,90,65,310,65,NA,NA,NA,NA,9.4,65,7,65,0.008,65,0.89,65,0.91,65,NA,NA,0.09,65,24,65,NA,NA,12.8,65,NA,NA
"11:45:00 08/04/2009",NA,NA,30,65,350,65,NA,NA,NA,NA,9.2,65,7,65,0.003,65,0.51,65,0.21,65,NA,NA,0.06,65,28,65,30,65,16,65,NA,NA
"11:45:00 08/11/2006",NA,NA,30,65,NA,NA,NA,NA,NA,NA,8.8,65,7.5,65,0.004,65,0.37,65,0.17,65,NA,NA,0.03,65,31,65,32,65,17,65,NA,NA
"11:45:00 12/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1,0.56,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:45:00 24/06/1997",NA,NA,NA,NA,NA,NA,292,1,8.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,1,NA,NA,NA,NA,NA,NA,6.87,1
"11:46:00 02/06/2003",NA,NA,NA,NA,NA,NA,228,1,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1,0.049,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:46:00 06/10/2003",NA,NA,NA,NA,NA,NA,235,1,9.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.083,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:50:00 06/09/2004",NA,NA,50,65,380,65,NA,NA,NA,NA,8.9,65,7.3,65,0.01,65,0.96,65,0.75,65,NA,NA,0.08,65,23,65,32,65,12.9,65,NA,NA
"11:50:00 16/06/2011",NA,NA,70,1,325,1,NA,NA,NA,NA,9.8,1,7.1,1,0.008,1,0.76,1,0.79,1,NA,NA,0.085,1,23,1,50,1,10,1,NA,NA
"11:51:00 06/09/2004",NA,NA,NA,NA,NA,NA,288,1,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:54:00 07/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:55:00 09/04/1997",NA,NA,NA,NA,NA,NA,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1,NA,NA,NA,NA,NA,NA,7.39,1
"11:55:00 13/12/2004",NA,NA,60,65,210,65,NA,NA,NA,NA,7.6,65,6.2,65,0.008,65,0.63,65,0.65,65,NA,NA,0.06,65,44,65,48,65,20.5,65,NA,NA
"12:00:00 12/01/2012",NA,NA,70,1,215,1,NA,NA,NA,NA,7.6,1,7.3,1,0.009,1,0.66,1,0.2,1,NA,NA,0.089,1,38,1,47,1,18.5,1,NA,NA
"12:00:00 20/10/2003",NA,NA,NA,NA,NA,NA,310,1,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.072,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:00:00 27/09/2010",NA,NA,40,1,385,1,NA,NA,NA,NA,9,1,6.6,1,0.006,1,0.54,1,0.69,1,NA,NA,0.074,1,35,1,44,1,15.5,1,NA,NA
"12:05:00 08/07/2008",NA,NA,36,65,382,65,NA,NA,NA,NA,10.5,65,6.7,65,0.003,65,0.69,65,1.3,65,NA,NA,0.03,65,11,65,22.9,65,8.3,65,NA,NA
"12:15:00 03/11/2005",NA,NA,50,65,333,65,NA,NA,NA,NA,7.5,65,6.9,65,0.003,65,0.47,65,0.32,65,NA,NA,0.05,65,24,65,26,65,NA,NA,NA,NA
"12:15:00 13/04/2011",NA,NA,120,1,240,1,NA,NA,NA,NA,8.7,1,7,1,0.02,1,1.2,1,0.53,1,NA,NA,0.18,1,90,1,171,1,15,1,NA,NA
"12:15:00 13/11/2007",NA,NA,65,65,363,65,NA,NA,NA,NA,7.5,65,6.8,65,0.006,65,0.71,65,0.7,65,NA,NA,0.11,65,54,65,51.1,65,19.9,65,NA,NA
"12:15:00 17/05/2004",NA,NA,NA,NA,NA,NA,256,1,10.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.038,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:15:00 24/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:17:00 06/11/2000",NA,NA,NA,NA,NA,NA,352,1,8.98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.092,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:20:00 05/11/2003",NA,NA,120,65,6,65,NA,NA,NA,NA,8.7,65,7.6,65,0.01,65,1.2,65,0.69,65,NA,NA,0.14,65,31,65,NA,NA,18.7,65,NA,NA
"12:20:00 15/07/2010",NA,NA,40,1,465,1,NA,NA,NA,NA,10.5,1,7.3,1,0.014,1,0.78,1,0.59,1,NA,NA,0.15,1,65,1,68.1,1,9.5,1,NA,NA
"12:21:00 05/11/2003",NA,NA,NA,NA,NA,NA,6,1,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:30:00 01/02/2005",NA,NA,45,65,350,65,NA,NA,NA,NA,7.6,65,7.4,65,0.01,65,0.53,65,0.29,65,NA,NA,0.05,65,18,65,25,65,26.2,65,NA,NA
"12:30:00 02/06/1997",NA,NA,NA,NA,NA,NA,230,1,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,NA,NA,NA,NA,NA,NA,7.39,1
"12:30:00 06/05/1997",NA,NA,NA,NA,NA,NA,300,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,NA,NA,NA,NA,NA,NA,7.14,1
"12:30:00 08/05/2012",NA,NA,50,1,270,1,NA,NA,NA,NA,9.8,1,7.1,1,0.01,1,0.83,1,0.98,1,NA,NA,0.12,1,33,1,72,1,12.5,1,NA,NA
"12:30:00 14/05/1997",NA,NA,NA,NA,NA,NA,270,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,1,NA,NA,NA,NA,NA,NA,7.09,1
"12:32:00 25/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:35:00 11/08/2010",NA,NA,70,1,410,1,NA,NA,NA,NA,9.9,1,6.9,1,0.013,1,0.81,1,1.2,1,NA,NA,0.041,1,39,1,49,1,10,1,NA,NA
"12:35:00 15/02/2010",NA,NA,45,1,297,1,NA,NA,NA,NA,6.7,1,6.9,1,0.001,1,0.64,1,0.117,1,NA,NA,0.076,1,41,1,50,1,22,1,NA,NA
"12:35:00 15/12/2005",NA,NA,55,65,254,65,NA,NA,NA,NA,8.4,65,6.7,65,0.003,65,0.41,65,0.27,65,NA,NA,0.07,65,32,65,34,65,NA,NA,NA,NA
"12:45:00 10/05/2006",NA,NA,55,65,278,65,NA,NA,NA,NA,10.8,65,6.7,65,0.004,65,0.41,65,0.6,65,NA,NA,0.01,65,43,65,47,65,12,65,NA,NA
"12:45:00 10/08/2005",NA,NA,45,65,324,65,NA,NA,NA,NA,10.1,65,7.2,65,0.003,65,0.52,65,0.42,65,NA,NA,0.06,65,26,65,31,65,NA,NA,NA,NA
"12:45:00 10/11/2010",NA,NA,74,1,360,1,NA,NA,NA,NA,7.4,1,7,1,0.027,1,0.72,1,0.57,1,NA,NA,0.088,1,40,1,43,1,19.5,1,NA,NA
"12:45:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA
"12:45:00 15/06/2006",NA,NA,35,65,496,65,NA,NA,NA,NA,11.6,65,7.1,65,0.003,65,0.43,65,0.42,65,NA,NA,0.02,65,18,65,14,65,9.7,65,NA,NA
