"Date","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"10:35:00 09/11/1987",11,65,47,65,50,65,250,65,NA,NA,9.6,65,7.6,65,NA,NA,NA,NA,49,65,2.1,65,0.3,65,6.2,65,0.09,65,NA,NA,0.16,65,2.4,65,9.6,65,32,65,9.7,65,52,65,160,65,6,65,0.13,65,46,65,22,65,17,65,NA,NA
"10:37:00 22/03/1995",NA,NA,NA,NA,35,65,170,65,NA,NA,8.6,65,6.4,65,0.03,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,25,65,6.7,65,17,65,NA,NA
"10:40:00 09/11/1999",5,65,47,65,35,65,230,65,220,65,9.1,65,7.6,65,0.005,65,NA,NA,NA,NA,NA,NA,0.4,65,5.6,65,NA,NA,NA,NA,0.11,65,1.9,65,NA,NA,27,65,9,65,21,65,NA,NA,NA,NA,0.08,65,20,65,13,65,17,65,6.9,65
"10:42:00 11/01/1995",NA,NA,NA,NA,45,65,180,65,NA,NA,5.8,65,6.7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,21,65,20,65,21.5,65,NA,NA
"10:45:00 01/06/1988",NA,NA,NA,NA,NA,NA,340,65,NA,NA,10.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,11,65,NA,NA
"10:45:00 01/12/1986",NA,NA,NA,NA,NA,NA,200,65,NA,NA,9.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,19.5,65,NA,NA
"10:45:00 06/05/1985",8.3,65,62,65,80,65,300,65,NA,NA,9.1,65,7.4,65,NA,NA,NA,NA,48,65,1.1,65,0.6,65,7.2,65,0.07,65,NA,NA,0.19,65,2.2,65,7.6,65,38,65,16,65,30,65,190,65,8,65,0.08,65,19,65,14.5,65,17,65,NA,NA
"10:48:00 15/01/1992",NA,NA,NA,NA,60,65,160,65,NA,NA,8.9,65,6.7,65,0.03,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,10,65,26,65,19.5,65,NA,NA
"10:50:00 03/06/1985",NA,NA,NA,NA,NA,NA,310,65,NA,NA,10.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,65,13,65,NA,NA
"10:50:00 04/07/1985",NA,NA,NA,NA,NA,NA,330,65,NA,NA,10.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,14,65,NA,NA
"10:50:00 09/08/1984",11,65,62,65,70,65,350,65,NA,NA,10,65,7.2,65,NA,NA,NA,NA,64,65,2.1,65,0.5,65,8.6,65,0.06,65,NA,NA,0.81,65,2.5,65,11,65,43,65,37,65,26,65,240,65,NA,NA,0.07,65,36,65,31,65,12.5,65,NA,NA
"10:50:00 10/12/1984",NA,NA,NA,NA,NA,NA,310,65,NA,NA,9.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,18.5,65,NA,NA
"10:55:00 15/01/1980",6.3,65,35,65,100,65,200,65,NA,NA,9.1,65,7.5,65,NA,NA,NA,NA,38,65,3.11,65,0.6,65,4.7,65,0.31,65,NA,NA,0.11,65,2.2,65,3.3,65,23,65,13,65,23,65,130,65,7,65,0.08,65,35,65,26,65,20.8,65,NA,NA
"10:57:00 06/11/1991",NA,NA,NA,NA,55,65,160,65,NA,NA,9.5,65,6.7,65,0.03,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,0.38,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,34,65,34,65,17,65,NA,NA
"11:00:00 01/06/1999",8.4,65,84,65,35,65,510,65,400,65,10.6,65,7.7,65,0.01,65,NA,NA,NA,NA,NA,NA,0.53,65,8.2,65,NA,NA,NA,NA,0.28,65,3.4,65,NA,NA,49,65,24,65,32,65,NA,NA,NA,NA,0.06,65,11,65,6,65,12,65,7.6,65
"11:00:00 05/10/1987",NA,NA,NA,NA,NA,NA,250,65,NA,NA,10,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,65,16.5,65,NA,NA
"11:00:00 06/12/1988",NA,NA,NA,NA,NA,NA,210,65,NA,NA,8.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,19,65,NA,NA
"11:00:00 08/10/1997",4.9,65,45,65,28,65,220,65,210,65,9.8,65,7.7,65,0.005,65,NA,NA,NA,NA,NA,NA,0.45,65,4.9,65,NA,NA,NA,NA,0.25,65,2.4,65,NA,NA,24,65,4.7,65,20,65,NA,NA,NA,NA,0.06,65,13,65,13,65,15,65,7.5,65
"11:00:00 09/07/2002",6.9,65,52,65,50,65,290,65,260,65,11.2,65,6.8,65,0.01,65,NA,NA,NA,NA,NA,NA,0.79,65,6,65,NA,NA,NA,NA,1.5,65,3.3,65,NA,NA,32,65,13,65,18,65,NA,NA,NA,NA,0.09,65,32,65,36,65,9.6,65,6.9,65
"11:00:00 10/05/1989",6.8,65,56,65,80,65,300,65,NA,NA,9,65,6.8,65,NA,NA,NA,NA,40,65,1.3,65,0.4,65,6,65,0.06,65,NA,NA,0.19,65,2.4,65,11,65,34,65,11,65,29,65,180,65,10,65,0.07,65,24,65,18,65,16,65,NA,NA
"11:00:00 15/10/2002",7,65,57,65,35,65,300,65,290,65,10.4,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.48,65,7,65,NA,NA,NA,NA,0.42,65,2.4,65,NA,NA,36,65,16,65,26,65,NA,NA,NA,NA,0.05,65,20,65,12,65,14.6,65,7.1,65
"11:00:00 28/01/1998",6.4,65,49,65,45,65,260,65,250,65,8.8,65,7.2,65,0.006,65,NA,NA,NA,NA,NA,NA,0.51,65,6,65,NA,NA,NA,NA,0.09,65,2.5,65,NA,NA,29,65,11,65,25,65,NA,NA,NA,NA,0.09,65,33,65,17,65,20,65,7.4,65
"11:00:00 30/03/1982",13,65,64,65,90,65,390,65,NA,NA,8.2,65,7.5,65,NA,NA,NA,NA,64,65,3.44,65,0.6,65,7.5,65,0.11,65,NA,NA,0.11,65,3.7,65,8.4,65,53,65,53,65,36,65,240,65,9,65,0.12,65,58,65,NA,180,22.5,65,NA,NA
"11:10:00 05/10/1989",NA,NA,NA,NA,NA,NA,270,65,NA,NA,10.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,14,65,NA,NA
"11:10:00 11/06/1986",NA,NA,NA,NA,NA,NA,270,65,NA,NA,11.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,12,65,NA,NA
"11:10:00 17/09/1987",NA,NA,NA,NA,NA,NA,250,65,NA,NA,9.7,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,65,14.5,65,NA,NA
"11:15:00 03/10/1988",NA,NA,NA,NA,NA,NA,310,65,NA,NA,9.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,65,14,65,NA,NA
"11:15:00 08/12/1999",4.9,65,40,65,45,65,220,65,190,65,7.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,0.52,65,5,65,NA,NA,NA,NA,0.09,65,2,65,NA,NA,23,65,4,65,25,65,NA,NA,NA,NA,0.08,65,26,65,14,65,23,65,6.9,65
"11:15:00 13/08/1997",8.4,65,73,65,30,65,370,65,360,65,11.2,65,7.6,65,0.04,65,NA,NA,NA,NA,NA,NA,0.52,65,7.9,65,NA,NA,NA,NA,0.56,65,2.7,65,NA,NA,45,65,20,65,27,65,NA,NA,NA,NA,0.11,65,16,65,16,65,10,65,7.4,65
"11:25:00 05/09/1988",NA,NA,NA,NA,NA,NA,340,65,NA,NA,10.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,65,12,65,NA,NA
"11:30:00 03/10/2000",7.4,65,58,65,100,65,280,65,280,65,10.2,65,6.8,65,0.01,65,NA,NA,NA,NA,NA,NA,0.88,65,6.8,65,NA,NA,NA,NA,0.78,65,3,65,NA,NA,34,65,11,65,25,65,NA,NA,NA,NA,0.09,65,27,65,31,65,13,65,7,65
"11:30:00 04/07/1989",NA,NA,NA,NA,NA,NA,360,65,NA,NA,10.8,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,65,10,65,NA,NA
"11:30:00 05/05/1987",4.9,65,40,65,60,65,190,65,NA,NA,10,65,7.2,65,NA,NA,NA,NA,33,65,1.1,65,0.25,65,4.8,65,0.05,65,NA,NA,0.18,65,1.5,65,9,65,24,65,4.4,65,19,65,NA,NA,5,65,0.07,65,13,65,5.2,65,16,65,NA,NA
"11:30:00 07/06/2001",7.2,65,63,65,30,65,300,65,300,65,10.8,65,7.2,65,0.004,65,NA,NA,NA,NA,NA,NA,0.39,65,7.8,65,NA,NA,NA,NA,0.28,65,2.5,65,NA,NA,37,65,18,65,22,65,NA,NA,NA,NA,0.05,65,10,65,8.5,65,8.5,65,7.2,65
"11:30:00 25/09/1996",4.1,65,32,65,65,65,160,65,170,65,10,65,6.6,65,0.009,65,NA,NA,NA,NA,NA,NA,1.1,65,3.9,65,NA,NA,NA,NA,0.62,65,2,65,NA,NA,19,65,5.8,65,18,65,NA,NA,NA,NA,0.09,65,39,65,23,65,12.5,65,7.1,65
"11:33:00 02/04/1986",NA,NA,NA,NA,NA,NA,260,65,NA,NA,9.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,19.5,65,NA,NA
"11:35:00 02/08/1988",10,65,67,65,70,65,320,65,NA,NA,10.2,65,7.2,65,NA,NA,NA,NA,63,65,2.9,65,0.8,65,7,65,0.07,65,NA,NA,1.1,65,2.7,65,12,65,39,65,13,65,23,65,210,65,8,65,0.12,65,29,65,18.5,65,11,65,NA,NA
"11:35:00 08/05/2002",5.5,65,50,65,20,65,270,65,240,65,9.1,65,6.8,65,0.01,65,NA,NA,NA,NA,NA,NA,0.61,65,5.7,65,NA,NA,NA,NA,0.38,65,2.3,65,NA,NA,28,65,13,65,21,65,NA,NA,NA,NA,0.07,65,25,65,24,65,16.5,65,6.6,65
"11:35:00 22/08/1979",NA,NA,NA,NA,NA,NA,320,65,NA,NA,10.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,65,14.2,65,NA,NA
"11:40:00 04/07/1988",NA,NA,NA,NA,NA,NA,110,65,NA,NA,11.2,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,9,65,NA,NA
"11:45:00 01/04/1987",NA,NA,NA,NA,NA,NA,230,65,NA,NA,9.7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,16,65,NA,NA
"11:45:00 03/02/1999",4.1,65,35,65,47,65,170,65,170,65,8,65,7.2,65,0.01,65,NA,NA,NA,NA,NA,NA,0.34,65,4.2,65,NA,NA,NA,NA,0.07,65,1.6,65,NA,NA,20,65,4,65,20,65,NA,NA,NA,NA,0.07,65,6,65,9.4,65,24,65,6.8,65
"11:45:00 03/11/1993",NA,NA,NA,NA,80,65,180,65,NA,NA,9.3,65,7.1,65,0.02,65,NA,NA,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,0.49,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,65,30,65,51,65,14,65,NA,NA
"11:45:00 04/03/1996",NA,NA,NA,NA,47,65,310,65,NA,NA,9.2,65,7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,31,65,20,65,18,65,NA,NA
"11:45:00 05/09/1989",NA,NA,NA,NA,NA,NA,310,65,NA,NA,10.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,65,12.5,65,NA,NA
"11:45:00 07/10/1983",NA,NA,NA,NA,NA,NA,330,65,NA,NA,8.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,16,65,NA,NA
"11:45:00 09/12/1997",6,65,58,65,50,65,300,65,280,65,8.2,65,7.2,65,0.01,65,NA,NA,NA,NA,NA,NA,0.6,65,6.3,65,NA,NA,NA,NA,0.62,65,3,65,NA,NA,33,65,20,65,23,65,NA,NA,NA,NA,0.09,65,32,65,22,65,21,65,7.2,65
"11:45:00 15/01/2001",4.1,65,31,65,35,65,170,65,160,65,7.8,65,6.9,65,0.006,65,NA,NA,NA,NA,NA,NA,0.38,65,4.2,65,NA,NA,NA,NA,0.09,65,1.9,65,NA,NA,19,65,8,65,19,65,NA,NA,NA,NA,0.04,65,10,65,7,65,21.5,65,7.3,65
"11:45:00 15/10/1979",7.6,65,47,65,200,65,210,65,NA,NA,7.6,65,7.1,65,NA,NA,NA,NA,47,65,4.7,65,1.7,65,6.2,65,0.08,65,NA,NA,0.4,65,3,65,9.8,65,33,65,NA,NA,24,65,210,65,17,65,0.16,65,48,65,57,65,14,65,NA,NA
"11:45:00 17/04/1979",12,65,60,65,60,65,370,65,NA,NA,9.2,65,7.2,65,NA,NA,NA,NA,63,65,1.23,65,0.55,65,7,65,0.06,65,NA,NA,0.15,65,3.1,65,10,65,50,65,42,65,38,65,240,65,7,65,0.05,65,19,65,9,65,17.5,65,NA,NA
"11:47:00 09/10/1991",NA,NA,NA,NA,55,65,160,65,NA,NA,10.2,65,6.9,65,0.02,65,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,0.58,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,37,65,38,65,15,65,NA,NA
"11:48:00 08/06/1992",NA,NA,NA,NA,40,65,180,65,NA,NA,8.6,65,6.7,65,0.06,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,14,65,14,65,11,65,NA,NA
"11:48:00 14/04/1992",NA,NA,NA,NA,25,65,170,65,NA,NA,10.6,65,6.7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,17,65,13,65,17.5,65,NA,NA
"11:50:00 01/11/1989",4.7,65,30,65,160,65,150,65,NA,NA,9.4,65,6.5,65,NA,NA,NA,NA,29,65,5,65,1.7,65,4.2,65,0.07,65,NA,NA,0.34,65,3.2,65,6.8,65,17,65,4.6,65,17,65,150,65,15,65,0.24,65,96,65,50,65,15,65,NA,NA
"11:50:00 14/12/1994",NA,NA,NA,NA,30,65,190,65,NA,NA,9.4,65,6.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,34,65,18,65,22.5,65,NA,NA
"11:54:00 16/12/1991",NA,NA,NA,NA,40,65,NA,180,NA,NA,9.4,65,6.8,65,0.007,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,27,65,NA,180,19,65,NA,NA
"11:55:00 11/05/1992",NA,NA,NA,NA,15,65,260,65,NA,NA,7.4,65,7,65,0.04,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,15,65,12,65,15,65,NA,NA
"11:56:00 11/11/1992",NA,NA,NA,NA,40,65,130,65,NA,NA,10.4,65,6.6,65,0.03,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,22,65,24,65,14,65,NA,NA
"11:59:00 10/07/1991",NA,NA,NA,NA,60,65,360,65,NA,NA,10.3,65,6.8,65,0.01,65,NA,NA,NA,NA,NA,NA,0.8,65,NA,NA,NA,NA,NA,NA,0.81,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,29,65,30,65,10.5,65,NA,NA
"12:00:00 02/03/1999",4.7,65,42,65,50,65,210,65,200,65,8.4,65,7.4,65,0.009,65,NA,NA,NA,NA,NA,NA,0.46,65,4.9,65,NA,NA,NA,NA,0.04,65,2.5,65,NA,NA,24,65,9,65,19,65,NA,NA,NA,NA,0.07,65,17,65,8.3,65,22.5,65,6.8,65
"12:00:00 03/04/2001",5.4,65,47,65,40,65,240,65,230,65,9.6,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.47,65,5.1,65,NA,NA,NA,NA,0.18,65,2.5,65,NA,NA,25,65,11,65,19,65,NA,NA,NA,NA,0.05,65,14,65,8,65,16,65,7.3,65
"12:00:00 06/03/2001",3.9,65,32,65,25,65,160,65,170,65,8.6,65,7.3,65,0.004,65,NA,NA,NA,NA,NA,NA,0.44,65,4,65,NA,NA,NA,NA,0.05,65,1.8,65,NA,NA,18,65,10,65,18,65,NA,NA,NA,NA,0.04,65,19,65,6.8,65,22,65,7.4,65
"12:00:00 07/10/1999",5.6,65,54,65,25,65,250,65,260,65,9.8,65,7.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.5,65,6.3,65,NA,NA,NA,NA,0.2,65,2.3,65,NA,NA,31,65,13,65,21,65,NA,NA,NA,NA,0.06,65,15,65,6.3,65,18,65,7.7,65
"12:00:00 07/12/2000",4.7,65,35,65,35,65,160,65,170,65,8.4,65,7.5,65,0.006,65,NA,NA,NA,NA,NA,NA,0.44,65,4.5,65,NA,NA,NA,NA,0.12,65,1.8,65,NA,NA,19,65,7,65,20,65,NA,NA,NA,NA,0.08,65,24,65,12,65,21.5,65,7.2,65
"12:00:00 11/02/1998",5,65,41,65,45,65,250,65,220,65,8.8,65,7.1,65,0.004,65,NA,NA,NA,NA,NA,NA,0.36,65,5.1,65,NA,NA,NA,NA,0.04,65,2.3,65,NA,NA,27,65,12,65,20,65,NA,NA,NA,NA,0.07,65,14,65,16,65,22,65,7.2,65
"12:00:00 11/05/1983",21,65,89,65,140,65,530,65,NA,NA,9,65,7.3,65,NA,NA,NA,NA,100,65,2.2,65,0.75,65,10,65,0.07,65,NA,NA,1.05,65,4.3,65,13,65,72,65,73,65,50,65,340,65,10,65,0.11,65,32,65,NA,180,15.5,65,NA,NA
"12:00:00 12/09/1983",NA,NA,NA,NA,NA,NA,250,65,NA,NA,10.6,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,12,65,NA,NA
"12:00:00 17/01/1979",5.8,65,36,65,70,65,NA,180,NA,NA,NA,180,NA,180,NA,NA,0.02,65,35,65,2.5,65,0.65,65,4.3,65,0.09,65,1e-04,65,0.06,65,2,65,9.3,65,24,65,14,65,25,65,133,65,6,65,0.07,65,51,65,NA,180,NA,180,NA,NA
"12:00:00 17/07/1979",9,65,54,65,70,65,NA,180,NA,NA,NA,180,NA,180,NA,NA,0.06,65,53,65,1.7,65,0.25,65,7.6,65,0.06,65,1e-04,65,0.36,65,2.4,65,12,65,44,65,37,65,27,65,200,65,5,65,0.05,65,18,65,NA,180,NA,180,NA,NA
"12:04:00 15/05/1991",NA,NA,NA,NA,25,65,330,65,NA,NA,10.4,65,7.7,65,0.007,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,15,65,6.9,65,14,65,NA,NA
"12:10:00 04/12/1989",NA,NA,NA,NA,NA,NA,240,65,NA,NA,9.6,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,20,65,NA,NA
"12:10:00 06/12/1983",NA,NA,NA,NA,NA,NA,220,65,NA,NA,7.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,65,20.5,65,NA,NA
"12:10:00 10/02/1992",NA,NA,NA,NA,25,65,210,65,NA,NA,9.1,65,6.7,65,0.01,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,18,65,17,65,20,65,NA,NA
"12:10:00 12/02/2001",4.2,65,34,65,35,65,240,65,180,65,8.2,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.4,65,4.4,65,NA,NA,NA,NA,0.06,65,2.1,65,NA,NA,20,65,9,65,19,65,NA,NA,NA,NA,0.05,65,24,65,9,65,23,65,6.8,65
"12:10:00 13/02/1984",NA,NA,NA,NA,NA,NA,340,65,NA,NA,7.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,21.5,65,NA,NA
"12:15:00 02/09/1998",8.1,65,62,65,30,65,330,65,330,65,10.4,65,7.3,65,0.009,65,NA,NA,NA,NA,NA,NA,0.37,65,7.5,65,NA,NA,NA,NA,0.3,65,2.7,65,NA,NA,45,65,21,65,30,65,NA,NA,NA,NA,0.05,65,5,65,5.6,65,13,65,7.4,65
"12:15:00 05/08/1980",NA,NA,NA,NA,NA,NA,270,65,NA,NA,11.3,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,14.5,65,NA,NA
"12:15:00 10/05/2001",6.3,65,61,65,40,65,280,65,290,65,10,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.5,65,6.8,65,NA,NA,NA,NA,0.61,65,2.7,65,NA,NA,34,65,18,65,18,65,NA,NA,NA,NA,0.04,65,14,65,13,65,13,65,7.2,65
"12:15:00 13/05/1982",NA,NA,NA,NA,NA,NA,400,65,NA,NA,9.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,16,65,NA,NA
