"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"04:15:00 12/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04:15:00 18/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04:30:00 19/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04:45:00 28/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:00:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:02:00 20/08/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:02:00 22/08/2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,65,NA,NA,NA,NA,NA,NA,1.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:03:00 08/08/2013",NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA,180,NA,NA,NA,NA,NA,NA,NA,180,NA,180,0.003,1,0.76,1,NA,NA,NA,NA,NA,NA,0.48,1,NA,NA,0.11,1,54,1,NA,180,NA,180,NA,NA,NA,NA
"05:30:00 03/07/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:30:00 16/12/2002",0.03,65,NA,NA,NA,NA,NA,NA,35,65,320,65,NA,NA,NA,NA,NA,NA,7.5,65,7.6,65,0.003,65,0.72,65,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,0.08,65,59,65,25,65,20.2,65,NA,NA,NA,NA
"05:45:00 01/09/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:45:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,1,0.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:45:00 27/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05:55:00 29/12/2003",NA,NA,NA,NA,NA,NA,NA,NA,60,65,340,65,NA,NA,NA,NA,NA,NA,8.5,65,7.2,65,0.01,65,0.58,65,NA,NA,NA,NA,NA,NA,0.26,65,NA,NA,0.09,65,55,65,NA,NA,20.3,65,NA,NA,NA,NA
"06:15:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1,0.87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06:20:00 15/12/2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,1,NA,NA,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06:30:00 16/12/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06:35:00 08/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,30,65,421,65,NA,NA,NA,NA,NA,NA,8.4,65,7.6,65,0.006,65,0.42,65,NA,NA,NA,NA,NA,NA,0.19,65,NA,NA,0.05,65,58,65,46,65,18.9,65,NA,NA,NA,NA
"06:40:00 15/12/2003",NA,NA,NA,NA,NA,NA,NA,NA,80,65,350,65,NA,NA,NA,NA,NA,NA,8.6,65,7.1,65,0.01,65,0.53,65,NA,NA,NA,NA,NA,NA,0.4,65,NA,NA,0.07,65,51,65,NA,NA,20.1,65,NA,NA,NA,NA
"06:45:00 26/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.199,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06:45:00 27/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06:49:00 03/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,1,NA,NA,9.79,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:00:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1,0.82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:00:00 19/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:00:00 25/10/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:10:00 15/12/2005",NA,NA,NA,NA,NA,NA,NA,NA,70,65,299,65,NA,NA,NA,NA,NA,NA,7.7,65,6.9,65,0.05,65,0.5,65,NA,NA,NA,NA,NA,NA,0.33,65,NA,NA,0.16,65,63,65,63,65,NA,NA,NA,NA,NA,NA
"07:12:00 11/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,1,NA,NA,6.52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:15:00 12/01/2004",NA,NA,NA,NA,NA,NA,NA,NA,90,65,330,65,NA,NA,NA,NA,NA,NA,NA,NA,7.6,65,0.01,65,0.54,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,0.09,65,55,65,NA,NA,20.2,65,NA,NA,NA,NA
"07:15:00 20/02/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,1,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:16:00 12/01/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:20:00 04/11/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,NA,NA,8.99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.094,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:23:00 05/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,1,NA,NA,6.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,1,0.061,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:24:00 22/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,1,NA,NA,7.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:25:00 17/01/2007",NA,NA,NA,NA,NA,NA,NA,NA,30,65,365,65,NA,NA,NA,NA,NA,NA,6.7,65,7.1,65,0.003,65,0.45,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,0.05,65,63,65,63,65,24.3,65,NA,NA,NA,NA
"07:25:00 19/12/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,1,NA,NA,7.03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,1,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:28:00 01/12/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,1,NA,NA,7.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:28:00 07/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,1,NA,NA,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:28:00 21/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,1,NA,NA,7.73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:30:00 09/03/2004",NA,NA,NA,NA,NA,NA,NA,NA,45,65,300,65,NA,NA,NA,NA,NA,NA,7.8,65,6.8,65,0.01,65,0.56,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,0.11,65,62,65,56,65,19.9,65,NA,NA,NA,NA
"07:30:00 13/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:30:00 19/12/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,1,NA,NA,8.38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:30:00 25/01/2006",NA,NA,NA,NA,NA,NA,NA,NA,50,65,316,65,NA,NA,NA,NA,NA,NA,7.3,65,7,65,0.03,65,0.59,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,0.14,65,71,65,66,65,NA,NA,NA,NA,NA,NA
"07:30:00 25/03/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,1,NA,NA,8.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,1,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:30:00 27/09/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:31:00 09/03/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,1,NA,NA,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:32:00 16/01/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,1,NA,NA,8.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:32:00 24/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,1,NA,NA,8.52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:32:00 27/02/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,1,NA,NA,7.57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:34:00 17/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,1,NA,NA,9.86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:34:00 20/03/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,1,NA,NA,8.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:35:00 23/01/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,1,NA,NA,7.38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,1,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:35:00 26/09/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,1,NA,NA,9.84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:35:00 30/01/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,1,NA,NA,7.41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:37:00 06/02/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,1,NA,NA,7.63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,1,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:40:00 14/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,1,NA,NA,8.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:40:00 15/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,1,NA,NA,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0.77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:45:00 09/06/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.044,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:45:00 12/03/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,1,NA,NA,8.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:45:00 16/03/2006",NA,NA,NA,NA,NA,NA,NA,NA,45,65,394,65,NA,NA,NA,NA,NA,NA,7.6,65,7,65,0.06,65,0.33,65,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,0.08,65,62,65,65,65,19.1,65,NA,NA,NA,NA
"07:45:00 17/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,1,NA,NA,6.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:45:00 19/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,1,NA,NA,7.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:45:00 24/02/2003",0.01,65,NA,NA,NA,NA,NA,NA,25,65,320,65,NA,NA,NA,NA,NA,NA,7.5,65,7.6,65,0.004,65,0.51,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,0.07,65,68,65,33,65,22.2,65,NA,NA,NA,NA
"07:46:00 28/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,1,NA,NA,7.56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:48:00 10/11/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,1,NA,NA,8.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:48:00 13/03/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,1,NA,NA,8.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:49:00 13/02/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,1,NA,NA,8.91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,1,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:51:00 05/12/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,1,NA,NA,7.42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:51:00 09/03/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,1,NA,NA,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:52:00 14/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,35,65,371,65,NA,NA,NA,NA,NA,NA,7.9,65,7,65,0.003,65,0.4,65,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,0.08,65,72,65,72.5,65,18.2,65,NA,NA,NA,NA
"07:53:00 10/02/2003",0.04,65,NA,NA,NA,NA,NA,NA,25,65,330,65,NA,NA,NA,NA,NA,NA,7.3,65,7.4,65,0.003,65,0.72,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,0.08,65,76,65,35,65,23.1,65,NA,NA,NA,NA
"07:53:00 15/02/2006",NA,NA,NA,NA,NA,NA,NA,NA,70,65,390,65,NA,NA,NA,NA,NA,NA,7.7,65,7.4,65,0.03,65,0.54,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,0.12,65,64,65,64,65,20.3,65,NA,NA,NA,NA
"07:54:00 24/03/2003",0.03,65,NA,NA,NA,NA,NA,NA,25,65,400,65,NA,NA,NA,NA,NA,NA,9.3,65,7.1,65,0.007,65,0.46,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,0.06,65,58,65,27,65,16.7,65,NA,NA,NA,NA
"07:55:00 05/09/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,1,NA,NA,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1,0.095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:55:00 16/03/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,1,NA,NA,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:55:00 22/03/2004",NA,NA,NA,NA,NA,NA,NA,NA,25,65,370,65,NA,NA,NA,NA,NA,NA,8.1,65,6.8,65,0.01,65,0.44,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,0.07,65,58,65,51,65,17,65,NA,NA,NA,NA
"07:55:00 22/09/2003",NA,NA,NA,NA,NA,NA,NA,NA,70,65,310,65,NA,NA,NA,NA,NA,NA,9.3,65,7.1,65,0.03,65,0.83,65,NA,NA,NA,NA,NA,NA,0.93,65,NA,NA,0.13,65,48,65,NA,NA,12.7,65,NA,NA,NA,NA
"07:56:00 02/01/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,1,NA,NA,7.81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:56:00 22/03/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,1,NA,NA,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:58:00 10/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,1,NA,NA,9.48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07:58:00 15/02/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,1,NA,NA,6.48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,1,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 01/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 01/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 01/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 01/06/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.062,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 02/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.192,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 02/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.163,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08:00:00 02/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,0.143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
