"Date","AmmoniaasN","AmmoniaasN_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"11:50:00 13/08/1996",NA,NA,47,65,150,65,11.6,65,7,65,0.004,65,0.39,65,0.58,65,0.03,65,28,65,12,65,10,65
"11:54:00 04/06/1991",NA,NA,NA,NA,87,65,10.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,65,11.5,65
"11:55:00 12/10/1994",NA,NA,55,65,65,65,9.8,65,6.8,65,0.003,65,0.3,65,0.42,65,0.02,65,22,65,15,65,11.5,65
"11:56:00 14/07/1993",NA,NA,45,65,100,65,11.4,65,6.3,65,0.01,65,0.4,65,0.38,65,0.03,65,15,65,8.8,65,8.5,65
"12:00:00 11/01/1990",NA,NA,NA,NA,67,65,8.9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,20,65
"12:00:00 11/08/1998",NA,NA,55,65,94,65,11.1,65,6.9,65,0.005,65,0.28,65,0.32,65,0.02,65,8,65,2.4,65,9.2,65
"12:00:00 16/04/1998",NA,NA,35,65,87,65,10.1,65,6.9,65,0.008,65,0.8,65,0.23,65,0.03,65,6,65,5,65,11.7,65
"12:00:00 20/01/1997",NA,NA,50,65,110,65,9.3,65,6.9,65,0.003,65,0.32,65,0.35,65,0.03,65,14,65,6.2,65,20.2,65
"12:12:00 29/01/1998",NA,NA,90,65,88,65,8.5,65,7.1,65,0.008,65,0.49,65,0.17,65,0.04,65,20,65,5.1,65,16.5,65
"12:13:00 19/01/1994",NA,NA,45,65,57,65,8.9,65,6.9,65,0.02,65,0.2,65,0.27,65,0.04,65,15,65,6.5,65,16.5,65
"12:15:00 12/08/1997",NA,NA,50,65,200,65,11.6,65,7.1,65,0.005,65,0.4,65,0.35,65,0.04,65,11,65,6,65,8.8,65
"12:15:00 13/10/2004",NA,NA,50,65,85,65,9.5,65,6.8,65,0.003,65,0.32,65,0.37,65,0.02,65,12,65,11,65,14.9,65
"12:15:00 27/05/2015",NA,NA,50,1,110,1,10.7,1,6.8,1,0.005,1,0.34,1,0.31,1,0.22,1,6,1,6.4,1,9.3,1
"12:20:00 02/04/2014",NA,NA,50,1,95,1,7.9,1,6.4,1,0.005,1,0.31,1,0.19,1,0.038,1,8,1,7.3,1,18.7,1
"12:20:00 03/04/2014",NA,NA,30,1,NA,NA,NA,NA,NA,NA,0.023,1,0.62,1,0.69,1,0.22,1,28,1,NA,NA,NA,NA
"12:20:00 04/02/2020",NA,NA,90,1,94.4,1,9.08,1,6.74,1,0.004,1,0.54,1,0.13,1,0.03,1,26,1,16.2,1,16.8,1
"12:25:00 11/03/1998",NA,NA,43,65,100,65,9.7,65,7,65,0.004,65,0.46,65,0.24,65,0.03,65,6,65,2.9,65,17,65
"12:25:00 12/02/1998",NA,NA,75,65,86,65,7.9,65,7,65,0.008,65,0.3,65,0.16,65,0.03,65,13,65,5.4,65,21.3,65
"12:25:00 13/05/1998",NA,NA,43,65,94,65,9.2,65,7.3,65,0.008,65,0.26,65,0.25,65,0.02,65,4,65,6.4,65,12,65
"12:25:00 15/07/1998",NA,NA,38,65,95,65,10.2,65,7.1,65,0.004,65,0.25,65,0.42,65,0.02,65,8,65,5,65,10,65
"12:30:00 05/08/2019",NA,NA,45,1,115.7,1,11.15,1,6.99,1,0.003,1,0.25,1,0.32,1,0.02,1,11,1,9.3,1,9.5,1
"12:30:00 05/11/1998",NA,NA,45,65,89,65,9.8,65,7.1,65,0.004,65,0.26,65,0.31,65,0.03,65,7,65,4.6,65,15,65
"12:30:00 14/08/1995",NA,NA,50,65,88,65,12,65,7.1,65,0.007,65,0.5,65,0.94,65,0.03,65,19,65,5.6,65,7,65
"12:30:00 15/06/1994",NA,NA,30,65,68,65,10,65,7.1,65,0.007,65,0.4,65,0.38,65,0.03,65,21,65,12,65,9.5,65
"12:31:00 12/05/2016",NA,NA,100,1,105,1,9.9,1,6.6,1,0.007,1,0.39,1,0.22,1,0.044,1,22,1,16.6,1,13.1,1
"12:35:00 14/05/1997",NA,NA,50,65,130,65,11.1,65,7.1,65,0.003,65,0.31,65,0.32,65,0.02,65,13,65,5.3,65,10.7,65
"12:35:00 20/11/1997",NA,NA,65,65,100,65,9.8,65,7.1,65,0.007,65,0.34,65,0.27,65,0.03,65,14,65,6,65,14.6,65
"12:40:00 09/09/1997",NA,NA,50,65,109,65,10.7,65,6.9,65,0.007,65,0.36,65,0.35,65,0.04,65,26,65,12,65,10.4,65
"12:40:00 11/07/2018",NA,NA,100,1,120,1,11.3,1,7,1,0.005,1,0.5,1,0.44,1,0.045,1,24,1,14.5,1,7.7,1
"12:41:00 10/05/2018",NA,NA,40,1,99,1,10.7,1,7.1,1,0.003,1,0.18,1,0.2,1,0.024,1,5,1,3.8,1,11,1
"12:45:00 06/07/1995",NA,NA,65,65,95,65,11.6,65,7,65,0.006,65,0.4,65,0.48,65,0.03,65,21,65,4.6,65,8.6,65
"12:46:00 05/03/2008",NA,NA,35,65,83,65,6.9,65,7.5,65,0.003,65,0.25,65,0.14,65,0.02,65,8,65,7.4,65,20.2,65
"12:50:00 06/05/2008",NA,NA,50,65,91,65,10.1,65,7.1,65,0.003,65,0.13,65,0.14,65,0.01,65,3,65,3.1,65,11.9,65
"12:50:00 16/07/1997",NA,NA,46,65,120,65,12.2,65,7.1,65,0.003,65,0.25,65,0.41,65,0.04,65,10,65,5,65,7.6,65
"12:55:00 08/12/1997",NA,NA,48,65,84,65,8.6,65,7.1,65,0.007,65,0.28,65,0.23,65,0.02,65,9,65,4,65,18.2,65
"13:00:00 02/12/2008",NA,NA,56,65,87,65,9.2,65,7.1,65,0.003,65,0.34,65,0.21,65,0.03,65,14,65,16.6,65,16.1,65
"13:00:00 05/01/2010",NA,NA,80,1,73,1,7.8,1,6.6,1,0.004,1,0.21,1,0.156,1,0.033,1,3,1,6.6,1,23.6,1
"13:00:00 06/05/2013",NA,NA,50,1,107,1,11.8,1,7.4,1,0.003,1,0.33,1,0.26,1,0.033,1,14,1,13.1,1,10.3,1
"13:00:00 06/07/2020",NA,NA,70,1,97.6,1,11.1,1,6.9,1,0.006,1,0.62,1,0.34,1,0.066,1,33,1,25,1,9,1
"13:00:00 06/11/2012",NA,NA,55,1,90,1,8.9,1,7.3,1,0.003,1,0.37,1,0.37,1,0.03,1,19,1,12.1,1,17,1
"13:00:00 10/08/1994",NA,NA,45,65,71,65,12.6,65,6.6,65,0.005,65,0.4,65,0.43,65,0.03,65,20,65,18,65,7,65
"13:00:00 15/10/1998",NA,NA,60,65,99,65,10.6,65,7.1,65,0.005,65,0.39,65,0.25,65,0.04,65,15,65,5.2,65,12,65
"13:00:00 16/06/1997",NA,NA,92,65,97,65,11.7,65,6.9,65,0.004,65,0.54,65,0.39,65,0.05,65,26,65,9.4,65,6.5,65
"13:03:00 05/04/2018",NA,NA,56,1,91,1,10.2,1,6.6,1,0.005,1,0.23,1,0.16,1,0.02,1,6,1,4.9,1,14.3,1
"13:11:00 09/01/2018",NA,NA,64,1,84,1,8.5,1,7.2,1,0.005,1,0.26,1,0.19,1,0.032,1,10,1,7.6,1,21,1
"13:15:00 01/04/2008",NA,NA,45,65,87,65,7.1,65,6.9,65,0.003,65,0.24,65,0.12,65,0.02,65,4,65,4.9,65,15.9,65
"13:15:00 07/01/2015",NA,NA,60,1,96,1,8.7,1,7.2,1,0.004,1,0.33,1,0.16,1,0.039,1,12,1,6.4,1,25.4,1
"13:15:00 08/01/2014",NA,NA,50,1,79,1,9.8,1,7,1,0.003,1,0.29,1,0.22,1,0.028,1,10,1,7.4,1,17.7,1
"13:15:00 10/11/2020",NA,NA,40,1,76.9,1,9.59,1,6.8,1,0.005,1,0.31,1,0.37,1,0.032,1,23,1,15.2,1,16.3,1
"13:18:00 04/07/2007",NA,NA,70,65,107,65,11,65,6.9,65,0.004,65,0.48,65,0.63,65,0.04,65,29,65,24.4,65,8.9,65
"13:18:00 09/01/2013",NA,NA,50,1,82,1,8.1,1,7.4,1,0.003,1,0.48,1,0.2,1,0.038,1,29,1,9.6,1,19.9,1
"13:19:00 11/05/1994",NA,NA,30,65,47,65,9.2,65,6.9,65,0.004,65,0.3,65,0.32,65,0.03,65,12,65,5,65,10,65
"13:20:00 08/09/2020",NA,NA,35,1,82.1,1,10.8,1,6.7,1,0.003,1,0.21,1,0.58,1,0.027,1,20,1,14.5,1,11.5,1
"13:20:00 09/10/2007",NA,NA,50,65,96,65,8.9,65,7,65,0.003,65,0.23,65,0.24,65,0.02,65,10,65,10.6,65,12.6,65
"13:20:00 12/02/2008",NA,NA,80,65,88,65,7.7,65,6.8,65,0.003,65,0.73,65,0.12,65,0.03,65,21,65,13.1,65,19.3,65
"13:23:00 06/06/2018",NA,NA,40,1,101,1,12.2,1,6.5,1,0.007,1,0.21,1,0.29,1,0.018,1,3,1,4.2,1,8,1
"13:23:00 10/06/2015",NA,NA,50,1,121,1,11.6,1,7.3,1,0.005,1,0.39,1,0.34,1,0.043,1,12,1,8.2,1,9.6,1
"13:24:00 08/05/2007",NA,NA,40,65,95,65,9.7,65,7.1,65,0.003,65,0.33,65,0.25,65,0.02,65,8,65,20.2,65,14,65
"13:24:00 11/04/2007",NA,NA,60,65,99,65,10.5,65,7.6,65,0.003,65,0.21,65,0.16,65,0.01,65,6,65,4.9,65,16.4,65
"13:25:00 04/08/2020",NA,NA,35,1,93.1,1,11.6,1,6.96,1,0.005,1,0.26,1,0.48,1,0.025,1,23,1,11.5,1,7.7,1
"13:26:00 08/02/2018",NA,NA,64,1,81,1,8.2,1,6.7,1,0.007,1,0.27,1,0.2,1,0.029,1,12,1,6.3,1,23.6,1
"13:26:00 11/10/2017",NA,NA,48,1,87,1,10.1,1,6.9,1,0.005,1,0.33,1,0.33,1,0.035,1,20,1,11.9,1,12.9,1
"13:30:00 03/04/2013",NA,NA,64,1,101,1,10.2,1,7.1,1,0.003,1,0.28,1,0.22,1,0.03,1,10,1,11.6,1,14.2,1
"13:30:00 03/07/2019",NA,NA,70,1,126.6,1,11.4,1,7.1,1,0.003,1,0.32,1,0.3,1,0.026,1,9,1,8.8,1,9.1,1
"13:30:00 03/09/1998",NA,NA,30,65,81,65,10.6,65,7.1,65,0.003,65,0.23,65,0.31,65,0.02,65,6,65,2.3,65,11,65
"13:30:00 03/12/2014",NA,NA,65,1,91,1,8.3,1,6.8,1,0.003,1,0.3,1,0.28,1,0.026,1,13,1,9.9,1,19.4,1
"13:30:00 05/02/2019",NA,NA,56,1,85.8,1,8.1,1,6.9,1,0.005,1,0.33,1,0.055,1,0.03,1,11,1,6.3,1,22,1
"13:30:00 05/03/2013",NA,NA,75,1,98,1,9.2,1,7.4,1,0.003,1,0.36,1,0.22,1,0.027,1,10,1,10.2,1,20.4,1
"13:30:00 06/11/2019",NA,NA,80,1,90,1,9.67,1,6.9,1,0.004,1,0.64,1,0.25,1,0.068,1,38,1,54.3,1,15,1
"13:30:00 08/08/2007",NA,NA,60,65,98,65,9.3,65,7,65,0.004,65,0.31,65,0.34,65,0.05,65,10,65,11.2,65,9.9,65
"13:30:00 08/10/2012",NA,NA,60,1,99,1,10.1,1,7.3,1,0.003,1,0.4,1,0.41,1,0.037,1,14,1,17,1,11.7,1
"13:30:00 11/02/2014",NA,NA,65,1,60,1,7.5,1,6.9,1,0.003,1,0.25,1,0.14,1,0.032,1,7,1,5.7,1,21.7,1
"13:30:00 16/02/2009",NA,NA,50,65,85,65,9.1,65,7.2,65,0.003,65,0.29,65,0.01,65,0.03,65,8,65,9.9,65,21.5,65
"13:32:00 21/03/1994",NA,NA,35,65,73,65,8.4,65,6.9,65,0.005,65,0.3,65,0.32,65,0.03,65,10,65,7.2,65,15,65
"13:37:00 07/03/2007",NA,NA,55,65,96,65,8.8,65,7.4,65,0.007,65,0.42,65,0.07,65,0.04,65,4,65,7.1,65,22.1,65
"13:40:00 08/09/2008",NA,NA,45,65,92,65,7.7,65,7,65,0.003,65,0.26,65,0.34,65,0.02,65,11,65,8.4,65,10.7,65
"13:40:00 11/11/2014",NA,NA,55,1,89,1,9.6,1,7.4,1,0.003,1,0.3,1,0.31,1,0.03,1,13,1,11.5,1,16.7,1
"13:45:00 06/02/2013",NA,NA,50,1,86,1,9.2,1,7.1,1,0.003,1,0.3,1,0.23,1,0.022,1,9,1,7.3,1,21.9,1
"13:50:00 01/10/2019",NA,NA,60,1,100.3,1,11.01,1,6.92,1,0.003,1,0.22,1,0.42,1,0.021,1,10,1,6.3,1,11,1
"13:50:00 06/04/2020",NA,NA,140,1,102.9,1,10.2,1,6.7,1,0.003,1,0.8,1,0.27,1,0.053,1,40,1,27.9,1,12.5,1
"13:53:00 15/06/2016",NA,NA,96,1,117,1,11.9,1,7.4,1,0.02,1,0.25,1,0.34,1,0.027,1,9,1,7.5,1,6.9,1
"14:00:00 01/02/2011",NA,NA,50,1,91,1,8.2,1,7.2,1,0.003,1,0.33,1,0.21,1,0.037,1,10,1,9.8,1,26.6,1
"14:00:00 01/12/2010",NA,NA,90,1,99,1,8.1,1,6.9,1,0.003,1,0.61,1,0.34,1,0.046,1,24,1,22.2,1,18.6,1
"14:00:00 03/11/2010",NA,NA,96,1,102,1,9,1,7.3,1,0.003,1,0.52,1,0.39,1,0.034,1,19,1,25.9,1,12.8,1
"14:00:00 05/10/2009",NA,NA,49,1,85.1,1,9.5,1,6.8,1,0.008,1,0.19,1,0.519,1,0.09,1,10,1,13,1,12,1
"14:00:00 06/05/2014",NA,NA,90,1,104,1,10.9,1,7.3,1,0.003,1,0.42,1,0.25,1,0.027,1,17,1,19,1,10.8,1
"14:00:00 06/06/2012",NA,NA,130,1,102,1,11.3,1,6.9,1,0.003,1,1.1,1,1,1,0.1,1,59,1,72,1,10,1
"14:00:00 07/03/2012",NA,NA,90,1,88,1,8.5,1,7.2,1,0.025,1,0.46,1,0.26,1,0.039,1,22,1,13.3,1,16.7,1
"14:00:00 07/11/2011",NA,NA,56,1,99,1,8.8,1,7.1,1,0.003,1,0.29,1,0.38,1,0.026,1,10,1,11.4,1,18.6,1
"14:00:00 09/01/2020",NA,NA,60,1,85,1,8.6,1,6.93,1,0.003,1,0.37,1,0.18,1,0.031,1,13,1,8.9,1,20.5,1
"14:02:00 04/12/2013",NA,NA,60,1,49,1,8.6,1,6.9,1,0.003,1,0.57,1,0.3,1,0.075,1,8,1,11.3,1,17.6,1
"14:15:00 03/07/2012",NA,NA,110,1,108,1,10.8,1,7.1,1,0.004,1,0.81,1,0.56,1,0.076,1,48,1,54.6,1,9.3,1
"14:15:00 09/09/1996",NA,NA,45,65,100,65,12.2,65,7.1,65,0.005,65,0.31,65,0.52,65,0.02,65,14,65,13,65,9.8,65
"14:15:00 10/03/2015",NA,NA,80,1,107,1,9.2,1,7.2,1,0.003,1,0.45,1,0.2,1,0.028,1,13,1,10.5,1,20.6,1
"14:20:00 03/03/2020",NA,NA,60,1,88,1,9.2,1,6.6,1,0.005,1,0.4,1,0.19,1,0.032,1,16,1,8.3,1,16.5,1
"14:20:00 04/06/2019",NA,NA,70,1,174,1,11.2,1,7.09,1,0.003,1,0.51,1,0.41,1,0.045,1,2,1,18.6,1,8.8,1
"14:20:00 11/06/1996",NA,NA,43,65,99,65,11.5,65,6.9,65,0.007,65,0.23,65,0.43,65,0.03,65,10,65,6.4,65,9.5,65
"14:23:00 08/06/2017",NA,NA,56,1,105,1,11.9,1,7.1,1,0.01,1,0.41,1,0.29,1,0.039,1,17,1,15.6,1,7.2,1
"14:28:00 15/05/1996",NA,NA,55,65,110,65,10.4,65,6.8,65,0.004,65,0.39,65,0.36,65,0.03,65,15,65,10,65,11,65
"14:29:00 05/01/2016",NA,NA,56,1,91,1,8.7,1,7.2,1,0.014,1,0.34,1,0.17,1,0.036,1,12,1,8.7,1,19.1,1
"14:30:00 02/07/2013",NA,NA,40,1,117,1,12,1,7.2,1,0.003,1,0.24,1,0.4,1,0.021,1,6,1,7,1,9.7,1
"14:30:00 02/12/2020",NA,NA,50,1,81.6,1,9.4,1,6.8,1,0.004,1,0.3,1,0.28,1,0.039,1,18,1,14.2,1,16,1
"14:30:00 03/08/2011",NA,NA,40,1,91,1,12.2,1,7,1,0.003,1,0.27,1,0.57,1,0.027,1,11,1,12.8,1,9.6,1
"14:30:00 03/11/2009",NA,NA,50,1,97.3,1,8.3,1,6.8,1,0.001,1,0.19,1,0.278,1,0.025,1,8,1,11.7,1,18.9,1
"14:30:00 04/10/2011",NA,NA,72,1,115,1,10.5,1,6.9,1,0.009,1,0.55,1,0.61,1,0.044,1,16,1,21.1,1,12.1,1
"14:30:00 05/01/2011",NA,NA,40,1,83,1,8,1,7.4,1,0.003,1,0.39,1,0.26,1,0.022,1,5,1,8,1,20.7,1
"14:30:00 06/12/2011",NA,NA,60,1,108,1,8.7,1,7.2,1,0.008,1,0.35,1,0.44,1,0.03,1,12,1,14.1,1,14.2,1
"14:30:00 07/05/2012",NA,NA,64,1,96,1,9.9,1,7.3,1,0.003,1,0.39,1,0.36,1,0.031,1,15,1,12.6,1,11.2,1
"14:30:00 08/09/2010",NA,NA,80,1,113,1,10.7,1,6.9,1,0.006,1,0.51,1,0.55,1,0.042,1,17,1,21.7,1,10.6,1
"14:30:00 09/01/2017",NA,NA,72,1,80,1,7.9,1,7.2,1,0.007,1,0.31,1,0.19,1,0.034,1,16,1,12.8,1,22.5,1
"14:34:00 08/09/2015",NA,NA,10,1,94,1,11.3,1,6.5,1,0.003,1,0.35,1,0.49,1,0.037,1,25,1,15.4,1,8.8,1
"14:35:00 02/03/2009",NA,NA,38,65,78,65,9.7,65,7.4,65,0.003,65,0.25,65,0.008,65,0.03,65,7,65,7.8,65,20.3,65
"14:35:00 03/02/2010",NA,NA,55,1,75.1,1,7.6,1,7.1,1,0.007,1,0.28,1,0.066,1,0.035,1,5,1,6.3,1,27,1
"14:35:00 11/04/2017",NA,NA,64,1,91,1,10.1,1,7.3,1,0.005,1,0.51,1,0.21,1,0.056,1,18,1,19.3,1,13.5,1
"14:40:00 06/10/2010",NA,NA,45,1,92,1,9.5,1,7.6,1,0.003,1,0.29,1,0.39,1,0.035,1,14,1,10.5,1,14.1,1
"14:45:00 08/01/2008",NA,NA,55,65,89,65,7.5,65,7.1,65,0.003,65,0.2,65,0.09,65,0.02,65,11,65,8,65,24.2,65
"14:45:00 11/04/1996",NA,NA,86,65,120,65,9.4,65,6.8,65,0.003,65,0.36,65,0.26,65,0.04,65,19,65,15,65,12.5,65
"14:48:00 06/12/2017",NA,NA,100,1,92,1,8.8,1,6.8,1,0.007,1,0.76,1,0.38,1,0.08,1,39,1,29.4,1,17,1
"14:50:00 01/06/2020",NA,NA,40,1,100.6,1,10.8,1,7.05,1,0.005,1,0.3,1,0.41,1,0.027,1,14,1,5.9,1,9.4,1
"14:50:00 04/06/2008",NA,NA,45,65,100,65,10.9,65,6.9,65,0.003,65,0.2,65,0.26,65,0.01,65,5,65,5.2,65,10.8,65
"15:00:00 03/02/2021",NA,NA,50,1,87.5,1,9.2,1,6.9,1,0.003,1,0.38,1,0.2,1,0.027,1,14,1,11.3,1,17.4,1
"15:00:00 03/04/2012",NA,NA,50,1,89,1,8.9,1,7.4,1,0.005,1,0.33,1,0.29,1,0.03,1,16,1,9.8,1,18.1,1
"15:00:00 03/09/2019",NA,NA,40,1,112,1,10.78,1,6.87,1,0.003,1,0.45,1,0.54,1,0.037,1,22,1,16.6,1,11,1
"15:00:00 04/01/2012",NA,NA,50,1,79,1,7.6,1,7,1,0.007,1,0.39,1,0.27,1,0.034,1,11,1,13.3,1,21.5,1
"15:00:00 04/06/2013",NA,NA,88,1,116,1,10.7,1,6.7,1,0.003,1,0.37,1,0.32,1,0.028,1,14,1,16.5,1,11.1,1
"15:00:00 04/09/2013",NA,NA,50,1,103,1,10.6,1,6.8,1,0.003,1,0.29,1,0.4,1,0.024,1,7,1,9.5,1,14.3,1
"15:00:00 05/04/2011",NA,NA,50,1,97,1,9.5,1,7.2,1,0.003,1,0.34,1,0.3,1,0.03,1,18,1,15.4,1,15.4,1
"15:00:00 06/10/2008",NA,NA,70,65,115,65,9.6,65,7.2,65,0.003,65,0.41,65,0.26,65,0.04,65,9,65,14.3,65,11.5,65
"15:00:00 07/07/2010",NA,NA,50,1,103,1,11.3,1,7.2,1,0.003,1,0.26,1,0.31,1,0.015,1,7,1,6.3,1,7.7,1
"15:00:00 08/10/2013",NA,NA,65,1,112,1,10.4,1,7.2,1,0.003,1,0.26,1,0.4,1,0.024,1,7,1,8.7,1,14.2,1
"15:00:00 11/03/2014",NA,NA,45,1,89,1,9,1,7.2,1,0.003,1,0.22,1,0.2,1,0.044,1,10,1,6.6,1,20.6,1
"15:00:00 12/08/2014",NA,NA,80,1,105,1,11.7,1,6.9,1,0.004,1,0.37,1,0.45,1,0.023,1,16,1,13.3,1,8,1
"15:04:00 04/07/2016",NA,NA,64,1,110,1,12.4,1,7,1,0.006,1,0.54,1,0.38,1,0.035,1,13,1,15.1,1,8.8,1
"15:10:00 02/03/2010",NA,NA,45,1,73.8,1,9.2,1,7.2,1,0.005,1,0.18,1,0.131,1,0.015,1,6,1,5.3,1,20.2,1
"15:20:00 02/06/2010",NA,NA,90,1,111,1,10.2,1,7.2,1,0.015,1,0.32,1,0.256,1,0.056,1,48,1,18.3,1,11.5,1
"15:20:00 03/09/2014",NA,NA,80,1,88,1,11.2,1,7,1,0.004,1,0.57,1,0.4,1,0.062,1,42,1,32.5,1,10.4,1
"15:20:00 14/11/2007",NA,NA,60,65,100,65,8.9,65,7.1,65,0.003,65,0.38,65,0.28,65,0.03,65,9,65,9,65,20.1,65
"15:30:00 04/05/2011",NA,NA,50,1,120,1,9.2,1,7.1,1,0.003,1,0.38,1,0.34,1,0.037,1,16,1,15.5,1,11.9,1
"15:30:00 04/08/2010",NA,NA,100,1,123,1,9.6,1,6.8,1,0.003,1,0.78,1,0.65,1,0.063,1,29,1,23.8,1,9.6,1
"15:30:00 04/12/2012",NA,NA,65,1,105,1,8.7,1,7.2,1,0.003,1,0.43,1,0.28,1,0.035,1,13,1,14.6,1,15.5,1
"15:30:00 05/09/2011",NA,NA,40,1,87,1,10.3,1,7.2,1,0.003,1,0.27,1,0.48,1,0.027,1,11,1,11.2,1,13.9,1
"15:30:00 06/07/2011",NA,NA,60,1,91,1,11.2,1,7.1,1,0.003,1,0.31,1,0.45,1,0.034,1,24,1,22.7,1,7.9,1
"15:30:00 08/03/2011",NA,NA,56,1,90,1,9.1,1,7,1,0.003,1,0.3,1,0.28,1,0.023,1,10,1,10.7,1,17.7,1
"15:30:00 11/06/2014",NA,NA,70,1,132,1,11.6,1,7.2,1,0.004,1,0.3,1,0.36,1,0.023,1,6,1,8.4,1,9.2,1
"15:30:00 12/11/2013",NA,NA,70,1,101,1,9.7,1,7.2,1,0.003,1,0.32,1,0.29,1,0.025,1,9,1,11,1,12.7,1
"15:35:00 07/07/2015",NA,NA,50,1,113,1,11.3,1,6.6,1,0.005,1,0.16,1,0.35,1,0.027,1,7,1,7.9,1,8.5,1
"15:35:00 12/06/2007",NA,NA,50,65,126,65,8.9,65,7.1,65,0.003,65,0.24,65,0.35,65,0.01,65,5,65,9.4,65,9.6,65
"15:40:00 04/05/2009",NA,NA,45,65,118,65,10,65,6.6,65,0.003,65,0.2,65,0.18,65,0.01,65,8,65,6.7,65,11.4,65
"15:40:00 06/07/2009",NA,NA,150,1,100.2,1,9.9,1,6.8,1,0.001,1,0.53,1,0.214,1,0.031,1,18,1,14.3,1,8.7,1
"15:45:00 01/04/2009",NA,NA,40,65,69,65,8.6,65,6.6,65,0.003,65,0.25,65,0.04,65,0.01,65,6,65,5.2,65,20.3,65
"15:45:00 02/07/2014",NA,NA,NA,180,117,1,11.1,1,6.8,1,0.003,1,0.48,1,0.8,1,0.041,1,18,1,21.5,1,9.5,1
"15:45:00 02/09/2009",NA,NA,90,1,87.6,1,9.9,1,6.5,1,0.002,1,0.17,1,0.303,1,0.005,1,10,1,11.6,1,10.9,1
"15:45:00 03/07/2014",NA,NA,90,1,NA,NA,NA,NA,NA,NA,0.003,1,0.48,1,0.8,1,0.041,1,18,1,NA,NA,NA,NA
"15:50:00 05/08/2009",NA,NA,70,1,112.9,1,9.9,1,7.3,1,0.001,1,0.13,1,0.245,1,0.005,1,7,1,8.7,1,10.2,1
"16:00:00 01/06/2011",NA,NA,50,1,116,1,11.2,1,7,1,0.003,1,0.32,1,0.44,1,0.029,1,9,1,9.5,1,8.8,1
"16:00:00 07/05/2019",NA,NA,70,1,91.8,1,10.39,1,7.15,1,0.003,1,0.4,1,0.19,1,0.021,1,12,1,9.2,1,11.4,1
"16:00:00 07/08/2012",NA,NA,56,1,105,1,10.6,1,7.4,1,0.004,1,0.45,1,0.45,1,0.041,1,22,1,20.3,1,8.8,1
"16:00:00 07/08/2013",NA,NA,70,1,118,1,11.1,1,7.3,1,0.003,1,0.47,1,0.39,1,0.041,1,20,1,21.9,1,9.3,1
"16:30:00 04/09/2012",NA,NA,50,1,107,1,11.2,1,7.3,1,0.003,1,0.34,1,0.49,1,0.027,1,21,1,11.9,1,11.7,1
"17:02:00 04/08/2015",NA,NA,80,1,110,1,11.7,1,6.9,1,0.006,1,0.62,1,0.44,1,0.066,1,54,1,40.2,1,7.2,1
