"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"10:35:00 15/09/1999",NA,NA,1,65,11,65,50,65,58,65,60,65,NA,NA,10.6,65,7.3,65,0.003,65,NA,NA,NA,NA,0.2,65,0.8,65,NA,NA,0.32,65,1.9,65,NA,NA,7.7,65,1,65,9,65,NA,NA,NA,NA,0.01,65,6,65,2.3,65,8.9,65,7.2,65
"10:35:00 18/06/2002",NA,NA,1.2,65,10,65,70,65,62,65,58,65,NA,NA,10.5,65,6.8,65,0.003,65,NA,NA,NA,NA,0.25,65,1,65,NA,NA,0.3,65,1.9,65,NA,NA,7.7,65,2,65,8,65,NA,NA,NA,NA,0.008,65,4,65,2.3,65,4.3,65,6.5,65
"10:35:00 22/01/2001",NA,NA,1.1,65,11,65,50,65,66,65,60,65,NA,NA,9.2,65,6.6,65,0.005,65,NA,NA,NA,NA,0.27,65,0.9,65,NA,NA,0.23,65,2,65,NA,NA,7.7,65,1,65,8,65,NA,NA,NA,NA,0.02,65,6,65,2.1,65,15.7,65,6.6,65
"10:38:00 21/04/1993",NA,NA,NA,NA,NA,NA,NA,NA,53,65,NA,NA,NA,NA,10.2,65,5.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,11.7,65,NA,NA
"10:40:00 01/06/1987",NA,NA,NA,NA,NA,NA,NA,NA,84,65,NA,NA,NA,NA,10.9,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,8.5,65,NA,NA
"10:40:00 04/11/1981",NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,NA,NA,10.3,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,10,65,NA,NA
"10:40:00 15/05/2002",NA,NA,1.3,65,11,65,45,65,58,65,60,65,NA,NA,10.6,65,6.8,65,0.003,65,NA,NA,NA,NA,0.26,65,0.9,65,NA,NA,0.27,65,1.6,65,NA,NA,7.6,65,2,65,9,65,NA,NA,NA,NA,0.01,65,8,65,3.1,65,7.4,65,7.2,65
"10:40:00 18/06/1985",NA,NA,NA,NA,NA,NA,NA,NA,81,65,NA,NA,NA,NA,11.3,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,6.5,65,NA,NA
"10:40:00 21/08/1978",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,10.4,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,7.6,65,NA,NA
"10:42:00 03/08/1995",NA,NA,NA,NA,NA,NA,65,65,38,65,NA,NA,NA,NA,7.2,65,6.6,65,0.003,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,10,65,2.4,65,7,65,NA,NA
"10:45:00 04/06/1986",NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,NA,NA,11.8,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,65,7,65,NA,NA
"10:45:00 07/10/2009",NA,NA,NA,NA,NA,NA,120,1,61.8,1,NA,NA,NA,NA,11.8,1,4.5,1,0.02,1,NA,NA,NA,NA,0.21,1,NA,NA,NA,NA,0.313,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,1,5,1,6.8,1,8.2,1,NA,NA
"10:45:00 09/09/2003",NA,NA,NA,NA,NA,NA,50,65,60,65,NA,NA,NA,NA,10.6,65,7,65,0.004,65,NA,NA,NA,NA,0.19,65,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,NA,NA,6.7,65,NA,NA
"10:45:00 16/08/1999",NA,NA,1.2,65,10,65,100,65,52,65,56,65,NA,NA,10.9,65,6.6,65,0.003,65,NA,NA,NA,NA,0.34,65,0.9,65,NA,NA,0.28,65,1.6,65,NA,NA,7,65,1,65,8,65,NA,NA,NA,NA,0.01,65,7,65,3.1,65,8,65,6.9,65
"10:45:00 18/01/1982",NA,NA,1.2,65,11,65,60,65,60,65,NA,NA,NA,NA,8.4,65,7.5,65,NA,NA,12,65,0.31,65,0.35,65,0.9,65,0.01,65,0.26,65,1.7,65,15,65,7.4,65,2,65,7.9,65,58,65,6,65,0.01,65,12,65,1.9,65,13.6,65,NA,NA
"10:45:00 20/07/1977",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,12.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,6,65,NA,NA
"10:46:00 01/02/2012",NA,NA,NA,NA,NA,NA,80,1,59,1,NA,NA,NA,NA,10.8,1,5.9,1,0.003,1,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,1,12,1,10.9,1,12.3,1,NA,NA
"10:48:00 06/06/1995",NA,NA,NA,NA,NA,NA,60,65,85,65,NA,NA,NA,NA,11,65,6.3,65,0.003,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,16,65,11,65,8,65,NA,NA
"10:50:00 01/02/1980",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,NA,180,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,12.6,65,NA,NA
"10:50:00 02/08/1983",NA,NA,1.4,65,10,65,80,65,66,65,NA,NA,NA,NA,12.3,65,6.8,65,NA,NA,8,65,0.93,65,0.4,65,1,65,0.03,65,0.32,65,2,65,14,65,7.4,65,2,65,10,65,59,65,NA,NA,0.02,65,120,65,6.4,65,5.8,65,NA,NA
"10:50:00 16/06/1998",NA,NA,1.2,65,10,65,76,65,67,65,60,65,NA,NA,11.2,65,7,65,0.004,65,NA,NA,NA,NA,0.32,65,0.9,65,NA,NA,0.31,65,1.8,65,NA,NA,7.5,65,2,65,7,65,NA,NA,NA,NA,0.006,65,8,65,3.2,65,8.6,65,6.5,65
"10:50:00 18/07/1978",NA,NA,NA,NA,NA,NA,NA,NA,59,65,NA,NA,NA,NA,9.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,7.8,65,NA,NA
"10:50:00 19/04/1979",NA,NA,1.3,65,9.3,65,120,65,58,65,NA,NA,NA,NA,9.3,65,7.1,65,NA,NA,8,65,0.78,65,0.5,65,0.9,65,0.02,65,0.23,65,1.7,65,14,65,7,65,1,65,7.4,65,45,65,18,65,0.02,65,15,65,7.2,65,10.8,65,NA,NA
"10:50:00 23/02/1978",NA,NA,NA,NA,NA,NA,NA,NA,72,65,NA,NA,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,10,65,NA,NA
"10:50:00 26/04/1999",NA,NA,1.3,65,11,65,50,65,52,65,60,65,NA,NA,9.4,65,7.2,65,0.003,65,NA,NA,NA,NA,0.15,65,1,65,NA,NA,0.28,65,1.7,65,NA,NA,7.8,65,1,65,8,65,NA,NA,NA,NA,0.01,65,4,65,1.6,65,7.2,65,6.5,65
"10:55:00 05/05/1987",NA,NA,1.3,65,11,65,80,65,64,65,NA,NA,NA,NA,11.5,65,6.5,65,NA,NA,8,65,0.51,65,0.3,65,1,65,0.02,65,0.24,65,1.8,65,15,65,8,65,1.3,65,8,65,NA,NA,5,65,0.01,65,10,65,4.7,65,8.3,65,NA,NA
"10:55:00 09/02/1982",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,10,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,13,65,NA,NA
"10:55:00 10/06/1999",NA,NA,1.1,65,11,65,70,65,56,65,60,65,NA,NA,8.9,65,6.8,65,0.005,65,NA,NA,NA,NA,0.22,65,0.9,65,NA,NA,0.35,65,1.7,65,NA,NA,7.3,65,1,65,8,65,NA,NA,NA,NA,0.01,65,6,65,6.5,65,9.7,65,7.3,65
"10:58:00 03/08/1981",NA,NA,NA,NA,NA,NA,NA,NA,61,65,NA,NA,NA,NA,11.4,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,65,8.5,65,NA,NA
"11:00:00 02/05/2013",NA,NA,NA,NA,NA,NA,72,1,61,1,NA,NA,NA,NA,11.2,1,5.8,1,0.003,1,NA,NA,NA,NA,0.57,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,1,24,1,18.3,1,8.8,1,NA,NA
"11:00:00 02/11/1979",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,11,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,9,65,NA,NA
"11:00:00 03/11/2011",NA,NA,NA,NA,NA,NA,80,1,57,1,NA,NA,NA,NA,11,1,6.4,1,0.003,1,NA,NA,NA,NA,0.42,1,NA,NA,NA,NA,0.34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,11,1,9.7,1,10.6,1,NA,NA
"11:00:00 05/06/1984",NA,NA,NA,NA,NA,NA,NA,NA,73,65,NA,NA,NA,NA,10.1,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,7.2,65,NA,NA
"11:00:00 07/04/2011",NA,NA,NA,NA,NA,NA,50,1,62,1,NA,NA,NA,NA,10.5,1,5.4,1,0.003,1,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,3,1,3.6,1,12.1,1,NA,NA
"11:00:00 12/02/1986",NA,NA,0.9,65,11,65,40,65,59,65,NA,NA,NA,NA,11.3,65,6.6,65,NA,NA,5,65,0.43,65,0.2,65,0.6,65,0.02,65,0.31,65,1.9,65,14,65,7.4,65,1.3,65,8,65,49,65,3,65,0.01,65,12,65,3.6,65,10,65,NA,NA
"11:00:00 14/05/1986",NA,NA,1.2,65,10,65,40,65,63,65,NA,NA,NA,NA,11.2,65,6.7,65,NA,NA,6,65,0.45,65,0.25,65,0.9,65,0.01,65,0.33,65,1.5,65,15,65,8.1,65,1.3,65,9,65,50,65,5,65,0.01,65,8,65,4.5,65,6.5,65,NA,NA
"11:00:00 15/07/2002",NA,NA,1.2,65,11,65,50,65,58,65,60,65,NA,NA,14.1,65,6.8,65,0.003,65,NA,NA,NA,NA,0.14,65,0.9,65,NA,NA,0.38,65,1.5,65,NA,NA,7.7,65,1,65,7,65,NA,NA,NA,NA,0.008,65,7,65,17,65,7.5,65,6.6,65
"11:00:00 17/07/2001",NA,NA,1.3,65,11,65,70,65,67,65,62,65,NA,NA,11,65,6.8,65,0.003,65,NA,NA,NA,NA,0.27,65,1,65,NA,NA,0.27,65,1.8,65,NA,NA,8,65,1,65,8,65,NA,NA,NA,NA,0.01,65,6,65,1.9,65,8.9,65,6.6,65
"11:00:00 18/08/1998",NA,NA,1.2,65,9,65,55,65,52,65,59,65,NA,NA,11.2,65,6.7,65,0.006,65,NA,NA,NA,NA,0.18,65,0.9,65,NA,NA,0.4,65,1.8,65,NA,NA,7.7,65,1,65,9,65,NA,NA,NA,NA,0.009,65,4,65,3.5,65,8.5,65,6.7,65
"11:00:00 20/10/1981",NA,NA,1.1,65,10,65,40,65,56,65,NA,NA,NA,NA,11.1,65,3.9,65,NA,NA,6,65,0.23,65,0.35,65,0.8,65,0.01,65,0.32,65,1.5,65,13,65,6.7,65,2,65,6.7,65,69,65,5,65,0.01,65,2,65,3.2,65,8.5,65,NA,NA
"11:05:00 01/07/2009",NA,NA,NA,NA,NA,NA,49,1,56.6,1,NA,NA,NA,NA,10.5,1,6.8,1,0.004,1,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA,0.424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,5,1,9.8,1,8.7,1,NA,NA
"11:05:00 05/09/1984",NA,NA,NA,NA,NA,NA,NA,NA,70,65,NA,NA,NA,NA,11.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,65,6.2,65,NA,NA
"11:05:00 08/05/1985",NA,NA,1.6,65,11,65,50,65,79,65,NA,NA,NA,NA,10.3,65,6.8,65,NA,NA,11,65,0.85,65,0.3,65,1,65,0.03,65,0.31,65,1.9,65,15,65,7.7,65,1.3,65,9.3,65,59,65,NA,NA,0.02,65,21,65,11,65,8.2,65,NA,NA
"11:05:00 18/09/1984",NA,NA,NA,NA,NA,NA,NA,NA,55,65,NA,NA,NA,NA,10.9,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,9,65,NA,NA
"11:10:00 01/05/2012",NA,NA,NA,NA,NA,NA,64,1,60,1,NA,NA,NA,NA,10.5,1,6.3,1,0.003,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,12,1,13,1,13.4,1,NA,NA
"11:10:00 01/11/1995",NA,NA,NA,NA,NA,NA,45,65,66,65,NA,NA,NA,NA,10.2,65,6.6,65,0.003,65,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,3.1,65,10,65,NA,NA
"11:10:00 02/09/2010",NA,NA,NA,NA,NA,NA,90,1,52,1,NA,NA,NA,NA,8.9,1,6.7,1,0.003,1,NA,NA,NA,NA,0.38,1,NA,NA,NA,NA,0.33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,8,1,7,1,8.4,1,NA,NA
"11:10:00 12/08/1976",NA,NA,NA,NA,NA,NA,NA,NA,52,65,NA,NA,NA,NA,11.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,65,NA,NA
"11:10:00 12/08/1985",NA,NA,6.9,65,12,65,90,65,73,65,NA,NA,NA,NA,8.9,65,6.1,65,NA,NA,22,65,0.46,65,0.15,65,1.1,65,0.01,65,0.47,65,1.5,65,12,65,7,65,1.5,65,13,65,41,65,5,65,0.01,65,5,65,3.5,65,7,65,NA,NA
"11:10:00 15/05/1984",NA,NA,1.3,65,11,65,40,65,69,65,NA,NA,NA,NA,12,65,7,65,NA,NA,6,65,0.28,65,0.8,65,1,65,0.01,65,0.36,65,1.6,65,15,65,7.8,65,2,65,8,65,64,65,4,65,0.005,65,6,65,2.6,65,7.5,65,NA,NA
"11:10:00 15/07/1986",NA,NA,NA,NA,NA,NA,NA,NA,74,65,NA,NA,NA,NA,12.7,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,6,65,NA,NA
"11:10:00 16/07/1979",NA,NA,1.4,65,11,65,50,65,60,65,NA,NA,NA,NA,11.1,65,6.9,65,NA,NA,12,65,0.28,65,1.9,65,0.9,65,0.02,65,0.37,65,1.7,65,16,65,7.3,65,1,65,8.2,65,57,65,5,65,0.005,65,6,65,2.4,65,5.9,65,NA,NA
"11:10:00 18/05/1983",NA,NA,1.5,65,12,65,60,65,70,65,NA,NA,NA,NA,12,65,7.8,65,NA,NA,8,65,0.27,65,0.45,65,1,65,0.02,65,0.31,65,2,65,15,65,7.9,65,2,65,7.7,65,59,65,7,65,0.01,65,5,65,2.5,65,4.5,65,NA,NA
"11:15:00 06/02/2003",0.002,65,NA,NA,NA,NA,30,65,77,65,NA,NA,NA,NA,8.7,65,6.7,65,0.003,65,NA,NA,NA,NA,0.26,65,NA,NA,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,4,65,2.1,65,15.4,65,NA,NA
"11:15:00 07/06/2011",NA,NA,NA,NA,NA,NA,60,1,86,1,NA,NA,NA,NA,10.6,1,5.9,1,0.003,1,NA,NA,NA,NA,0.28,1,NA,NA,NA,NA,0.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,1,8,1,6.2,1,8.1,1,NA,NA
"11:15:00 10/08/1987",NA,NA,NA,NA,NA,NA,NA,NA,56,65,NA,NA,NA,NA,11,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,65,7.5,65,NA,NA
"11:15:00 10/08/2009",NA,NA,NA,NA,NA,NA,70,1,54.9,1,NA,NA,NA,NA,10.7,1,3.4,1,0.009,1,NA,NA,NA,NA,0.15,1,NA,NA,NA,NA,0.293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,1,2,1,4.3,1,7,1,NA,NA
"11:15:00 14/10/1983",NA,NA,NA,NA,NA,NA,NA,NA,78,65,NA,NA,NA,NA,10.1,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,12,65,NA,NA
"11:15:00 15/10/1996",NA,NA,0.9,65,11,65,45,65,96,65,52,65,NA,NA,8.4,65,7.1,65,0.003,65,NA,NA,NA,NA,0.16,65,0.8,65,NA,NA,0.4,65,1.6,65,NA,NA,6.7,65,1.2,65,6,65,NA,NA,NA,NA,0.02,65,19,65,2.8,65,12,65,6.6,65
"11:15:00 22/04/1981",NA,NA,1.1,65,11,65,50,65,71,65,NA,NA,NA,NA,11.3,65,7.2,65,NA,NA,10,65,0.22,65,0.25,65,0.8,65,0.02,65,0.3,65,1.4,65,17,65,7.1,65,2,65,8.2,65,74,65,4,65,0.01,65,4,65,2.3,65,7.5,65,NA,NA
"11:15:00 26/07/1999",NA,NA,1.3,65,11,65,55,65,45,65,60,65,NA,NA,12,65,7,65,0.003,65,NA,NA,NA,NA,0.28,65,1,65,NA,NA,0.35,65,2.1,65,NA,NA,7.4,65,1,65,8,65,NA,NA,NA,NA,0.01,65,5,65,2.2,65,5.7,65,6.6,65
"11:18:00 04/07/1984",NA,NA,NA,NA,NA,NA,NA,NA,80,65,NA,NA,NA,NA,11.2,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,6.4,65,NA,NA
"11:20:00 03/09/2012",NA,NA,NA,NA,NA,NA,55,1,56,1,NA,NA,NA,NA,11.1,1,5.9,1,0.003,1,NA,NA,NA,NA,0.33,1,NA,NA,NA,NA,0.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,12,1,8.5,1,7.2,1,NA,NA
"11:20:00 07/09/2011",NA,NA,NA,NA,NA,NA,70,1,59,1,NA,NA,NA,NA,10.6,1,6.7,1,0.003,1,NA,NA,NA,NA,0.45,1,NA,NA,NA,NA,0.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,20,1,10.9,1,8.8,1,NA,NA
"11:20:00 08/11/2012",NA,NA,NA,NA,NA,NA,60,1,66,1,NA,NA,NA,NA,9.6,1,NA,180,0.003,1,NA,NA,NA,NA,0.41,1,NA,NA,NA,NA,0.34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,18,1,8.9,1,12.4,1,NA,NA
"11:20:00 14/04/1982",NA,NA,1.2,65,11,65,40,65,71,65,NA,NA,NA,NA,10.5,65,7,65,NA,NA,8,65,0.18,65,0.2,65,0.9,65,0.01,65,0.25,65,1.7,65,16,65,7.6,65,2,65,10,65,54,65,4,65,0.01,65,5,65,0.9,65,9.4,65,NA,NA
"11:20:00 21/12/1977",NA,NA,NA,NA,NA,NA,NA,NA,68,65,NA,NA,NA,NA,16,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,10,65,NA,NA
"11:25:00 05/01/2005",NA,NA,NA,NA,NA,NA,75,65,55,65,NA,NA,NA,NA,NA,NA,6.1,65,0.003,65,NA,NA,NA,NA,0.63,65,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,42,65,27,65,12.8,65,NA,NA
"11:25:00 15/12/2004",NA,NA,NA,NA,NA,NA,70,65,56,65,NA,NA,NA,NA,10.6,65,6.7,65,0.003,65,NA,NA,NA,NA,0.31,65,NA,NA,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,9,65,7.4,65,12.5,65,NA,NA
"11:25:00 23/02/1983",NA,NA,2.9,65,13,65,50,65,100,65,NA,NA,NA,NA,8.4,65,7.1,65,NA,NA,18,65,0.38,65,0.6,65,1.8,65,0.03,65,0.28,65,4.2,65,15,65,9.9,65,6,65,13,65,NA,NA,14,65,0.02,65,4,65,2.3,65,15.6,65,NA,NA
"11:25:00 30/09/1983",NA,NA,NA,NA,NA,NA,NA,NA,60,65,NA,NA,NA,NA,11.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,8,65,NA,NA
"11:27:00 08/11/1984",NA,NA,1.1,65,11,65,40,65,59,65,NA,NA,NA,NA,10.1,65,6.6,65,NA,NA,6.8,65,0.58,65,0.25,65,0.9,65,0.01,65,NA,NA,1.4,65,13,65,7.2,65,1.4,65,6,65,50,65,4,65,NA,NA,10,65,2.7,65,12.5,65,NA,NA
"11:30:00 02/05/2014",NA,NA,NA,NA,NA,NA,70,1,61,1,NA,NA,NA,NA,11.9,1,5.7,1,0.003,1,NA,NA,NA,NA,0.34,1,NA,NA,NA,NA,0.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,1,10,1,7,1,9.8,1,NA,NA
"11:30:00 02/06/1976",NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,NA,NA,11.6,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11.5,65,NA,NA
"11:30:00 03/03/2014",NA,NA,NA,NA,NA,NA,55,1,60,1,NA,NA,NA,NA,10.9,1,5.5,1,0.003,1,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,7,1,7.1,1,14.2,1,NA,NA
"11:30:00 03/06/2010",NA,NA,NA,NA,NA,NA,57,1,78,1,NA,NA,NA,NA,11.3,1,7.3,1,0.009,1,NA,NA,NA,NA,0.05,1,NA,NA,NA,NA,0.447,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,4,1,3.5,1,8.5,1,NA,NA
"11:30:00 05/02/1976",NA,NA,NA,NA,NA,NA,NA,NA,60,65,NA,NA,NA,NA,NA,180,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,22,65,NA,NA
