"Date","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"11:15:00 13/07/2005",NA,NA,NA,NA,90,65,108,65,NA,NA,10.2,65,7.3,65,0.01,65,0.4,65,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,11,65,18,65,NA,NA,NA,NA
"11:15:00 15/06/2006",NA,NA,NA,NA,20,65,85,65,NA,NA,11.7,65,6.9,65,0.003,65,0.18,65,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,9,65,2.2,65,8.4,65,NA,NA
"11:15:00 21/04/1978",NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,180,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,65,14,65,NA,NA
"11:20:00 25/10/2006",NA,NA,NA,NA,25,65,NA,NA,NA,NA,10.6,65,6.4,65,0.003,65,0.2,65,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,6,65,7,65,16.6,65,NA,NA
"11:25:00 13/09/2005",NA,NA,NA,NA,35,65,86,65,NA,NA,10,65,7.1,65,0.003,65,0.17,65,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,6,65,8.4,65,NA,NA,NA,NA
"11:25:00 13/10/2005",NA,NA,NA,NA,35,65,84,65,NA,NA,9.2,65,6.8,65,0.003,65,0.17,65,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,4,65,4.7,65,NA,NA,NA,NA
"11:25:00 24/02/2010",NA,NA,NA,NA,52,1,108.3,1,NA,NA,7.2,1,6.8,1,0.003,1,0.21,1,NA,NA,0.076,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,13,1,12.8,1,20,1,NA,NA
"11:30:00 27/04/2006",NA,NA,NA,NA,20,65,NA,NA,NA,NA,NA,NA,NA,NA,0.004,65,0.17,65,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,NA,NA,NA,NA,NA,NA
"11:30:00 29/08/1994",NA,NA,NA,NA,5,65,100,65,NA,NA,10.2,65,6.9,65,0.003,65,0.2,65,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,3.2,65,12.5,65,NA,NA
"11:35:00 26/07/2006",NA,NA,NA,NA,35,65,89,65,NA,NA,11.5,65,6.8,65,0.003,65,0.18,65,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,8.5,65,10.8,65,NA,NA
"11:35:00 27/04/2006",NA,NA,NA,NA,NA,NA,71,65,NA,NA,10.7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,65,14.1,65,NA,NA
"11:40:00 22/02/2007",NA,NA,NA,NA,40,65,123,65,NA,NA,6.6,65,7,65,0.003,65,0.25,65,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,9,65,NA,NA,24.3,65,NA,NA
"11:45:00 16/12/2009",NA,NA,NA,NA,25,1,93.5,1,NA,NA,7.6,1,7.1,1,0.005,1,0.08,1,NA,NA,0.045,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,1,1,7,1,21.9,1,NA,NA
"11:50:00 16/03/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,1,NA,NA,NA,NA,NA,NA,NA,NA
"11:50:00 28/08/2008",NA,NA,NA,NA,18,65,107,65,NA,NA,10.5,65,6.9,65,0.003,65,0.13,65,NA,NA,0.27,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,6,65,9.1,65,10.3,65,NA,NA
"11:55:00 21/10/2010",NA,NA,NA,NA,50,1,100,1,NA,NA,9.2,1,6.9,1,0.003,1,0.22,1,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.025,1,2,1,15.2,1,15.1,1,NA,NA
"12:00:00 09/01/1991",NA,NA,NA,NA,NA,NA,97,65,NA,NA,9.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,18,65,NA,NA
"12:00:00 18/04/1991",NA,NA,NA,NA,NA,NA,110,65,NA,NA,10.4,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,14,65,NA,NA
"12:00:00 24/11/1992",NA,NA,NA,NA,NA,NA,78,65,NA,NA,9.2,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,65,16,65,NA,NA
"12:00:00 30/09/1993",NA,NA,NA,NA,NA,NA,53,65,NA,NA,10.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,13,65,NA,NA
"12:00:00 30/09/2009",NA,NA,NA,NA,70,1,97.2,1,NA,NA,9.5,1,7.3,1,0.011,1,0.18,1,NA,NA,0.458,1,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,23,1,37.4,1,12.5,1,NA,NA
"12:02:00 19/11/1991",NA,NA,NA,NA,NA,NA,160,65,NA,NA,8.1,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,17,65,NA,NA
"12:10:00 05/12/2007",NA,NA,NA,NA,45,65,117,65,NA,NA,7.1,65,7.3,65,0.003,65,0.21,65,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,30,65,33.6,65,21.5,65,NA,NA
"12:10:00 24/11/2011",NA,NA,NA,NA,60,1,112,1,NA,NA,7.4,1,7.1,1,0.017,1,0.44,1,NA,NA,0.096,1,NA,NA,NA,NA,NA,NA,NA,NA,0.07,1,27,1,26.3,1,18.6,1,NA,NA
"12:15:00 08/05/1992",NA,NA,NA,NA,NA,NA,75,65,NA,NA,9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,14,65,NA,NA
"12:15:00 12/07/1977",NA,NA,NA,NA,NA,NA,62,65,NA,NA,11.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,65,6.5,65,NA,NA
"12:25:00 06/06/1979",NA,NA,NA,NA,NA,NA,82,65,NA,NA,11,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,9.5,65,NA,NA
"12:30:00 12/03/2009",NA,NA,NA,NA,18,65,69,65,NA,NA,8.3,65,6.2,65,0.003,65,0.17,65,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,7.3,65,19.5,65,NA,NA
"12:30:00 20/09/2007",NA,NA,NA,NA,25,65,107,65,NA,NA,10.1,65,6.4,65,0.003,65,0.26,65,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,31,65,29.6,65,12.8,65,NA,NA
"12:35:00 14/02/1996",NA,NA,NA,NA,50,65,82,65,NA,NA,9,65,7.6,65,0.003,65,0.3,65,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,18,65,9.8,65,16.7,65,NA,NA
"12:40:00 15/12/2011",NA,NA,NA,NA,40,1,111,1,NA,NA,8.1,1,7,1,0.004,1,0.28,1,NA,NA,0.077,1,NA,NA,NA,NA,NA,NA,NA,NA,0.037,1,15,1,16,1,19.8,1,NA,NA
"12:40:00 17/10/2007",NA,NA,NA,NA,30,65,101,65,NA,NA,8.8,65,7.1,65,0.003,65,0.2,65,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.19,65,20,65,24.8,65,16.1,65,NA,NA
"12:50:00 25/08/2011",NA,NA,NA,NA,25,1,122,1,NA,NA,9.9,1,7,1,0.008,1,0.21,1,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,0.026,1,10,1,13.5,1,11.6,1,NA,NA
"13:00:00 11/06/1993",NA,NA,NA,NA,NA,NA,75,65,NA,NA,11.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,10,65,NA,NA
"13:00:00 11/12/1997",3.3,65,12,65,25,65,88,65,94,65,7.8,65,7,65,0.003,65,0.22,65,3.1,65,0.1,65,2,65,9.7,65,4,65,23,65,0.03,65,16,65,5.1,65,21.5,65,7,65
"13:00:00 13/11/1996",3.3,65,12,65,20,65,96,65,98,65,9,65,6.5,65,0.005,65,0.2,65,3,65,0.16,65,1.3,65,9.4,65,3.9,65,23,65,0.02,65,7,65,3.4,65,16.5,65,7.1,65
"13:00:00 14/01/1993",NA,NA,NA,NA,NA,NA,130,65,NA,NA,8.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,20,65,NA,NA
"13:00:00 26/04/2012",NA,NA,NA,NA,20,1,91,1,NA,NA,8.7,1,7,1,0.003,1,0.35,1,NA,NA,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1,33,1,29.1,1,14.8,1,NA,NA
"13:05:00 21/11/2007",NA,NA,NA,NA,60,65,131,65,NA,NA,6.2,65,6.8,65,0.003,65,0.34,65,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,26,65,32.1,65,21.9,65,NA,NA
"13:10:00 15/02/2011",NA,NA,NA,NA,30,1,86,1,NA,NA,7.9,1,7,1,0.003,1,0.2,1,NA,NA,0.042,1,NA,NA,NA,NA,NA,NA,NA,NA,0.031,1,11,1,12,1,22.2,1,NA,NA
"13:10:00 27/10/2011",NA,NA,NA,NA,30,1,112,1,NA,NA,8.8,1,7.23,1,0.01,1,0.24,1,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,0.031,1,13,1,15.3,1,17.7,1,NA,NA
"13:10:00 31/03/2011",NA,NA,NA,NA,40,1,109,1,NA,NA,7.5,1,6.5,1,0.004,1,0.29,1,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,NA,NA,0.024,1,9,1,12.5,1,18.4,1,NA,NA
"13:15:00 04/01/1995",NA,NA,NA,NA,30,65,110,65,NA,NA,8.4,65,7.1,65,0.003,65,0.3,65,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,11,65,5.4,65,20.5,65,NA,NA
"13:15:00 06/03/1995",NA,NA,NA,NA,25,65,79,65,NA,NA,8.8,65,7.5,65,0.003,65,0.2,65,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,13,65,6.5,65,20,65,NA,NA
"13:15:00 13/02/1978",NA,NA,NA,NA,NA,NA,100,65,NA,NA,8.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,21,65,NA,NA
"13:15:00 18/11/2010",NA,NA,NA,NA,25,1,88,1,NA,NA,8.4,1,6.7,1,0.004,1,0.16,1,NA,NA,0.072,1,NA,NA,NA,NA,NA,NA,NA,NA,0.027,1,19,1,16.8,1,18.4,1,NA,NA
"13:15:00 19/10/1978",NA,NA,NA,NA,NA,NA,70,65,NA,NA,10,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,65,13,65,NA,NA
"13:15:00 29/04/2009",NA,NA,NA,NA,15,65,89,65,NA,NA,8.6,65,6.6,65,0.003,65,0.15,65,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,8.6,65,11.9,65,NA,NA
"13:20:00 08/05/1978",NA,NA,NA,NA,NA,NA,120,65,NA,NA,9.2,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,15.6,65,NA,NA
"13:20:00 20/03/2012",NA,NA,NA,NA,35,1,110,1,NA,NA,6.8,1,6.6,1,0.015,1,0.34,1,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,0.061,1,21,1,22.6,1,19.4,1,NA,NA
"13:30:00 03/06/1997",2.7,65,7,65,18,65,72,65,65,65,11.6,65,7.1,65,0.003,65,0.12,65,2.2,65,0.09,65,0.8,65,5.4,65,3.3,65,17,65,0.01,65,2,65,3.5,65,10,65,7.1,65
"13:30:00 07/01/1998",3.4,65,15,65,40,65,110,65,110,65,8.4,65,7.2,65,0.003,65,0.15,65,3.4,65,0.06,65,0.7,65,12,65,4,65,27,65,0.04,65,2,65,4.6,65,23.5,65,7,65
"13:30:00 08/11/1995",NA,NA,NA,NA,190,65,86,65,NA,NA,10.2,65,6.6,65,0.02,65,0.8,65,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,77,65,78,65,16,65,NA,NA
"13:30:00 10/01/1994",NA,NA,NA,NA,20,65,120,65,NA,NA,9,65,7.1,65,0.005,65,0.2,65,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,6,65,6.8,65,15.5,65,NA,NA
"13:30:00 26/04/1993",NA,NA,NA,NA,NA,NA,99,65,NA,NA,9.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,65,14,65,NA,NA
"13:30:00 28/02/2012",NA,NA,NA,NA,NA,180,77,1,NA,NA,6.6,1,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,1,22.2,1,NA,NA
"13:35:00 19/03/2008",NA,NA,NA,NA,30,65,113,65,NA,NA,7,65,6.9,65,0.003,65,0.21,65,NA,NA,0.09,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,12,65,18.8,65,21.4,65,NA,NA
"13:40:00 11/01/1978",NA,NA,NA,NA,NA,NA,93,65,NA,NA,8.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,65,20.8,65,NA,NA
"13:40:00 28/05/2012",NA,NA,NA,NA,64,1,118,1,NA,NA,10,1,7,1,0.009,1,0.48,1,NA,NA,0.33,1,NA,NA,NA,NA,NA,NA,NA,NA,0.059,1,17,1,29.9,1,11.4,1,NA,NA
"13:42:00 30/06/2008",NA,NA,NA,NA,14,65,62,65,NA,NA,10.8,65,5.5,65,0.003,65,0.1,65,NA,NA,0.17,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,10,65,9.8,65,10.9,65,NA,NA
"13:45:00 04/02/1991",NA,NA,NA,NA,NA,NA,120,65,NA,NA,7.6,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,22,65,NA,NA
"13:45:00 10/12/1996",3,65,9.2,65,25,65,81,65,56,65,9,65,6.7,65,0.003,65,0.33,65,2.6,65,0.09,65,0.7,65,7.1,65,2.8,65,20,65,0.03,65,14,65,2.6,65,17.5,65,7.3,65
"13:50:00 08/12/2008",NA,NA,NA,NA,34,65,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.22,65,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,12,65,NA,NA,NA,NA,NA,NA
"13:50:00 14/02/1979",NA,NA,NA,NA,NA,NA,120,65,NA,NA,NA,180,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,65,23,65,NA,NA
"13:50:00 15/07/1993",NA,NA,NA,NA,NA,NA,180,65,NA,NA,10.8,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,9,65,NA,NA
"13:54:00 08/12/2008",NA,NA,NA,NA,NA,NA,111,65,NA,NA,8.5,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,65,20,65,NA,NA
"13:55:00 01/12/1993",NA,NA,NA,NA,30,65,110,65,NA,NA,8.6,65,6.8,65,0.003,65,0.2,65,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,5,65,8.7,65,18.5,65,NA,NA
"13:55:00 27/07/2011",NA,NA,NA,NA,45,1,95,1,NA,NA,9.6,1,6.8,1,0.01,1,0.31,1,NA,NA,0.38,1,NA,NA,NA,NA,NA,NA,NA,NA,0.029,1,11,1,24.8,1,9.1,1,NA,NA
"14:00:00 02/03/1993",NA,NA,NA,NA,NA,NA,89,65,NA,NA,8.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,65,16.5,65,NA,NA
"14:00:00 04/04/1995",NA,NA,NA,NA,20,65,110,65,NA,NA,10.2,65,6.6,65,0.003,65,0.2,65,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,3.9,65,15,65,NA,NA
"14:00:00 06/07/1994",NA,NA,NA,NA,5,65,240,65,NA,NA,10,65,7.2,65,0.003,65,0.1,65,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,7.2,65,10,65,NA,NA
"14:00:00 08/10/1992",NA,NA,NA,NA,NA,NA,75,65,NA,NA,10.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,65,11,65,NA,NA
"14:00:00 10/03/1998",3,65,12,65,19,65,99,65,110,65,9,65,7.3,65,0.003,65,0.15,65,3.1,65,0.03,65,0.6,65,10,65,4,65,24,65,0.01,65,4,65,4.2,65,19,65,6.6,65
"14:00:00 13/02/1992",NA,NA,NA,NA,NA,NA,110,65,NA,NA,8.4,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,65,18,65,NA,NA
"14:00:00 24/05/2010",NA,NA,NA,NA,18,1,66,1,NA,NA,10,1,7.3,1,0.002,1,0.13,1,NA,NA,0.094,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,4,1,8.4,1,10.7,1,NA,NA
"14:00:00 28/06/2011",NA,NA,NA,NA,30,1,84,1,NA,NA,10.6,1,6.8,1,0.003,1,0.14,1,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,7,1,9,1,9.2,1,NA,NA
"14:00:00 28/10/1998",3.6,65,14,65,40,65,120,65,100,65,9.2,65,7.1,65,0.003,65,0.19,65,3.6,65,0.06,65,1.1,65,10,65,5,65,24,65,0.02,65,4,65,3.5,65,14.5,65,7,65
"14:10:00 02/07/1979",NA,NA,NA,NA,NA,NA,250,65,NA,NA,11.1,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,8.5,65,NA,NA
"14:10:00 17/08/2010",NA,NA,NA,NA,20,1,89,1,NA,NA,11.7,1,7.1,1,0.003,1,0.14,1,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,5,1,6.4,1,10,1,NA,NA
"14:15:00 07/11/1977",NA,NA,NA,NA,NA,NA,84,65,NA,NA,8.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,65,18,65,NA,NA
"14:15:00 15/09/2008",NA,NA,NA,NA,18,65,96,65,NA,NA,9.7,65,6.2,65,0.003,65,0.21,65,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,7.7,65,13.7,65,NA,NA
"14:15:00 24/05/2011",NA,NA,NA,NA,20,1,84,1,NA,NA,9.6,1,6.8,1,0.003,1,0.21,1,NA,NA,0.091,1,NA,NA,NA,NA,NA,NA,NA,NA,0.018,1,12,1,14,1,12.3,1,NA,NA
"14:20:00 01/05/1979",NA,NA,NA,NA,NA,NA,100,65,NA,NA,10.2,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,65,14,65,NA,NA
"14:20:00 24/01/2012",NA,NA,NA,NA,35,1,80,1,NA,NA,8.8,1,6.9,1,0.006,1,0.21,1,NA,NA,0.06,1,NA,NA,NA,NA,NA,NA,NA,NA,0.028,1,9,1,14.4,1,23,1,NA,NA
"14:20:00 28/08/2007",NA,NA,NA,NA,25,65,136,65,NA,NA,9.7,65,7.4,65,0.003,65,0.27,65,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,25,65,24,65,13.6,65,NA,NA
"14:25:00 24/05/1993",NA,NA,NA,NA,NA,NA,76,65,NA,NA,10,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,11,65,NA,NA
"14:25:00 28/03/1977",NA,NA,NA,NA,NA,NA,130,65,NA,NA,8.6,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,18,65,NA,NA
"14:30:00 04/09/1995",NA,NA,NA,NA,18,65,88,65,NA,NA,11.4,65,6.8,65,0.005,65,0.3,65,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,0.12,65,9,65,4.3,65,10,65,NA,NA
"14:30:00 05/10/1995",NA,NA,NA,NA,20,65,66,65,NA,NA,10.6,65,7,65,0.003,65,0.2,65,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,21,65,14,65,12,65,NA,NA
"14:30:00 08/01/1997",3.1,65,10,65,32,65,290,65,86,65,7.8,65,6.5,65,NA,NA,0.75,65,2.7,65,0.06,65,1.5,65,8.1,65,3.2,65,22,65,0.04,65,11,65,6.2,65,19.5,65,7,65
"14:30:00 10/04/1996",NA,NA,NA,NA,22,65,75,65,NA,NA,8.4,65,6.8,65,0.02,65,0.16,65,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,11,65,4.6,65,13,65,NA,NA
"14:30:00 18/01/2011",NA,NA,NA,NA,30,1,88,1,NA,NA,7.3,1,6.8,1,0.003,1,0.2,1,NA,NA,0.074,1,NA,NA,NA,NA,NA,NA,NA,NA,0.042,1,11,1,13.3,1,22.1,1,NA,NA
"14:30:00 23/06/1998",3.3,65,11,65,22,65,88,65,89,65,11.2,65,7,65,0.005,65,0.21,65,3,65,0.11,65,0.9,65,7.9,65,6,65,21,65,0.01,65,6,65,1.8,65,9,65,6.8,65
"14:30:00 23/09/1977",NA,NA,NA,NA,NA,NA,54,65,NA,NA,10.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,65,11.6,65,NA,NA
"14:35:00 03/08/1992",NA,NA,NA,NA,NA,NA,78,65,NA,NA,11.2,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,8.5,65,NA,NA
"14:40:00 01/09/1977",NA,NA,NA,NA,NA,NA,45,65,NA,NA,11,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,65,9.6,65,NA,NA
"14:40:00 06/05/1977",NA,NA,NA,NA,NA,NA,100,65,NA,NA,9.9,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,13.4,65,NA,NA
"14:40:00 15/04/1994",NA,NA,NA,NA,10,65,95,65,NA,NA,9.4,65,6.7,65,0.006,65,0.2,65,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,3,65,15,65,NA,NA
"14:45:00 08/10/1997",3.3,65,14,65,20,65,100,65,100,65,9.2,65,7.2,65,0.003,65,0.16,65,3.1,65,0.11,65,1.1,65,10,65,3.6,65,23,65,0.02,65,8,65,6.6,65,15,65,7.1,65
"14:45:00 09/09/1996",2.6,65,8,65,16,65,74,65,68,65,10.7,65,6.9,65,0.007,65,0.47,65,2.4,65,0.15,65,0.8,65,6,65,3.1,65,17,65,0.01,65,12,65,11,65,11,65,7.2,65
"14:45:00 14/04/1998",3.7,65,10,65,16,65,110,65,100,65,9.4,65,7,65,0.003,65,0.22,65,3.3,65,0.02,65,1.1,65,9.9,65,3,65,26,65,0.02,65,12,65,5,65,14.5,65,7,65
"14:45:00 17/11/2008",NA,NA,NA,NA,25,65,94,65,NA,NA,9.2,65,7.1,65,0.003,65,0.18,65,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,9,65,9.8,65,18.9,65,NA,NA
"14:55:00 23/07/2012",NA,NA,NA,NA,20,1,102,1,NA,NA,10.1,1,6.8,1,0.004,1,0.15,1,NA,NA,0.14,1,NA,NA,NA,NA,NA,NA,NA,NA,0.023,1,12,1,14.4,1,9.7,1,NA,NA
"15:00:00 03/06/1977",NA,NA,NA,NA,NA,NA,96,65,NA,NA,10.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,65,9.5,65,NA,NA
"15:00:00 04/08/1993",NA,NA,NA,NA,NA,NA,75,65,NA,NA,11.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,8,65,NA,NA
"15:00:00 07/09/1994",NA,NA,NA,NA,15,65,110,65,NA,NA,11.2,65,6.8,65,0.008,65,0.2,65,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,6,65,2.4,65,11,65,NA,NA
