"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"07:00:00 02/12/1999",NA,NA,NA,NA,NA,NA,NA,NA,8,65,300,65,NA,NA,8.4,65,7.1,65,0.003,65,0.22,65,NA,NA,NA,NA,NA,NA,0.01,65,0.02,65,8,65,3.2,65,23,65,NA,NA,NA,NA
"07:30:00 09/01/2019",NA,NA,0.001,1,2e-04,1,0.001,1,10,1,425,1,0.001,1,7.56,1,7.59,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.01,1,3,1,5.3,1,23.5,1,0.001,1,NA,NA
"07:30:00 19/12/2019",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,362,1,0.001,1,8.3,1,7.6,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.002,1,0.006,1,0.005,1,2,1,3.3,1,24,1,0.001,1,NA,NA
"07:45:00 24/02/2011",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,135,1,0.001,1,7.2,1,7.4,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.017,1,2,1,4.3,1,18.9,1,0.002,1,NA,NA
"07:50:00 20/02/2020",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,120.6,1,0.001,1,8.2,1,6.7,1,0.013,1,0.42,1,0.001,1,1e-04,1,0.002,1,0.33,1,0.037,1,20,1,32.7,1,17.8,1,0.004,1,NA,NA
"08:00:00 09/02/2015",NA,NA,0.001,1,2e-04,1,0.001,1,10,1,169,1,0.001,1,7.8,1,6.9,1,0.003,1,0.29,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.01,1,6,1,5.8,1,21.2,1,0.004,1,NA,NA
"08:00:00 18/11/1996",NA,NA,NA,NA,NA,NA,NA,NA,12,65,230,65,NA,NA,8,65,7.3,65,0.003,65,0.32,65,NA,NA,NA,NA,NA,NA,0.004,65,0.04,65,20,65,6.5,65,16.5,65,NA,NA,NA,NA
"08:00:00 23/02/1994",NA,NA,NA,NA,NA,NA,NA,NA,40,65,150,65,NA,NA,7.8,65,6.8,65,0.003,65,0.4,65,NA,NA,NA,NA,NA,NA,0.08,65,0.03,65,10,65,9.6,65,20,65,NA,NA,NA,NA
"08:00:00 26/11/1997",NA,NA,NA,NA,NA,NA,NA,NA,12,65,360,65,NA,NA,7.8,65,7.3,65,0.003,65,0.23,65,NA,NA,NA,NA,NA,NA,0.03,65,0.005,65,8,65,3.4,65,24.5,65,NA,NA,NA,NA
"08:00:00 27/01/1993",NA,NA,NA,NA,NA,NA,NA,NA,20,65,230,65,NA,NA,8,65,7.1,65,0.02,65,0.4,65,NA,NA,NA,NA,NA,NA,0.12,65,0.06,65,8,65,3.4,65,20,65,NA,NA,NA,NA
"08:05:00 22/03/2017",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,453,1,0.001,1,6.3,1,7,1,0.008,1,0.28,1,0.001,1,1e-04,1,0.001,1,0.007,1,0.013,1,4,1,5.9,1,22.1,1,0.005,1,NA,NA
"08:05:00 23/10/2019",NA,NA,0.001,1,2e-04,1,0.001,1,10,1,267,1,0.001,1,9.31,1,7.35,1,0.003,1,0.14,1,0.001,1,1e-04,1,0.002,1,0.003,1,0.005,1,2,1,5.6,1,16.5,1,0.002,1,NA,NA
"08:15:00 09/12/1997",NA,NA,NA,NA,NA,NA,NA,NA,11,65,430,65,NA,NA,NA,180,7.5,65,0.003,65,0.23,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,6,65,3.7,65,22,65,NA,NA,NA,NA
"08:15:00 11/02/2009",NA,NA,0.001,65,2e-04,65,0.001,65,16,65,331,65,0.001,65,7,65,6.2,65,0.003,65,0.31,65,0.001,65,1e-04,65,0.001,65,0.005,65,0.02,65,8,65,9,65,16.6,65,0.004,65,NA,NA
"08:16:00 06/03/2019",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,499,1,0.001,1,6.56,1,7.36,1,0.003,1,0.23,1,0.001,1,1e-04,1,0.002,1,0.005,1,0.013,1,53,1,11,1,22,1,0.005,1,NA,NA
"08:21:00 18/10/2017",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,281,1,0.001,1,8.6,1,7.4,1,0.005,1,0.19,1,0.001,1,1e-04,1,0.002,1,0.009,1,0.01,1,3,1,4.8,1,19.8,1,0.003,1,NA,NA
"08:30:00 02/03/1993",NA,NA,NA,NA,NA,NA,NA,NA,15,65,180,65,NA,NA,9.2,65,6.7,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,5,65,4.3,65,18,65,NA,NA,NA,NA
"08:30:00 07/07/1994",NA,NA,NA,NA,NA,NA,NA,NA,5,65,160,65,NA,NA,10.4,65,7.3,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.17,65,0.01,65,6,65,42,65,9.5,65,NA,NA,NA,NA
"08:30:00 15/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,20,65,170,65,NA,NA,7,65,6.6,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.04,65,0.02,65,4,65,3.3,65,20,65,NA,NA,NA,NA
"08:30:00 23/11/2011",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,122,1,0.001,1,7.7,1,7.1,1,0.018,1,0.3,1,0.001,1,1e-04,1,0.001,1,0.041,1,0.048,1,2,1,7.3,1,17.9,1,0.002,1,NA,NA
"08:35:00 02/03/2000",NA,NA,NA,NA,NA,NA,NA,NA,9,65,350,65,NA,NA,8.6,65,7.5,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.003,65,0.02,65,7,65,4.1,65,25,65,NA,NA,NA,NA
"08:35:00 03/02/1993",NA,NA,NA,NA,NA,NA,NA,NA,20,65,190,65,NA,NA,7,65,6.9,65,0.003,65,0.3,65,NA,NA,NA,NA,NA,NA,0.003,65,0.02,65,8,65,5.3,65,24.5,65,NA,NA,NA,NA
"08:40:00 10/03/2009",NA,NA,0.001,65,2e-04,65,0.001,65,9,65,429,65,0.001,65,8.3,65,7.6,65,0.003,65,0.22,65,0.001,65,1e-04,65,0.001,65,0.003,65,0.01,65,4,65,5,65,20,65,0.005,65,NA,NA
"08:40:00 20/12/1993",NA,NA,NA,NA,NA,NA,NA,NA,20,65,370,65,NA,NA,7.8,65,7.2,65,0.004,65,0.4,65,NA,NA,NA,NA,NA,NA,0.01,65,0.03,65,11,65,2,65,21,65,NA,NA,NA,NA
"08:45:00 21/03/2002",NA,NA,NA,NA,NA,NA,NA,NA,20,65,260,65,NA,NA,7.4,65,7.3,65,0.003,65,0.23,65,NA,NA,NA,NA,NA,NA,0.01,65,0.02,65,6,65,4.9,65,17.5,65,NA,NA,NA,NA
"08:45:00 27/02/2008",NA,NA,0.002,65,2e-04,65,0.001,65,30,65,148,65,0.002,65,7.5,65,7.7,65,0.003,65,0.2,65,0.001,65,1e-04,65,0.001,65,0.15,65,0.01,65,5,65,7.8,65,20.2,65,0.009,65,NA,NA
"08:46:00 22/02/2017",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,390,1,0.001,1,7.7,1,7.5,1,0.004,1,0.25,1,0.001,1,1e-04,1,0.001,1,0.004,1,0.009,1,4,1,7.5,1,18.8,1,0.004,1,NA,NA
"08:53:00 11/10/2007",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,240,65,0.002,65,7.5,65,6.9,65,0.003,65,0.3,65,0.001,65,1e-04,65,0.002,65,0.34,65,0.01,65,2,65,3.9,65,18.2,65,0.006,65,NA,NA
"08:55:00 27/02/1996",NA,NA,NA,NA,NA,NA,NA,NA,22,65,220,65,NA,NA,6.4,65,7,65,0.003,65,0.3,65,NA,NA,NA,NA,NA,NA,0.01,65,0.03,65,7,65,5.3,65,22.5,65,NA,NA,NA,NA
"09:00:00 05/01/1998",NA,NA,NA,NA,NA,NA,NA,NA,13,65,470,65,NA,NA,6,65,7.5,65,0.003,65,0.31,65,NA,NA,NA,NA,NA,NA,0.03,65,0.03,65,10,65,1.2,65,23,65,NA,NA,NA,NA
"09:00:00 18/01/1995",NA,NA,NA,NA,NA,NA,NA,NA,45,65,350,65,NA,NA,6.8,65,6.8,65,0.01,65,0.6,65,NA,NA,NA,NA,NA,NA,0.003,65,0.05,65,14,65,6.2,65,22.5,65,NA,NA,NA,NA
"09:00:00 19/05/1997",NA,NA,NA,NA,NA,NA,NA,NA,18,65,350,65,NA,NA,9.2,65,7.2,65,0.003,65,0.22,65,NA,NA,NA,NA,NA,NA,0.19,65,0.02,65,4,65,3,65,12.5,65,NA,NA,NA,NA
"09:05:00 19/09/1996",NA,NA,NA,NA,NA,NA,NA,NA,16,65,110,65,NA,NA,8.4,65,6.5,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.04,65,0.02,65,9,65,6.9,65,16,65,NA,NA,NA,NA
"09:08:00 24/01/2018",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,295,1,0.001,1,6.2,1,7.3,1,0.003,1,0.29,1,0.001,1,1e-04,1,0.002,1,0.004,1,0.013,1,6,1,7.6,1,24.9,1,0.001,1,NA,NA
"09:10:00 13/09/2007",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,215,65,0.001,65,10,65,6.7,65,0.003,65,0.22,65,0.001,65,1e-04,65,0.002,65,0.42,65,0.01,65,5,65,5.5,65,13.3,65,0.006,65,NA,NA
"09:10:00 26/04/1993",NA,NA,NA,NA,NA,NA,NA,NA,20,65,260,65,NA,NA,9.6,65,6.9,65,0.01,65,0.3,65,NA,NA,NA,NA,NA,NA,0.18,65,0.02,65,4,65,3.7,65,14.5,65,NA,NA,NA,NA
"09:15:00 10/05/1999",NA,NA,NA,NA,NA,NA,NA,NA,12,65,130,65,NA,NA,9.4,65,7.1,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.07,65,0.01,65,4,65,5.7,65,13,65,NA,NA,NA,NA
"09:15:00 25/05/2010",NA,NA,0.001,1,1e-04,1,0.001,1,10,1,305.6,1,0.001,1,8.7,1,7.1,1,0.003,1,0.03,1,0.001,1,2e-04,1,0.001,1,0.069,1,0.01,1,1,1,3.2,1,11.7,1,0.006,1,NA,NA
"09:15:00 26/08/2009",NA,NA,0.001,1,1e-04,1,0.001,1,8,1,292.6,1,0.001,1,9.9,1,7.5,1,0.001,1,0.11,1,0.001,1,1e-04,1,0.001,1,0.02,1,0.006,1,1,1,7.4,1,10.4,1,0.004,1,NA,NA
"09:18:00 26/07/2018",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,432,1,0.001,1,12.5,1,6.9,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.44,1,0.013,1,2,1,5.6,1,9.8,1,0.002,1,NA,NA
"09:20:00 04/07/2019",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,339,1,0.001,1,10.81,1,6.9,1,0.003,1,0.19,1,0.001,1,1e-04,1,0.004,1,0.19,1,0.005,1,2,1,5,1,8.5,1,0.005,1,NA,NA
"09:20:00 14/04/2020",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,220,1,0.001,1,7.7,1,7.6,1,0.003,1,0.29,1,0.001,1,1e-04,1,0.002,1,0.038,1,0.014,1,4,1,6.2,1,15.6,1,0.001,1,NA,NA
"09:20:00 20/12/2006",NA,NA,0.001,65,2e-04,65,0.001,65,12,65,422,65,0.001,65,8.5,65,7.8,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.002,65,0.02,65,0.006,65,6,65,5,65,21.3,65,0.005,65,NA,NA
"09:25:00 10/02/2016",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,119,1,0.001,1,6.3,1,6.7,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.001,1,0.054,1,0.018,1,6,1,7.4,1,22.5,1,0.006,1,NA,NA
"09:25:00 20/12/2017",NA,NA,0.001,1,2e-04,1,0.001,1,48,1,207,1,0.001,1,6.3,1,7,1,0.005,1,0.37,1,0.001,1,1e-04,1,0.003,1,0.003,1,0.03,1,6,1,7.4,1,22.5,1,0.004,1,NA,NA
"09:30:00 04/05/1994",NA,NA,NA,NA,NA,NA,NA,NA,15,65,260,65,NA,NA,9.8,65,7.1,65,0.006,65,0.5,65,NA,NA,NA,NA,NA,NA,0.25,65,0.04,65,4,65,4.8,65,12.5,65,NA,NA,NA,NA
"09:30:00 18/12/2012",NA,NA,0.001,1,2e-04,1,0.001,1,14,1,307,1,0.001,1,7.7,1,7.3,1,0.003,1,0.32,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.024,1,4,1,8.7,1,21.5,1,0.004,1,NA,NA
"09:30:00 20/09/2017",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,233,1,0.001,1,8.1,1,6.9,1,0.018,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.29,1,0.012,1,4,1,7.6,1,12.8,1,0.006,1,NA,NA
"09:40:00 26/07/2017",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,285,1,0.002,1,10.3,1,7.8,1,0.006,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.69,1,0.007,1,2,1,5.8,1,9.8,1,0.003,1,NA,NA
"09:40:00 28/02/2001",NA,NA,NA,NA,NA,NA,NA,NA,12,65,310,65,NA,NA,7.9,65,7.3,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.008,65,0.01,65,6,65,5.8,65,23,65,NA,NA,NA,NA
"09:45:00 13/07/2016",NA,NA,0.001,1,2e-04,1,0.002,1,64,1,116,1,0.001,1,9.8,1,7.1,1,0.006,1,0.32,1,0.001,1,1e-04,1,0.002,1,0.55,1,0.026,1,NA,NA,19,1,8.9,1,0.001,1,NA,NA
"09:45:00 15/03/1994",NA,NA,NA,NA,NA,NA,NA,NA,75,65,82,65,NA,NA,8.2,65,6.7,65,0.006,65,0.4,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,8,65,15,65,16,65,NA,NA,NA,NA
"09:50:00 08/05/2008",NA,NA,0.001,65,2e-04,65,0.001,65,14,65,215,65,0.001,65,8.4,65,6.8,65,0.003,65,0.17,65,0.001,65,1e-04,65,0.002,65,0.32,65,0.03,65,4,65,5.4,65,13.8,65,0.004,65,NA,NA
"09:50:00 13/10/2008",NA,NA,0.001,65,2e-04,65,0.001,65,14,65,188,65,0.001,65,8.2,65,6.5,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.001,65,0.06,65,0.01,65,8,65,7.2,65,18,65,0.004,65,NA,NA
"09:55:00 04/12/2018",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,355,1,0.001,1,94.8,1,7.67,1,0.003,1,0.24,1,0.001,1,1e-04,1,0.002,1,0.003,1,0.012,1,6,1,8.5,1,3.7,1,0.018,1,NA,NA
"09:56:00 23/08/2017",NA,NA,0.001,1,2e-04,1,0.001,1,4,1,258,1,0.001,1,9.5,1,7.4,1,0.01,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.68,1,0.009,1,2,1,5.6,1,11,1,0.005,1,NA,NA
"10:00:00 01/11/1999",NA,NA,NA,NA,NA,NA,NA,NA,10,65,210,65,NA,NA,9,65,7.3,65,0.003,65,0.16,65,NA,NA,NA,NA,NA,NA,0.01,65,0.01,65,6,65,2.5,65,19,65,NA,NA,NA,NA
"10:00:00 08/07/2015",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,132,1,0.001,1,10.1,1,7.7,1,0.003,1,0.1,1,0.001,1,1e-04,1,0.001,1,0.27,1,0.013,1,4,1,9.1,1,9.7,1,0.013,1,NA,NA
"10:00:00 11/06/1997",NA,NA,NA,NA,NA,NA,NA,NA,14,65,390,65,NA,NA,9.8,65,7.3,65,0.003,65,0.16,65,NA,NA,NA,NA,NA,NA,0.22,65,0.01,65,4,65,4.3,65,9,65,NA,NA,NA,NA
"10:00:00 13/12/2001",NA,NA,NA,NA,NA,NA,NA,NA,45,65,120,65,NA,NA,9.4,65,7,65,0.003,65,0.22,65,NA,NA,NA,NA,NA,NA,0.05,65,0.01,65,2,65,5.9,65,18,65,NA,NA,NA,NA
"10:00:00 20/08/2020",NA,NA,0.001,1,2e-04,1,0.001,1,30,1,111.9,1,0.001,1,10.3,1,6.8,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.001,1,0.13,1,0.014,1,6,1,8.8,1,10.8,1,0.002,1,NA,NA
"10:00:00 23/07/2020",NA,NA,0.001,1,2e-04,1,0.001,1,25,1,123,1,0.001,1,10.5,1,6.8,1,0.003,1,0.15,1,0.001,1,1e-04,1,0.001,1,0.4,1,0.011,1,7,1,9,1,9.4,1,0.003,1,NA,NA
"10:00:00 28/11/1995",NA,NA,NA,NA,NA,NA,NA,NA,25,65,150,65,NA,NA,7.6,65,7,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.09,65,0.02,65,13,65,7.3,65,21.5,65,NA,NA,NA,NA
"10:00:00 29/10/1996",NA,NA,NA,NA,NA,NA,NA,NA,14,65,230,65,NA,NA,8.8,65,7.4,65,0.003,65,0.21,65,NA,NA,NA,NA,NA,NA,0.003,65,0.02,65,7,65,6.5,65,19,65,NA,NA,NA,NA
"10:00:00 30/01/2013",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,412,1,0.001,1,8.2,1,7.5,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.002,1,0.003,1,0.014,1,9,1,11.3,1,20.8,1,0.003,1,NA,NA
"10:00:00 30/04/2001",NA,NA,NA,NA,NA,NA,NA,NA,40,65,270,65,NA,NA,8.6,65,7.2,65,0.01,65,0.36,65,NA,NA,NA,NA,NA,NA,0.05,65,0.06,65,4,65,5.5,65,16,65,NA,NA,NA,NA
"10:09:00 13/09/2018",NA,NA,0.001,1,2e-04,1,0.002,1,8,1,264.8,1,0.001,1,9.4,1,7.6,1,0.003,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.11,1,0.006,1,2,1,7.8,1,13.5,1,0.002,1,NA,NA
"10:10:00 05/06/2019",NA,NA,0.001,1,2e-04,1,0.001,1,10,1,579,1,0.001,1,9.97,1,7.39,1,0.003,1,0.19,1,0.001,1,1e-04,1,0.002,1,0.01,1,0.008,1,28,1,6,1,10.6,1,0.003,1,NA,NA
"10:15:00 25/07/2013",NA,NA,0.001,1,2e-04,1,0.001,1,22,1,136,1,0.001,1,9.1,1,7.8,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.27,1,0.023,1,2,1,6.3,1,8.8,1,0.004,1,NA,NA
"10:20:00 06/04/1999",NA,NA,NA,NA,NA,NA,NA,NA,20,65,220,65,NA,NA,9.2,65,6.8,65,0.004,65,0.17,65,NA,NA,NA,NA,NA,NA,0.05,65,0.02,65,5,65,4.5,65,18.5,65,NA,NA,NA,NA
"10:20:00 23/08/2018",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,349,1,0.001,1,11.7,1,7.4,1,0.003,1,0.16,1,0.001,1,1e-04,1,0.001,1,0.13,1,0.011,1,4,1,6.3,1,11.2,1,0.002,1,NA,NA
"10:30:00 04/08/2016",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,133,1,0.001,1,8.8,1,6.8,1,0.003,1,0.23,1,0.001,1,1e-04,1,0.002,1,0.41,1,0.014,1,NA,NA,8.2,1,10.7,1,0.008,1,NA,NA
"10:30:00 06/11/2014",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,142,1,0.001,1,8.1,1,7,1,0.003,1,0.16,1,0.001,1,1e-04,1,0.001,1,0.023,1,0.015,1,2,1,4.9,1,17.9,1,0.003,1,NA,NA
"10:30:00 08/03/2016",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,229,1,0.001,1,6.6,1,7,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.012,1,NA,NA,4.3,1,26.1,1,0.004,1,NA,NA
"10:30:00 11/03/2015",NA,NA,0.001,1,2e-04,1,0.001,1,12,1,199,1,0.001,1,7.6,1,7.1,1,0.003,1,0.25,1,0.001,1,1e-04,1,0.001,1,0.004,1,0.016,1,4,1,6.1,1,21.1,1,0.002,1,NA,NA
"10:30:00 15/07/2008",NA,NA,0.001,65,2e-04,65,0.001,65,11,65,208,65,0.001,65,8.2,65,6.7,65,0.003,65,0.14,65,0.001,65,1e-04,65,0.001,65,0.39,65,0.007,65,3,65,5.7,65,7.8,65,0.008,65,NA,NA
"10:30:00 21/11/2019",NA,NA,0.001,1,2e-04,1,0.001,1,6,1,336,1,0.001,1,8.8,1,7.6,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.004,1,0.007,1,2,1,6.3,1,23.6,1,0.001,1,NA,NA
"10:40:00 01/05/2019",NA,NA,0.001,1,2e-04,1,0.001,1,8,1,552,1,0.001,1,8.75,1,7.47,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.002,1,0.007,1,0.005,1,4,1,4.3,1,15.3,1,0.001,1,NA,NA
"10:40:00 26/10/1998",NA,NA,NA,NA,NA,NA,NA,NA,20,65,190,65,NA,NA,9.2,65,7.3,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.04,65,0.01,65,6,65,6.2,65,19.5,65,NA,NA,NA,NA
"10:45:00 08/04/2002",NA,NA,NA,NA,NA,NA,NA,NA,25,65,250,65,NA,NA,8.2,65,7.1,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.04,65,0.05,65,4,65,4,65,17,65,NA,NA,NA,NA
"10:45:00 17/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,20,65,340,65,NA,NA,7.8,65,7.4,65,0.003,65,0.31,65,NA,NA,NA,NA,NA,NA,0.61,65,0.04,65,8,65,4.3,65,16,65,NA,NA,NA,NA
"10:50:00 11/01/2016",NA,NA,0.001,1,2e-04,1,0.001,1,64,1,107,1,0.003,1,6.7,1,7.1,1,0.007,1,0.33,1,0.001,1,1e-04,1,0.002,1,0.047,1,0.023,1,8,1,11.5,1,24.6,1,0.012,1,NA,NA
"10:50:00 17/04/2008",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,296,65,0.001,65,7.1,65,6.8,65,0.003,65,0.03,65,0.001,65,1e-04,65,0.001,65,0.15,65,0.01,65,4,65,4.7,65,16.8,65,0.005,65,NA,NA
"10:50:00 19/08/2019",NA,NA,0.001,1,2e-04,1,0.001,1,12,1,268,1,0.001,1,10.4,1,7.77,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.14,1,0.006,1,3,1,5.4,1,11,1,0.003,1,NA,NA
"10:50:00 27/01/2011",NA,NA,NA,NA,NA,NA,NA,NA,14,1,190,1,NA,NA,6.5,1,6.9,1,0.003,1,0.27,1,NA,NA,NA,NA,NA,NA,0.003,1,0.019,1,5,1,6.1,1,23.9,1,NA,NA,NA,NA
"10:55:00 01/12/2020",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,154,1,0.001,1,8,1,7.1,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.037,1,0.016,1,6,1,7,1,23.1,1,0.001,1,NA,NA
"11:00:00 07/05/1998",NA,NA,NA,NA,NA,NA,NA,NA,9,65,630,65,NA,NA,9.4,65,7.6,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.02,65,0.02,65,2,65,4.4,65,14,65,NA,NA,NA,NA
"11:00:00 11/08/1997",NA,NA,NA,NA,NA,NA,NA,NA,17,65,226,65,NA,NA,10.6,65,7.5,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.17,65,0.01,65,8,65,17,65,10.5,65,NA,NA,NA,NA
"11:00:00 14/04/1998",NA,NA,NA,NA,NA,NA,NA,NA,7,65,600,65,NA,NA,9.4,65,7.7,65,0.003,65,0.16,65,NA,NA,NA,NA,NA,NA,0.005,65,0.005,65,4,65,4.5,65,15,65,NA,NA,NA,NA
"11:00:00 18/05/2009",NA,NA,0.001,65,2e-04,65,0.001,65,9,65,346,65,0.001,65,8.4,65,6.7,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.001,65,0.005,65,0.02,65,6,65,4.6,65,13.2,65,0.01,65,NA,NA
"11:00:00 24/10/2013",NA,NA,0.001,1,2e-04,1,0.001,1,14,1,179,1,0.001,1,8.3,1,7.3,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.19,1,0.006,1,3,1,5.1,1,13.7,1,0.003,1,NA,NA
"11:00:00 25/05/1993",NA,NA,NA,NA,NA,NA,NA,NA,10,65,270,65,NA,NA,10.8,65,7.2,65,0.003,65,0.2,65,NA,NA,NA,NA,NA,NA,0.34,65,0.01,65,5,65,4.1,65,11.5,65,NA,NA,NA,NA
"11:00:00 25/07/2002",NA,NA,NA,NA,NA,NA,NA,NA,14,65,160,65,NA,NA,10,65,7.1,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.31,65,0.005,65,4,65,5,65,9.6,65,NA,NA,NA,NA
"11:00:00 25/10/2012",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,166,1,0.001,1,9.5,1,7.2,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.13,1,0.016,1,6,1,7.4,1,19.4,1,0.003,1,NA,NA
"11:10:00 23/09/2019",NA,NA,0.001,1,2e-04,1,0.001,1,14,1,190.6,1,0.001,1,9.36,1,7.22,1,0.003,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.017,1,0.01,1,2,1,5.9,1,15.1,1,0.003,1,NA,NA
"11:15:00 30/08/2001",NA,NA,NA,NA,NA,NA,NA,NA,20,65,93,65,NA,NA,10.8,65,7.5,65,0.003,65,0.55,65,NA,NA,NA,NA,NA,NA,0.03,65,0.03,65,6,65,5,65,12.5,65,NA,NA,NA,NA
"11:20:00 24/01/2007",NA,NA,0.001,65,2e-04,65,0.001,65,12,65,494,65,0.002,65,8.4,65,7.5,65,0.003,65,0.2,65,0.001,65,1e-04,65,0.002,65,0.004,65,0.01,65,4,65,5,65,23.4,65,0.002,65,NA,NA
"11:20:00 28/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,40,65,110,65,NA,NA,7.6,65,7.2,65,0.003,65,0.21,65,NA,NA,NA,NA,NA,NA,0.01,65,0.01,65,5,65,5.1,65,24.5,65,NA,NA,NA,NA
"11:25:00 28/03/2018",NA,NA,0.001,1,2e-04,1,0.001,1,16,1,456,1,0.001,1,8.7,1,7.4,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.002,1,0.004,1,0.013,1,2,1,6,1,19.2,1,0.002,1,NA,NA
"11:30:00 17/07/2014",NA,NA,0.001,1,2e-04,1,0.001,1,14,1,147,1,0.001,1,10.9,1,7.1,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.22,1,0.009,1,4,1,4.9,1,8.9,1,0.002,1,NA,NA
"11:30:00 19/01/2009",NA,NA,0.001,65,2e-04,65,0.001,65,14,65,224,65,0.001,65,7.4,65,6.9,65,0.003,65,0.24,65,0.001,65,1e-04,65,0.001,65,0.05,65,0.01,65,4,65,4.6,65,23.4,65,0.009,65,NA,NA
