"Date","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"13:00:00 26/04/2012",NA,NA,NA,NA,12,1,96,1,NA,NA,9.4,1,7.4,1,0.003,1,0.12,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1.4,1,15.6,1,NA,NA
"13:00:00 27/04/2010",NA,NA,NA,NA,15,1,139.5,1,NA,NA,9.5,1,7.8,1,0.001,1,0.07,1,NA,NA,0.049,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,1,1,1,1,17.3,1,NA,NA
"13:00:00 27/06/2012",NA,NA,NA,NA,22,1,82,1,NA,NA,11.6,1,7.1,1,0.003,1,0.17,1,NA,NA,0.042,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,4.1,1,8.4,1,NA,NA
"13:00:00 27/09/2012",NA,NA,NA,NA,16,1,110,1,NA,NA,8.8,1,8,1,0.003,1,0.14,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,1.8,1,17.7,1,NA,NA
"13:05:00 26/10/1998",9.3,65,11,65,18,65,120,65,120,65,11,65,8,65,0.003,65,0.12,65,3.5,65,0.01,65,1.1,65,8,65,2,65,42,65,0.01,65,2,65,3.5,65,16.5,65,8,65
"13:15:00 02/10/2008",NA,NA,NA,NA,10,65,80,65,NA,NA,9.7,65,7.8,65,0.003,65,0.11,65,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,2,65,1.2,65,18.9,65,NA,NA
"13:15:00 05/03/2008",NA,NA,NA,NA,18,65,152,65,NA,NA,8.9,65,7,65,0.003,65,0.09,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,2.1,65,22,65,NA,NA
"13:15:00 23/07/1996",9.6,65,10,65,5,65,120,65,120,65,11.1,65,7,65,0.003,65,0.77,65,3.6,65,0.003,65,0.8,65,7.5,65,2.5,65,41,65,0.08,65,2,65,2,65,10,65,7.8,65
"13:15:00 24/04/1992",NA,NA,NA,NA,NA,NA,170,65,NA,NA,10.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,13.5,65,NA,NA
"13:15:00 25/08/2009",NA,NA,NA,NA,10,1,148.2,1,NA,NA,9.7,1,7.3,1,0.004,1,0.05,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,1,1,0.8,1,12.2,1,NA,NA
"13:19:00 10/01/2018",NA,NA,NA,NA,24,1,145,1,NA,NA,8.2,1,7.5,1,0.003,1,0.22,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,2,1,0.9,1,23.6,1,NA,NA
"13:20:00 11/03/1993",NA,NA,NA,NA,NA,NA,110,65,NA,NA,9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,18,65,NA,NA
"13:20:00 14/06/1994",NA,NA,NA,NA,10,65,83,65,NA,NA,11.6,65,6.5,65,0.003,65,0.1,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.006,65,1,65,1.8,65,9,65,NA,NA
"13:20:00 22/04/1993",NA,NA,NA,NA,NA,NA,110,65,NA,NA,12.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,17,65,NA,NA
"13:25:00 07/01/2008",NA,NA,NA,NA,25,65,144,65,NA,NA,8.4,65,7.3,65,0.003,65,0.13,65,NA,NA,0.004,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,2,65,3.5,65,25.2,65,NA,NA
"13:25:00 13/09/2007",NA,NA,NA,NA,20,65,112,65,NA,NA,9.9,65,7.1,65,0.003,65,0.11,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,1.6,65,14.8,65,NA,NA
"13:30:00 04/06/2020",NA,NA,NA,NA,18,1,113,1,NA,NA,11.1,1,7.5,1,0.003,1,0.12,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.6,1,10,1,NA,NA
"13:30:00 06/09/2017",NA,NA,NA,NA,8,1,139,1,NA,NA,10.3,1,7,1,0.006,1,0.07,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,1,1,11.3,1,NA,NA
"13:30:00 07/08/2014",NA,NA,NA,NA,12,1,114,1,NA,NA,12,1,7.4,1,0.003,1,0.08,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,1,1,9.1,1,NA,NA
"13:30:00 11/04/2013",NA,NA,NA,NA,12,1,150,1,NA,NA,9.4,1,7,1,0.003,1,0.14,1,NA,NA,0.01,1,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,2,1,1.4,1,17.1,1,NA,NA
"13:30:00 11/11/2010",NA,NA,NA,NA,20,1,90,1,NA,NA,9.2,1,7.4,1,0.008,1,0.14,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.008,1,2,1,1.1,1,23.1,1,NA,NA
"13:30:00 14/08/1992",NA,NA,NA,NA,NA,NA,110,65,NA,NA,10.6,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,10.5,65,NA,NA
"13:30:00 16/04/2015",NA,NA,NA,NA,NA,180,95,1,NA,NA,9.7,1,7.2,1,0.004,1,0.26,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,19,1,17.6,1,NA,NA
"13:30:00 16/11/2009",NA,NA,NA,NA,18,1,134.8,1,NA,NA,9.2,1,7.4,1,0.001,1,0.12,1,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,1,1,1.2,1,27,1,NA,NA
"13:30:00 19/06/2008",NA,NA,NA,NA,8,65,123,65,NA,NA,10.5,65,7.8,65,0.003,65,0.07,65,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,0.9,65,10.6,65,NA,NA
"13:30:00 24/07/2012",NA,NA,NA,NA,14,1,92,1,NA,NA,10.7,1,7.3,1,0.003,1,0.09,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,2.4,1,9.8,1,NA,NA
"13:30:00 25/08/2011",NA,NA,NA,NA,20,1,101,1,NA,NA,10.8,1,7.3,1,0.02,1,0.13,1,NA,NA,0.081,1,NA,NA,NA,NA,NA,NA,NA,NA,0.036,1,2,1,2.9,1,11.9,1,NA,NA
"13:30:00 26/03/1991",NA,NA,NA,NA,NA,NA,150,65,NA,NA,9.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,18,65,NA,NA
"13:30:00 27/02/1991",NA,NA,NA,NA,NA,NA,140,65,NA,NA,8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,21,65,NA,NA
"13:30:00 27/05/1991",NA,NA,NA,NA,NA,NA,140,65,NA,NA,11.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,12.5,65,NA,NA
"13:30:00 27/10/2009",NA,NA,NA,NA,16,1,106.4,1,NA,NA,8.5,1,7.2,1,0.002,1,0.14,1,NA,NA,0.005,1,NA,NA,NA,NA,NA,NA,NA,NA,0.017,1,1,1,1.6,1,19.9,1,NA,NA
"13:35:00 27/01/2011",NA,NA,NA,NA,20,1,116,1,NA,NA,9.5,1,8,1,0.003,1,0.19,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,2,1,19.2,1,26.1,1,NA,NA
"13:40:00 04/10/2018",NA,NA,NA,NA,10,1,180,1,NA,NA,10.5,1,7.9,1,0.003,1,0.12,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,4,1,0.8,1,15,1,NA,NA
"13:45:00 01/10/2020",NA,NA,NA,NA,14,1,112,1,NA,NA,10.4,1,1.5,1,0.003,1,0.12,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.9,1,15.2,1,NA,NA
"13:45:00 04/07/2019",NA,NA,NA,NA,12,1,190,1,NA,NA,12.15,1,6.88,1,0.003,1,0.11,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.4,1,7.6,1,NA,NA
"13:45:00 14/07/1994",NA,NA,NA,NA,5,65,66,65,NA,NA,11.6,65,6.6,65,0.003,65,0.1,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,2,65,9.2,65,7.5,65,NA,NA
"13:45:00 15/03/1994",NA,NA,NA,NA,55,65,63,65,NA,NA,10.4,65,6.9,65,0.003,65,0.2,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,14,65,15,65,NA,NA
"13:45:00 15/09/1994",NA,NA,NA,NA,5,65,170,65,NA,NA,10.8,65,6.9,65,0.003,65,0.1,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,1,65,0.6,65,13.5,65,NA,NA
"13:45:00 25/05/1993",NA,NA,NA,NA,NA,NA,130,65,NA,NA,11.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,10.5,65,NA,NA
"13:50:00 12/05/1994",NA,NA,NA,NA,10,65,110,65,NA,NA,10.2,65,7.2,65,0.003,65,0.2,65,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,1,65,1.4,65,12,65,NA,NA
"14:00:00 04/02/2008",NA,NA,NA,NA,NA,NA,90,65,NA,NA,7.2,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,25.5,65,NA,NA
"14:00:00 05/02/2008",NA,NA,NA,NA,30,65,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.13,65,NA,NA,0.006,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,10,65,NA,NA,NA,NA,NA,NA
"14:00:00 08/05/2008",NA,NA,NA,NA,14,65,110,65,NA,NA,10.9,65,7.7,65,0.003,65,0.08,65,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,2,65,1.1,65,14.1,65,NA,NA
"14:00:00 11/07/2018",NA,NA,NA,NA,10,1,153,1,NA,NA,11.9,1,7.4,1,0.003,1,0.09,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,1,1,7.6,1,NA,NA
"14:00:00 12/12/1994",NA,NA,NA,NA,10,65,150,65,NA,NA,8.2,65,7.2,65,0.003,65,0.3,65,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,0.008,65,3,65,2.5,65,28.5,65,NA,NA
"14:00:00 22/05/2012",NA,NA,NA,NA,10,1,102,1,NA,NA,11.5,1,7.4,1,0.003,1,0.07,1,NA,NA,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,0.8,1,11.3,1,NA,NA
"14:10:00 17/07/2007",NA,NA,NA,NA,25,65,97,65,NA,NA,12.8,65,6.4,65,0.003,65,0.07,65,NA,NA,0.21,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,1,65,3.2,65,7.1,65,NA,NA
"14:10:00 25/06/1991",NA,NA,NA,NA,NA,NA,85,65,NA,NA,10.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,11.5,65,NA,NA
"14:10:00 27/08/1997",11,65,11,65,11,65,121,65,130,65,11.4,65,7.6,65,0.003,65,0.11,65,3.9,65,0.003,65,0.9,65,8.2,65,3,65,45,65,0.01,65,2,65,1,65,12.5,65,7.7,65
"14:15:00 05/06/2007",NA,NA,NA,NA,12,65,161,65,NA,NA,10.1,65,6.9,65,0.003,65,0.12,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.005,65,1,65,1.1,65,10,65,NA,NA
"14:15:00 25/05/2010",NA,NA,NA,NA,5,1,174.3,1,NA,NA,10.9,1,7.5,1,0.001,1,0.02,1,NA,NA,0.009,1,NA,NA,NA,NA,NA,NA,NA,NA,0.011,1,1,1,0.6,1,11.1,1,NA,NA
"14:20:00 10/09/2009",NA,NA,NA,NA,10,1,143.5,1,NA,NA,11.2,1,7.6,1,0.003,1,0.15,1,NA,NA,0.002,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,1,1,1.4,1,14.6,1,NA,NA
"14:25:00 08/04/2009",NA,NA,NA,NA,12,65,164,65,NA,NA,10.6,65,7.3,65,0.003,65,0.14,65,NA,NA,0.007,65,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,2,65,1.2,65,18.8,65,NA,NA
"14:30:00 01/08/1991",NA,NA,NA,NA,NA,NA,95,65,NA,NA,11.1,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,8,65,NA,NA
"14:30:00 04/08/2016",NA,NA,NA,NA,16,1,74,1,NA,NA,12,1,7.1,1,0.003,1,0.08,1,NA,NA,0.006,1,NA,NA,NA,NA,NA,NA,NA,NA,0.005,1,2,1,2.4,1,NA,153,NA,NA
"14:30:00 06/07/2015",NA,NA,NA,NA,14,1,115,1,NA,NA,9,1,7.6,1,0.004,1,0.14,1,NA,NA,0.008,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,3.7,1,8.6,1,NA,NA
"14:30:00 11/07/2016",NA,NA,NA,NA,40,1,66,1,NA,NA,11.8,1,6,1,0.003,1,0.24,1,NA,NA,0.17,1,NA,NA,NA,NA,NA,NA,NA,NA,0.019,1,2,1,13.5,1,10.3,1,NA,NA
"14:30:00 14/05/1992",NA,NA,NA,NA,NA,NA,140,65,NA,NA,10.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,65,12,65,NA,NA
"14:30:00 24/09/1997",12,65,11,65,8,65,140,65,140,65,10.2,65,7.7,65,0.003,65,0.13,65,4.2,65,0.007,65,0.98,65,8.4,65,2.6,65,52,65,0.02,65,5,65,1.3,65,15.5,65,7.8,65
"14:30:00 25/08/1994",NA,NA,NA,NA,10,65,170,65,NA,NA,11,65,7.2,65,0.003,65,0.1,65,NA,NA,0.004,65,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,2,65,1.5,65,13.5,65,NA,NA
"14:30:00 26/09/1995",NA,NA,NA,NA,90,65,87,65,NA,NA,9.8,65,7.2,65,0.004,65,0.3,65,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,7,65,14,65,13.5,65,NA,NA
"14:30:00 30/04/1991",NA,NA,NA,NA,NA,NA,150,65,NA,NA,9.4,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,15,65,NA,NA
"14:35:00 03/04/2007",NA,NA,NA,NA,20,65,145,65,NA,NA,8,65,7.6,65,0.003,65,0.28,65,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,0.04,65,1,65,2,65,17.5,65,NA,NA
"14:50:00 13/05/1997",18,65,15,65,12,65,180,65,190,65,10.6,65,7.6,65,0.003,65,0.37,65,5.9,65,0.01,65,1,65,11,65,3,65,72,65,0.01,65,2,65,1.1,65,14,65,7.9,65
"14:50:00 26/03/1992",NA,NA,NA,NA,NA,NA,130,65,NA,NA,9,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,23,65,NA,NA
"15:00:00 14/05/2013",NA,NA,NA,NA,8,1,151,1,NA,NA,10.6,1,7.4,1,0.003,1,0.11,1,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA,0.012,1,2,1,1,1,13.4,1,NA,NA
"15:00:00 22/04/1996",NA,NA,NA,NA,11,65,87,65,NA,NA,10.8,65,7.4,65,0.003,65,0.05,65,NA,NA,0.005,65,NA,NA,NA,NA,NA,NA,NA,NA,0.009,65,2,65,2.8,65,14.5,65,NA,NA
"15:10:00 16/07/1992",NA,NA,NA,NA,NA,NA,130,65,NA,NA,12.4,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,9.5,65,NA,NA
"15:19:00 09/02/2016",NA,NA,NA,NA,24,1,85,1,NA,NA,8.5,1,6.9,1,0.003,1,0.16,1,NA,NA,0.004,1,NA,NA,NA,NA,NA,NA,NA,NA,0.009,1,2,1,2.7,1,22.9,1,NA,NA
"16:00:00 27/08/2007",NA,NA,NA,NA,18,65,112,65,NA,NA,10.1,65,7,65,0.003,65,0.13,65,NA,NA,0.004,65,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,1,65,1.4,65,13.7,65,NA,NA
